"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","Projection_fc","Projection_dfn_perturbed","TierRank"
"RB","Stepfan Taylor (7147462)","Stepfan Taylor",7147462,3000,"NE@Ari 08:30PM ET","Ari","Stepfan","Taylor","NE",0,0,0,0,0
"WR","Tony Washington (7147662)","Tony Washington",7147662,3000,"GB@Jax 01:00PM ET","Jax","Tony","Washington","GB",0,0,0,0,0
"RB","Branden Oliver (7147357)","Branden Oliver",7147357,3000,"SD@KC 01:00PM ET","SD","Branden","Oliver","KC",0,0,0,0,0
"RB","Cameron Marshall (7147413)","Cameron Marshall",7147413,3000,"Mia@Sea 04:05PM ET","Sea","Cameron","Marshall","Mia",0,0,0,0,0
"WR","Marquise Goodwin (7147619)","Marquise Goodwin",7147619,3000,"Buf@Bal 01:00PM ET","Buf","Marquise","Goodwin","Bal",0,6.7,0,6.7,0
"WR","Mitch Mathews (7147593)","Mitch Mathews",7147593,3000,"SD@KC 01:00PM ET","KC","Mitch","Mathews","SD",0,0,0,0,0
"RB","Kerwynn Williams (7147463)","Kerwynn Williams",7147463,3000,"NE@Ari 08:30PM ET","Ari","Kerwynn","Williams","NE",0,0,0,0,0
"WR","Andre Debose (7147737)","Andre Debose",7147737,3000,"Det@Ind 04:25PM ET","Ind","Andre","Debose","Det",0,0,0,0,0
"WR","Shaq Evans (7147663)","Shaq Evans",7147663,3000,"GB@Jax 01:00PM ET","Jax","Shaq","Evans","GB",0,0,0,0,0
"WR","Rodney Smith (7147713)","Rodney Smith",7147713,3000,"NYG@Dal 04:25PM ET","Dal","Rodney","Smith","NYG",0,0,0,0,0
"WR","Ed Williams (7147664)","Ed Williams",7147664,3000,"GB@Jax 01:00PM ET","GB","Ed","Williams","Jax",0,0,0,0,0
"WR","Josh Lenz (7147640)","Josh Lenz",7147640,3000,"Chi@Hou 01:00PM ET","Hou","Josh","Lenz","Chi",0,0,0,0,0
"WR","Nick Williams (7147476)","Nick Williams",7147476,3000,"TB@Atl 01:00PM ET","Atl","Nick","Williams","TB",2.12,1.3,0,1.3,0
"WR","Devin Street (7147714)","Devin Street",7147714,3000,"NYG@Dal 04:25PM ET","Dal","Devin","Street","NYG",0,0,0,0,0
"WR","Chris Matthews (7147620)","Chris Matthews",7147620,3000,"Buf@Bal 01:00PM ET","Bal","Chris","Matthews","Buf",0,0,0,0,0
"WR","Aaron Dobson (7147761)","Aaron Dobson",7147761,3000,"NE@Ari 08:30PM ET","NE","Aaron","Dobson","Ari",0,0,0,0,0
"RB","Bernard Pierce (7147328)","Bernard Pierce",7147328,3000,"Cin@NYJ 01:00PM ET","NYJ","Bernard","Pierce","Cin",0,0,0,0,0
"RB","Daniel Thomas (7147415)","Daniel Thomas",7147415,3000,"Mia@Sea 04:05PM ET","Mia","Daniel","Thomas","Sea",0,0,0,0,0
"WR","Terrell Sinkfield (7147499)","Terrell Sinkfield",7147499,3000,"Min@Ten 01:00PM ET","Min","Terrell","Sinkfield","Ten",0,0,0,0,0
"RB","Dominique Williams (7147329)","Dominique Williams",7147329,3000,"Cin@NYJ 01:00PM ET","NYJ","Dominique","Williams","Cin",0,0,0,0,0
"WR","A.J. Cruz (7147686)","A.J. Cruz",7147686,3000,"Mia@Sea 04:05PM ET","Mia","A.J.","Cruz","Sea",0,0,0,0,0
"WR","Kadron Boone (7147715)","Kadron Boone",7147715,3000,"NYG@Dal 04:25PM ET","NYG","Kadron","Boone","Dal",0,0,0,0,0
"WR","James Wright (7147545)","James Wright",7147545,3000,"Cin@NYJ 01:00PM ET","Cin","James","Wright","NYJ",0,0,0,0,0
"RB","Storm Johnson (7147281)","Storm Johnson",7147281,3000,"TB@Atl 01:00PM ET","TB","Storm","Johnson","Atl",0,0,0,0,0
"WR","Justin Hunter (7147500)","Justin Hunter",7147500,3000,"Min@Ten 01:00PM ET","Ten","Justin","Hunter","Min",0,0,0,0,0
"RB","Rajion Neal (7147313)","Rajion Neal",7147313,3000,"Cle@Phi 01:00PM ET","Cle","Rajion","Neal","Phi",0,0,0,0,0
"RB","Trey Millard (7147359)","Trey Millard",7147359,3000,"SD@KC 01:00PM ET","KC","Trey","Millard","SD",0,0,0,0,0
"RB","Jay Prosch (7147388)","Jay Prosch",7147388,3000,"Chi@Hou 01:00PM ET","Hou","Jay","Prosch","Chi",0,0,0,0,0
"RB","Jalston Fowler (7147296)","Jalston Fowler",7147296,3000,"Min@Ten 01:00PM ET","Ten","Jalston","Fowler","Min",0,0,0,0,0
"RB","Jeff Luc (7147330)","Jeff Luc",7147330,3000,"Cin@NYJ 01:00PM ET","Cin","Jeff","Luc","NYJ",0,0,0,0,0
"WR","TJ Jones (7147738)","TJ Jones",7147738,3000,"Det@Ind 04:25PM ET","Det","TJ","Jones","Ind",0,0,0,0,0
"WR","Kenbrell Thompkins (7147547)","Kenbrell Thompkins",7147547,3000,"Cin@NYJ 01:00PM ET","NYJ","Kenbrell","Thompkins","Cin",0,0,0,0,0
"RB","Joey Iosefa (7147464)","Joey Iosefa",7147464,3000,"NE@Ari 08:30PM ET","NE","Joey","Iosefa","Ari",0,0,0,0,0
"WR","Kain Colter (7147621)","Kain Colter",7147621,3000,"Buf@Bal 01:00PM ET","Buf","Kain","Colter","Bal",0,0,0,0,0
"WR","Rashad Lawrence (7147667)","Rashad Lawrence",7147667,3000,"GB@Jax 01:00PM ET","Jax","Rashad","Lawrence","GB",0,0,0,0,0
"RB","Orleans Darkwa (7147434)","Orleans Darkwa",7147434,3000,"NYG@Dal 04:25PM ET","NYG","Orleans","Darkwa","Dal",0,2.1,0,3.65386644961608,0
"WR","Rod Streater (7147594)","Rod Streater",7147594,3000,"SD@KC 01:00PM ET","KC","Rod","Streater","SD",0,0,0,0,0
"WR","Jamel Johnson (7147668)","Jamel Johnson",7147668,3000,"GB@Jax 01:00PM ET","GB","Jamel","Johnson","Jax",0,0,0,0,0
"WR","R.J. Harris (7147566)","R.J. Harris",7147566,3000,"Oak@NO 01:00PM ET","NO","R.J.","Harris","Oak",0,0,0,0,0
"WR","Michael Bennett (7147548)","Michael Bennett",7147548,3000,"Cin@NYJ 01:00PM ET","Cin","Michael","Bennett","NYJ",0,0,0,0,0
"RB","Marcus Murphy (7147346)","Marcus Murphy",7147346,3000,"Oak@NO 01:00PM ET","NO","Marcus","Murphy","Oak",0,0,0,0,0
"RB","Andre Williams (7147435)","Andre Williams",7147435,3000,"NYG@Dal 04:25PM ET","NYG","Andre","Williams","Dal",0,0,0,0,0
"TE","Clive Walford (7147835)","Clive Walford",7147835,3000,"Oak@NO 01:00PM ET","Oak","Clive","Walford","NO",8.36,8.8,6.95,7.81584810418976,7
"RB","Rod Smith (7147436)","Rod Smith",7147436,3000,"NYG@Dal 04:25PM ET","Dal","Rod","Smith","NYG",0,0,0,0,0
"WR","Joshua Bellamy (7147641)","Joshua Bellamy",7147641,3000,"Chi@Hou 01:00PM ET","Chi","Joshua","Bellamy","Hou",0,0,0,0,0
"RB","Senorise Perry (7147389)","Senorise Perry",7147389,3000,"Chi@Hou 01:00PM ET","Chi","Senorise","Perry","Hou",0,0,0,0,0
"WR","Jordan Leslie (7147478)","Jordan Leslie",7147478,3000,"TB@Atl 01:00PM ET","Atl","Jordan","Leslie","TB",0,0,0,0,0
"WR","Neal Sterling (7147669)","Neal Sterling",7147669,3000,"GB@Jax 01:00PM ET","Jax","Neal","Sterling","GB",0,0,0,0,0
"WR","Walt Powell (7147622)","Walt Powell",7147622,3000,"Buf@Bal 01:00PM ET","Buf","Walt","Powell","Bal",0,0,0,0,0
"WR","Javontee Herndon (7147595)","Javontee Herndon",7147595,3000,"SD@KC 01:00PM ET","SD","Javontee","Herndon","KC",0,0,0,0,0
"RB","Malcolm Johnson (7147314)","Malcolm Johnson",7147314,3000,"Cle@Phi 01:00PM ET","Cle","Malcolm","Johnson","Phi",0,1.1,0,1.1,0
"WR","Jonathan Krause (7147479)","Jonathan Krause",7147479,3000,"TB@Atl 01:00PM ET","TB","Jonathan","Krause","Atl",0,0,0,0,0
"WR","Josh Huff (7147522)","Josh Huff",7147522,3000,"Cle@Phi 01:00PM ET","Phi","Josh","Huff","Cle",0,3.4,0,3.4,0
"RB","Soma Vainuku (7147390)","Soma Vainuku",7147390,3000,"Chi@Hou 01:00PM ET","Hou","Soma","Vainuku","Chi",0,0,0,0,0
"WR","Andrew Turzilli (7147501)","Andrew Turzilli",7147501,3000,"Min@Ten 01:00PM ET","Ten","Andrew","Turzilli","Min",0,0,0,0,0
"WR","Brandon Coleman (7147567)","Brandon Coleman",7147567,3000,"Oak@NO 01:00PM ET","NO","Brandon","Coleman","Oak",4.45,1.2,0,1.21953853621781,0
"RB","Sam Bergen (7147297)","Sam Bergen",7147297,3000,"Min@Ten 01:00PM ET","Ten","Sam","Bergen","Min",0,0,0,0,0
"RB","Michael Burton (7147447)","Michael Burton",7147447,3000,"Det@Ind 04:25PM ET","Det","Michael","Burton","Ind",0,0,0,0,0
"RB","Corey Grant (7147404)","Corey Grant",7147404,3000,"GB@Jax 01:00PM ET","Jax","Corey","Grant","GB",0,0,0,0,0
"WR","Kaelin Clay (7147624)","Kaelin Clay",7147624,3000,"Buf@Bal 01:00PM ET","Bal","Kaelin","Clay","Buf",0,0,0,0,0
"WR","Antwan Goodley (7147688)","Antwan Goodley",7147688,3000,"Mia@Sea 04:05PM ET","Sea","Antwan","Goodley","Mia",0,0,0,0,0
"WR","Matt Hazel (7147689)","Matt Hazel",7147689,3000,"Mia@Sea 04:05PM ET","Mia","Matt","Hazel","Sea",0,0,0,0,0
"WR","Keith Mumphery (7147642)","Keith Mumphery",7147642,3000,"Chi@Hou 01:00PM ET","Hou","Keith","Mumphery","Chi",0,2,0,2,0
"WR","Da'Ron Brown (7147598)","Da'Ron Brown",7147598,3000,"SD@KC 01:00PM ET","KC","Da'Ron","Brown","SD",0,0,0,0,0
"WR","Kevin Smith (7147690)","Kevin Smith",7147690,3000,"Mia@Sea 04:05PM ET","Sea","Kevin","Smith","Mia",0,0,0,0,0
"WR","Corey Fuller (7147739)","Corey Fuller",7147739,3000,"Det@Ind 04:25PM ET","Det","Corey","Fuller","Ind",0,0,0,0,0
"WR","Jake Kumerow (7147549)","Jake Kumerow",7147549,3000,"Cin@NYJ 01:00PM ET","Cin","Jake","Kumerow","NYJ",0,0,0,0,0
"WR","Geremy Davis (7147716)","Geremy Davis",7147716,3000,"NYG@Dal 04:25PM ET","NYG","Geremy","Davis","Dal",0,0,0,0,0
"RB","David Fluellen (7147298)","David Fluellen",7147298,3000,"Min@Ten 01:00PM ET","Ten","David","Fluellen","Min",0,0,0,0,0
"WR","Bernard Reedy (7147481)","Bernard Reedy",7147481,3000,"TB@Atl 01:00PM ET","TB","Bernard","Reedy","Atl",0,0,0,0,0
"RB","Jamize Olawale (7147347)","Jamize Olawale",7147347,3000,"Oak@NO 01:00PM ET","Oak","Jamize","Olawale","NO",0,1,0,1,0
"WR","Paul Richardson (7147691)","Paul Richardson",7147691,3000,"Mia@Sea 04:05PM ET","Sea","Paul","Richardson","Mia",2.96,4.6,0,6.44359742740266,0
"WR","Douglas McNeil III (7147692)","Douglas McNeil III",7147692,3000,"Mia@Sea 04:05PM ET","Sea","Douglas","McNeil III","Mia",0,0,0,0,0
"WR","Daniel Brown (7147625)","Daniel Brown",7147625,3000,"Buf@Bal 01:00PM ET","Bal","Daniel","Brown","Buf",0,0,0,0,0
"WR","Reggie Bell (7147569)","Reggie Bell",7147569,3000,"Oak@NO 01:00PM ET","NO","Reggie","Bell","Oak",0,0,0,0,0
"WR","Isaiah Burse (7147599)","Isaiah Burse",7147599,3000,"SD@KC 01:00PM ET","SD","Isaiah","Burse","KC",0,0,0,0,0
"WR","Freddie Martino (7147482)","Freddie Martino",7147482,3000,"TB@Atl 01:00PM ET","TB","Freddie","Martino","Atl",0,0,0,0,0
"WR","Cameron Meredith (7147646)","Cameron Meredith",7147646,3000,"Chi@Hou 01:00PM ET","Chi","Cameron","Meredith","Hou",0,0,0,0,0
"RB","Antonio Andrews (7147300)","Antonio Andrews",7147300,3000,"Min@Ten 01:00PM ET","Ten","Antonio","Andrews","Min",0,0,0,0,0
"RB","Zach Zenner (7147448)","Zach Zenner",7147448,3000,"Det@Ind 04:25PM ET","Det","Zach","Zenner","Ind",4.12,5.6,0,5.56382444319644,0
"RB","Kenny Hilliard (7147392)","Kenny Hilliard",7147392,3000,"Chi@Hou 01:00PM ET","Hou","Kenny","Hilliard","Chi",0,0,0,0,0
"WR","Paul Turner (7147523)","Paul Turner",7147523,3000,"Cle@Phi 01:00PM ET","Phi","Paul","Turner","Cle",0,0,0,0,0
"RB","Dreamius Smith (7147360)","Dreamius Smith",7147360,3000,"SD@KC 01:00PM ET","SD","Dreamius","Smith","KC",0,0,0,0,0
"RB","Terron Ward (7147282)","Terron Ward",7147282,3000,"TB@Atl 01:00PM ET","Atl","Terron","Ward","TB",0,1.2,0,1.2,0
"RB","David Cobb (7147301)","David Cobb",7147301,3000,"Min@Ten 01:00PM ET","Ten","David","Cobb","Min",0,0,0,0,0
"RB","Blake Renaud (7147302)","Blake Renaud",7147302,3000,"Min@Ten 01:00PM ET","Min","Blake","Renaud","Ten",0,0,0,0,0
"WR","Titus Davis (7147550)","Titus Davis",7147550,3000,"Cin@NYJ 01:00PM ET","NYJ","Titus","Davis","Cin",0,0,0,0,0
"WR","Quan Bray (7147740)","Quan Bray",7147740,3000,"Det@Ind 04:25PM ET","Ind","Quan","Bray","Det",0,3.6,0,3.6,0
"WR","Braxton Miller (7147647)","Braxton Miller",7147647,3000,"Chi@Hou 01:00PM ET","Hou","Braxton","Miller","Chi",4.36,5.3,4.76,5.53806116468254,0
"WR","Tre McBride (7147503)","Tre McBride",7147503,3000,"Min@Ten 01:00PM ET","Ten","Tre","McBride","Min",0,0,0,0,0
"WR","Jared Dangerfield (7147571)","Jared Dangerfield",7147571,3000,"Oak@NO 01:00PM ET","NO","Jared","Dangerfield","Oak",0,0,0,0,0
"WR","Rashawn Scott (7147694)","Rashawn Scott",7147694,3000,"Mia@Sea 04:05PM ET","Mia","Rashawn","Scott","Sea",0,0,0,0,0
"WR","David Watford (7147524)","David Watford",7147524,3000,"Cle@Phi 01:00PM ET","Phi","David","Watford","Cle",0,0,0,0,0
"WR","Gary Chambers (7147626)","Gary Chambers",7147626,3000,"Buf@Bal 01:00PM ET","Buf","Gary","Chambers","Bal",0,0,0,0,0
"WR","Amir Carlisle (7147764)","Amir Carlisle",7147764,3000,"NE@Ari 08:30PM ET","Ari","Amir","Carlisle","NE",0,0,0,0,0
"RB","Tre Madden (7147417)","Tre Madden",7147417,3000,"Mia@Sea 04:05PM ET","Sea","Tre","Madden","Mia",0,0,0,0,0
"WR","Quenton Bundrage (7147648)","Quenton Bundrage",7147648,3000,"Chi@Hou 01:00PM ET","Hou","Quenton","Bundrage","Chi",0,0,0,0,0
"RB","Kevin Monangai (7147303)","Kevin Monangai",7147303,3000,"Min@Ten 01:00PM ET","Min","Kevin","Monangai","Ten",0,0,0,0,0
"WR","Dezmin Lewis (7147627)","Dezmin Lewis",7147627,3000,"Buf@Bal 01:00PM ET","Buf","Dezmin","Lewis","Bal",0,0,0,0,0
"RB","Gus Johnson (7147284)","Gus Johnson",7147284,3000,"TB@Atl 01:00PM ET","Atl","Gus","Johnson","TB",0,0,0,0,0
"WR","Adam Humphries (7147484)","Adam Humphries",7147484,3000,"TB@Atl 01:00PM ET","TB","Adam","Humphries","Atl",6.64,1.2,0,8.30042421150948,0
"WR","Charone Peake (7147551)","Charone Peake",7147551,3000,"Cin@NYJ 01:00PM ET","NYJ","Charone","Peake","Cin",0,1.8,0,1.8,0
"RB","Tyler Ervin (7147394)","Tyler Ervin",7147394,3000,"Chi@Hou 01:00PM ET","Hou","Tyler","Ervin","Chi",0,3.4,0,3.4,0
"WR","Xavier Rush (7147525)","Xavier Rush",7147525,3000,"Cle@Phi 01:00PM ET","Phi","Xavier","Rush","Cle",0,0,0,0,0
"RB","Bronson Hill (7147332)","Bronson Hill",7147332,3000,"Cin@NYJ 01:00PM ET","Cin","Bronson","Hill","NYJ",0,0,0,0,0
"WR","Jamal Robinson (7147672)","Jamal Robinson",7147672,3000,"GB@Jax 01:00PM ET","Jax","Jamal","Robinson","GB",0,0,0,0,0
"WR","Jaxon Shipley (7147765)","Jaxon Shipley",7147765,3000,"NE@Ari 08:30PM ET","Ari","Jaxon","Shipley","NE",0,0,0,0,0
"WR","Deshon Foxx (7147696)","Deshon Foxx",7147696,3000,"Mia@Sea 04:05PM ET","Sea","Deshon","Foxx","Mia",0,0,0,0,0
"WR","Marken Michel (7147504)","Marken Michel",7147504,3000,"Min@Ten 01:00PM ET","Min","Marken","Michel","Ten",0,0,0,0,0
"WR","K.J. Brent (7147572)","K.J. Brent",7147572,3000,"Oak@NO 01:00PM ET","Oak","K.J.","Brent","NO",0,0,0,0,0
"WR","Tanner McEvoy (7147697)","Tanner McEvoy",7147697,3000,"Mia@Sea 04:05PM ET","Sea","Tanner","McEvoy","Mia",0,0,0,0,0
"RB","Brandon Wilds (7147285)","Brandon Wilds",7147285,3000,"TB@Atl 01:00PM ET","Atl","Brandon","Wilds","TB",0,0,0,0,0
"WR","Devin Lucien (7147766)","Devin Lucien",7147766,3000,"NE@Ari 08:30PM ET","NE","Devin","Lucien","Ari",0,0,0,0,0
"RB","Aaron Ripkowski (7147405)","Aaron Ripkowski",7147405,3000,"GB@Jax 01:00PM ET","GB","Aaron","Ripkowski","Jax",0,0,0,0,0
"WR","David Glidden (7147485)","David Glidden",7147485,3000,"TB@Atl 01:00PM ET","Atl","David","Glidden","TB",0,0,0,0,0
"WR","Jakeem Grant (7147699)","Jakeem Grant",7147699,3000,"Mia@Sea 04:05PM ET","Mia","Jakeem","Grant","Sea",0,0,0,0,0
"RB","James Wilder (7147376)","James Wilder",7147376,3000,"Buf@Bal 01:00PM ET","Buf","James","Wilder","Bal",0,0,0,0,0
"WR","Marcus Leak (7147742)","Marcus Leak",7147742,3000,"Det@Ind 04:25PM ET","Ind","Marcus","Leak","Det",0,0,0,0,0
"RB","Brandon Ross (7147406)","Brandon Ross",7147406,3000,"GB@Jax 01:00PM ET","GB","Brandon","Ross","Jax",0,0,0,0,0
"RB","Romar Morris (7147333)","Romar Morris",7147333,3000,"Cin@NYJ 01:00PM ET","NYJ","Romar","Morris","Cin",0,0,0,0,0
"WR","Darius Jennings (7147526)","Darius Jennings",7147526,3000,"Cle@Phi 01:00PM ET","Cle","Darius","Jennings","Phi",0,0,0,0,0
"WR","Devin Smith (7147552)","Devin Smith",7147552,3000,"Cin@NYJ 01:00PM ET","NYJ","Devin","Smith","Cin",0,0,0,0,0
"WR","Evan Spencer (7147486)","Evan Spencer",7147486,3000,"TB@Atl 01:00PM ET","TB","Evan","Spencer","Atl",0,0,0,0,0
"RB","Brandon Cottom (7147419)","Brandon Cottom",7147419,3000,"Mia@Sea 04:05PM ET","Sea","Brandon","Cottom","Mia",0,0,0,0,0
"RB","Akeem Hunt (7147395)","Akeem Hunt",7147395,3000,"Chi@Hou 01:00PM ET","Hou","Akeem","Hunt","Chi",0,0,0,0,0
"RB","Raheem Mostert (7147315)","Raheem Mostert",7147315,3000,"Cle@Phi 01:00PM ET","Cle","Raheem","Mostert","Phi",0,0,0,0,0
"RB","Derek Watt (7147362)","Derek Watt",7147362,3000,"SD@KC 01:00PM ET","SD","Derek","Watt","KC",0,0,0,0,0
"WR","Chris Moore (7147629)","Chris Moore",7147629,3000,"Buf@Bal 01:00PM ET","Bal","Chris","Moore","Buf",0,1,0,1,0
"RB","Elijhaa Penny (7147467)","Elijhaa Penny",7147467,3000,"NE@Ari 08:30PM ET","Ari","Elijhaa","Penny","NE",0,0,0,0,0
"WR","Andre Davis (7147487)","Andre Davis",7147487,3000,"TB@Atl 01:00PM ET","TB","Andre","Davis","Atl",0,0,0,0,0
"WR","Malcolm Mitchell (7147767)","Malcolm Mitchell",7147767,3000,"NE@Ari 08:30PM ET","NE","Malcolm","Mitchell","Ari",0,2.5,0,1.23133569816983,0
"WR","Marvin Hall (7147573)","Marvin Hall",7147573,3000,"Oak@NO 01:00PM ET","Oak","Marvin","Hall","NO",0,0,0,0,0
"WR","Chuck Jacobs (7147630)","Chuck Jacobs",7147630,3000,"Buf@Bal 01:00PM ET","Bal","Chuck","Jacobs","Buf",0,0,0,0,0
"WR","Jeremy Butler (7147631)","Jeremy Butler",7147631,3000,"Buf@Bal 01:00PM ET","Bal","Jeremy","Butler","Buf",0,0,0,0,0
"RB","Daniel Lasco (7147349)","Daniel Lasco",7147349,3000,"Oak@NO 01:00PM ET","NO","Daniel","Lasco","Oak",0,1,0,1,0
"RB","Tra Carson (7147334)","Tra Carson",7147334,3000,"Cin@NYJ 01:00PM ET","Cin","Tra","Carson","NYJ",0,0,0,0,0
"WR","De'Anthony Thomas (7147601)","De'Anthony Thomas",7147601,3000,"SD@KC 01:00PM ET","KC","De'Anthony","Thomas","SD",0,0,0,0,0
"RB","Bishop Sankey (7147304)","Bishop Sankey",7147304,3000,"Min@Ten 01:00PM ET","Ten","Bishop","Sankey","Min",0,0,0,0,0
"RB","Tani Tupou (7147420)","Tani Tupou",7147420,3000,"Mia@Sea 04:05PM ET","Sea","Tani","Tupou","Mia",0,0,0,0,0
"WR","Kasen Williams (7147700)","Kasen Williams",7147700,3000,"Mia@Sea 04:05PM ET","Sea","Kasen","Williams","Mia",0,0,0,0,0
"WR","Tommylee Lewis (7147575)","Tommylee Lewis",7147575,3000,"Oak@NO 01:00PM ET","NO","Tommylee","Lewis","Oak",0,0,0,0,0
"WR","Dominique Williams (7147602)","Dominique Williams",7147602,3000,"SD@KC 01:00PM ET","SD","Dominique","Williams","KC",0,0,0,0,0
"WR","Jay Lee (7147744)","Jay Lee",7147744,3000,"Det@Ind 04:25PM ET","Det","Jay","Lee","Ind",0,0,0,0,0
"WR","J.D. McKissic (7147488)","J.D. McKissic",7147488,3000,"TB@Atl 01:00PM ET","Atl","J.D.","McKissic","TB",0,0,0,0,0
"WR","Robby Anderson (7147553)","Robby Anderson",7147553,3000,"Cin@NYJ 01:00PM ET","NYJ","Robby","Anderson","Cin",0,4,0,4,0
"RB","Will Ratelle (7147286)","Will Ratelle",7147286,3000,"TB@Atl 01:00PM ET","Atl","Will","Ratelle","TB",0,0,0,0,0
"RB","Stephen Houston (7147378)","Stephen Houston",7147378,3000,"Buf@Bal 01:00PM ET","Bal","Stephen","Houston","Buf",0,0,0,0,0
"WR","Shane Wynn (7147674)","Shane Wynn",7147674,3000,"GB@Jax 01:00PM ET","Jax","Shane","Wynn","GB",0,0,0,0,0
"RB","Kenneth Farrow (7147363)","Kenneth Farrow",7147363,3000,"SD@KC 01:00PM ET","SD","Kenneth","Farrow","KC",0,1.3,0,1.3,0
"RB","Darrin Reaves (7147364)","Darrin Reaves",7147364,3000,"SD@KC 01:00PM ET","KC","Darrin","Reaves","SD",0,0,0,0,0
"WR","Rannell Hall (7147527)","Rannell Hall",7147527,3000,"Cle@Phi 01:00PM ET","Cle","Rannell","Hall","Phi",0,0,0,0,0
"RB","George Atkinson III (7147350)","George Atkinson III",7147350,3000,"Oak@NO 01:00PM ET","Oak","George","Atkinson III","NO",0,0,0,0,0
"WR","DeAndre Carter (7147768)","DeAndre Carter",7147768,3000,"NE@Ari 08:30PM ET","NE","DeAndre","Carter","Ari",0,0,0,0,0
"RB","Andrew Bonnet (7147335)","Andrew Bonnet",7147335,3000,"Cin@NYJ 01:00PM ET","Cin","Andrew","Bonnet","NYJ",0,0,0,0,0
"RB","Alan Cross (7147287)","Alan Cross",7147287,3000,"TB@Atl 01:00PM ET","TB","Alan","Cross","Atl",0,0,0,0,0
"WR","Tevin Jones (7147649)","Tevin Jones",7147649,3000,"Chi@Hou 01:00PM ET","Hou","Tevin","Jones","Chi",0,0,0,0,0
"WR","Chandler Worthy (7147554)","Chandler Worthy",7147554,3000,"Cin@NYJ 01:00PM ET","NYJ","Chandler","Worthy","Cin",0,0,0,0,0
"WR","Trevor Davis (7147677)","Trevor Davis",7147677,3000,"GB@Jax 01:00PM ET","GB","Trevor","Davis","Jax",0,0,0,0,0
"WR","Brittan Golden (7147769)","Brittan Golden",7147769,3000,"NE@Ari 08:30PM ET","Ari","Brittan","Golden","NE",0,0,0,0,0
"WR","Tyrell Williams (7147603)","Tyrell Williams",7147603,3000,"SD@KC 01:00PM ET","SD","Tyrell","Williams","KC",6.53,3.9,0,3.49114636281395,0
"RB","Jhurell Pressley (7147305)","Jhurell Pressley",7147305,3000,"Min@Ten 01:00PM ET","Min","Jhurell","Pressley","Ten",0,0,0,0,0
"WR","Kolby Listenbee (7147632)","Kolby Listenbee",7147632,3000,"Buf@Bal 01:00PM ET","Buf","Kolby","Listenbee","Bal",0,0,0,0,0
"WR","Isaac Fruechte (7147505)","Isaac Fruechte",7147505,3000,"Min@Ten 01:00PM ET","Min","Isaac","Fruechte","Ten",0,0,0,0,0
"WR","KJ Maye (7147718)","KJ Maye",7147718,3000,"NYG@Dal 04:25PM ET","NYG","KJ","Maye","Dal",0,0,0,0,0
"WR","Joe Hansley (7147577)","Joe Hansley",7147577,3000,"Oak@NO 01:00PM ET","Oak","Joe","Hansley","NO",0,0,0,0,0
"WR","Daniel Braverman (7147650)","Daniel Braverman",7147650,3000,"Chi@Hou 01:00PM ET","Chi","Daniel","Braverman","Hou",0,0,0,0,0
"WR","Jordan Williams-Lambert (7147578)","Jordan Williams-Lambert",7147578,3000,"Oak@NO 01:00PM ET","NO","Jordan","Williams-Lambert","Oak",0,0,0,0,0
"WR","Alex Erickson (7147555)","Alex Erickson",7147555,3000,"Cin@NYJ 01:00PM ET","Cin","Alex","Erickson","NYJ",0,0,0,0,0
"RB","Paul Lasike (7147396)","Paul Lasike",7147396,3000,"Chi@Hou 01:00PM ET","Chi","Paul","Lasike","Hou",0,0,0,0,0
"RB","D.J. Foster (7147468)","D.J. Foster",7147468,3000,"NE@Ari 08:30PM ET","NE","D.J.","Foster","Ari",0,0,0,0,0
"RB","Glenn Gronkowski (7147379)","Glenn Gronkowski",7147379,3000,"Buf@Bal 01:00PM ET","Buf","Glenn","Gronkowski","Bal",0,0,0,0,0
"RB","Zac Brooks (7147421)","Zac Brooks",7147421,3000,"Mia@Sea 04:05PM ET","Sea","Zac","Brooks","Mia",0,0,0,0,0
"RB","Marshaun Coprich (7147437)","Marshaun Coprich",7147437,3000,"NYG@Dal 04:25PM ET","NYG","Marshaun","Coprich","Dal",0,0,0,0,0
"RB","Byron Marshall (7147318)","Byron Marshall",7147318,3000,"Cle@Phi 01:00PM ET","Phi","Byron","Marshall","Cle",0,0,0,0,0
"RB","Russell Hansbrough (7147288)","Russell Hansbrough",7147288,3000,"TB@Atl 01:00PM ET","TB","Russell","Hansbrough","Atl",0,0,0,0,0
"WR","Cordarrelle Patterson (7147507)","Cordarrelle Patterson",7147507,3000,"Min@Ten 01:00PM ET","Min","Cordarrelle","Patterson","Ten",0,0,0,0.803026341845009,0
"RB","Trey Williams (7147451)","Trey Williams",7147451,3000,"Det@Ind 04:25PM ET","Ind","Trey","Williams","Det",0,0,0,0,0
"WR","Chris Harper (7147770)","Chris Harper",7147770,3000,"NE@Ari 08:30PM ET","NE","Chris","Harper","Ari",0,0,0,0,0
"WR","Kenny Lawler (7147701)","Kenny Lawler",7147701,3000,"Mia@Sea 04:05PM ET","Sea","Kenny","Lawler","Mia",0,0,0,0,0
"WR","Darius Powe (7147719)","Darius Powe",7147719,3000,"NYG@Dal 04:25PM ET","NYG","Darius","Powe","Dal",0,0,0,0,0
