"Player","Pos","Team","Opp","Def v Pos","VegasPts","Salary","Floor","Ceiling","FPG","FPPM","USG","FGA","MPG","Proj Mins","FC Proj","My Proj","Exposure","Con.","Value","Mins","Score","Val"
"Luc Mbah a Moute","SF/PFSFPF","HOU","vs IND","27th",117.5,3500,3.8,34.7,18.1,0.69,13.6,5.8,26.1,20.7,17.02,17.02,"%",51,4.9,25,10.5,3
"Shabazz Muhammad","SG/SFSGSF","MIN","@ NOP","13th",105.25,3500,0,17.3,7.6,0.67,18.6,4.3,11.4,8.75,6.5,6.5,"%",29,1.9,0,0,NA
"Jodie Meeks","SG","WAS","@ PHI","10th",103.75,3500,2,18.8,10.8,0.66,20.2,6,16.3,16.1,9.18,9.18,"%",56,2.6,26,31,8.9
"Jameer Nelson","PG/SGPGSG","NOP","vs MIN","20th",110.25,3500,4.5,32,18.2,0.73,12.6,5.4,25,21.3,16.29,16.29,"%",57,4.7,26,16.75,4.8
"Isaiah Whitehead","PG/SGPGSG","BKN","@ DAL","24th",102.5,3500,0,35.7,13.2,1.07,28.7,5.8,12.3,10.8,12.56,12.56,"%",12,3.6,11,9.25,2.6
"Guillermo Hernangomez","PF/CPFC","NYK","vs MIA","16th",103.75,3400,0,12,9.9,0.98,25.5,3.8,10.1,0,0,0,"%",39,0,8,22.5,6.6
"Mike Scott","PF","WAS","@ PHI","21st",103.75,3400,1.7,26.2,14.8,0.81,19.5,6.5,18.2,16.2,12.2,12.2,"%",53,3.6,8,2.75,0.8
"Darius Miller","SF","NOP","vs MIN","12th",110.25,3400,5.6,36.7,11.7,0.7,16.2,4.6,16.8,24.76,18.94,18.94,"%",24,5.6,25,17,5
"Andrew Harrison","PG/SGPGSG","MEM","@ SAS","2nd",93.5,3400,4.6,17.8,8.8,0.6,20.4,4.5,14.6,20,10.28,10.28,"%",57,3,24,24,7.1
"Nene Hilario","C","HOU","vs IND","27th",117.5,3400,7.4,32.4,15.1,1.06,21.4,4.4,14.2,14.7,18.11,18.11,"%",53,5.3,10,9.5,2.8
"Jarrett Allen","PF/CPFC","BKN","@ DAL","14th",102.5,3400,3.8,24.1,11.9,0.8,12.6,3.5,14.8,16.49,12.52,12.52,"%",51,3.7,16,15.5,4.6
"Ian Mahinmi","C","WAS","@ PHI","12th",103.75,3400,1.7,19.9,9.3,0.7,14.1,2.5,13.2,14.35,9.47,9.47,"%",44,2.8,25,15.5,4.6
"Anthony Tolliver","SF/PFSFPF","DET","vs PHX","26th",113.25,3400,7.1,26.7,14.1,0.81,16.1,5,17.4,18.28,15.48,15.48,"%",60,4.6,15,16.25,4.8
"Andre Roberson","SG/SFSGSF","OKC","@ ORL","21st",109.25,3400,10.4,30.6,13.3,0.56,10.2,3.9,23.6,30.36,19.01,19.01,"%",57,5.6,30,24.75,7.3
"Jakob Poeltl","PF/CPFC","TOR","vs CHA","11th",105.75,3400,0,30.8,15,1.05,19.6,4.3,14.3,13.51,12.06,12.06,"%",37,3.5,17,10,2.9
"Tyler Zeller","C","BKN","@ DAL","14th",102.5,3400,5.9,27.7,14.9,0.87,19.9,5.5,17.1,18.37,15.21,15.21,"%",58,4.5,21,26.25,7.7
"Fred VanVleet","PG","TOR","vs CHA","19th",105.75,3400,7.4,34.4,13.4,0.88,19.1,5.4,15.2,20.8,18.99,18.99,"%",43,5.6,18,23.75,7
"Jarell Martin","PF/CPFC","MEM","@ SAS","6th",93.5,3400,0,20.9,12.3,0.71,15.2,4.5,17.4,11.27,6.89,6.89,"%",43,2,19,9.5,2.8
"Amir Johnson","PF/CPFC","PHI","vs WAS","22nd",109.75,3400,4.2,34.5,15.6,1.06,14.2,3.9,14.7,13.45,17.2,17.2,"%",44,5.1,13,12.5,3.7
"Jared Dudley","PF","PHX","@ DET","21st",102.25,3400,0,28.3,11.9,0.92,11.5,2.4,13,8.45,7.14,7.14,"%",11,2.1,21,12.5,3.7
"Lucas Nogueira","C","TOR","vs CHA","11th",105.75,3400,0,29.8,11.5,0.97,12.5,2.8,11.8,6.72,5.9,5.9,"%",0,1.7,8,6.75,2
"Jerryd Bayless","PG/SGPGSG","PHI","vs WAS","9th",109.75,3400,1,27.9,17.1,0.62,14.5,7.5,27.5,21.3,12.55,12.55,"%",55,3.7,25,20.75,6.1
"Dragan Bender","PF/CPFC","PHX","@ DET","11th",102.25,3400,3,25.1,13.6,0.64,12.7,5,21.1,20.21,12.47,12.47,"%",54,3.7,17,10.5,3.1
"Alex Abrines","SG/SFSGSF","OKC","@ ORL","21st",109.25,3300,0,15,7.7,0.52,14.5,3.7,14.8,7.63,4.29,4.29,"%",30,1.3,0,0,NA
"Luke Kennard","SG","DET","vs PHX","23rd",113.25,3300,0.9,25.9,10.7,0.72,18.5,5.5,14.9,15.1,11.6,11.6,"%",33,3.5,26,27.5,8.3
"Troy Daniels","SG","PHX","@ DET","13th",102.25,3300,0,19.1,9.5,0.64,16.9,5.2,14.8,5.7,3.79,3.79,"%",19,1.1,15,3,0.9
"Doug McDermott","SF/PFSFPF","NYK","vs MIA","26th",103.75,3300,6,26.2,14,0.64,14.8,6.5,22,21.79,14.64,14.64,"%",59,4.4,29,17.5,5.3
"Dwayne Bacon","SG/SFSGSF","CHA","@ TOR","6th",98.75,3300,0,21,11.9,0.62,13.2,5.2,19.3,11.61,6.73,6.73,"%",40,2,5,1.25,0.4
"Dakari Johnson","C","OKC","@ ORL","23rd",109.25,3300,0,12.6,6.1,0.92,19.2,1.7,6.6,1.37,1.24,1.24,"%",7,0.4,6,3.25,1
"Ian Clark","PG/SGPGSG","NOP","vs MIN","5th",110.25,3300,0,17.4,10.4,0.65,18.7,5.3,15.9,6.21,3.77,3.77,"%",35,1.1,2,3.5,1.1
"Dante Cunningham","SF/PFSFPF","NOP","vs MIN","12th",110.25,3300,0.6,20.2,12.6,0.54,10.8,5.1,23.3,17.76,8.95,8.95,"%",56,2.7,17,10.5,3.2
"Quincy Acy","PF/CPFC","BKN","@ DAL","24th",102.5,3300,5.9,19.9,13.1,0.74,15.8,4.9,17.7,15.06,11.9,11.9,"%",69,3.6,20,13.75,4.2
"Raymond Felton","PG/SGPGSG","OKC","@ ORL","29th",109.25,3300,7,26.5,14.7,0.86,17.8,6.3,17.1,16.61,15.35,15.35,"%",62,4.7,16,12.5,3.8
"Nick Young","SG","GSW","@ LAL","15th",120,3300,0,29.4,11.2,0.87,21.2,5.3,12.9,13,10.48,10.48,"%",16,3.2,13,11.5,3.5
"Jordan Bell","PF/CPFC","GSW","@ LAL","16th",120,3200,1,30,10.8,1.24,12.7,2.2,8.7,10.5,13.43,13.43,"%",23,4.2,12,15.5,4.8
"Maxi Kleber","PF","DAL","vs BKN","12th",107.5,3200,1.1,19.1,8.1,0.61,13.2,3.1,13.2,14.55,8.79,8.79,"%",37,2.7,22,27.25,8.5
"Deyonta Davis","PF/CPFC","MEM","@ SAS","15th",93.5,3200,4.1,29.6,10.5,0.95,16.3,2.6,11,14.84,15.03,15.03,"%",31,4.7,12,4.5,1.4
"Lance Thomas","SF/PFSFPF","NYK","vs MIA","26th",103.75,3200,0,15.6,7.4,0.54,13.3,3.4,13.6,10.36,6.67,6.67,"%",40,2.1,21,16,5
"Damyean Dotson","SG","NYK","vs MIA","26th",103.75,3200,0,14.9,4.8,0.7,16.7,2.4,6.9,4.04,3.17,3.17,"%",0,1,5,5.5,1.7
"Bismack Biyombo","PF/CPFC","ORL","vs OKC","2nd",103.25,3200,3.3,23.1,12.6,0.83,14.5,3.3,15.1,15.25,11.76,11.76,"%",55,3.7,17,15,4.7
"Timothe Luwawu-Cabarrot","SG/SFSGSF","PHI","vs WAS","12th",109.75,3200,6.4,22.7,11.6,0.73,21.2,6.1,15.9,18.08,13.36,13.36,"%",60,4.2,15,8.25,2.6
"Patrick Patterson","PF/CPFC","OKC","@ ORL","20th",109.25,3100,0,13.1,6.9,0.51,10.8,2.7,13.6,9.82,5.08,5.08,"%",42,1.6,7,0,NA
"Tomas Satoransky","PG/SGPGSG","WAS","@ PHI","10th",103.75,3100,2.1,26.6,9.2,0.79,17.4,2.8,11.6,19.2,12.61,12.61,"%",24,4.1,28,26.5,8.5
"Zaza Pachulia","C","GSW","@ LAL","20th",120,3100,7.9,27.7,14.4,1.02,17,3.7,14.1,15.57,16.4,16.4,"%",61,5.3,14,23,7.4
"Ramon Sessions","PG","NYK","vs MIA","4th",103.75,3100,0,28.5,12.5,0.84,24.1,4.3,14.9,15,11.63,11.63,"%",32,3.8,24,18,5.8
"Marreese Speights","PF/CPFC","ORL","vs OKC","4th",103.25,3100,4.7,32.1,14,1.21,30.9,6.8,11.6,13.82,16.4,16.4,"%",44,5.3,0,0,NA
"Salah Mejri","C","DAL","vs BKN","30th",107.5,3100,4.2,37,14.7,1.15,11.1,2.1,12.8,14.12,18.24,18.24,"%",36,5.9,6,2.5,0.8
"JaVale McGee","C","GSW","@ LAL","20th",120,3000,1.1,19.9,9.1,1.2,18.7,2.7,7.6,7.54,9.16,9.16,"%",41,3.1,0,0,NA
"Ron Baker","PG/SGPGSG","NYK","vs MIA","18th",103.75,3000,0,14.1,12,0.78,16.7,2.3,15.3,5,3.66,3.66,"%",57,1.2,8,12.5,4.2
"Tony Allen","SG/SFSGSF","NOP","vs MIN","5th",110.25,3000,0,18.5,9.8,0.75,20.1,4.5,13,10.9,7.91,7.91,"%",46,2.6,15,13.25,4.4
"Jordan Mickey","PF/CPFC","MIA","@ NYK","25th",102.75,3000,0,8.4,11.1,1.11,22.1,3.3,10,0,0,0,"%",62,0,5,4.5,1.5
"Aaron Brooks","PG/SGPGSG","MIN","@ NOP","23rd",105.25,3000,0,4.8,4,0.75,29.3,1.9,5.3,0,0,0,"%",40,0,7,7.75,2.6
"Boban Marjanovic","C","DET","vs PHX","22nd",113.25,3000,0,12.5,10.3,1.72,36.6,3.5,6,0,0,0,"%",0,0,5,4.75,1.6
"Chris McCullough","PF/CPFC","WAS","@ PHI","21st",103.75,3000,0,4.4,6.4,1.28,23.9,2.3,5,0,0,0,"%",66,0,17,12.5,4.2
"Arron Afflalo","SG/SFSGSF","ORL","vs OKC","16th",103.25,3000,0,17.9,5.3,0.5,9.5,2.1,10.5,9.21,4.95,4.95,"%",0,1.7,16,2.75,0.9
"Joffrey Lauvergne","PF/CPFC","SAS","vs MEM","9th",101.5,3000,0,17.5,8.6,0.88,17,3.4,9.8,7.85,6.73,6.73,"%",37,2.2,0,0,NA
"Mario Hezonja","PG/SFPGSF","ORL","vs OKC","16th",103.25,3000,0,11.9,6.9,0.72,18.3,2.9,9.6,0,0,0,"%",14,0,4,4,1.3
"Josh Huestis","SF/PFSFPF","OKC","@ ORL","23rd",109.25,3000,1.1,16.8,6.5,0.6,16.1,2.5,10.9,11.89,7.79,7.79,"%",31,2.6,0,0,NA
"Corey Brewer","SG/SFSGSF","LAL","vs GSW","30th",108,3000,0.5,20.1,8.1,0.67,13.9,2.6,12.1,8.82,8.92,8.92,"%",31,3,12,3.5,1.2
"Langston Galloway","PG/SGPGSG","DET","vs PHX","28th",113.25,3000,4.4,26,11,0.83,18.7,4.9,13.3,14.98,13.68,13.68,"%",44,4.6,19,18.5,6.2
"Johnny O'Bryant","PF/CPFC","CHA","@ TOR","14th",98.75,3000,0,13.5,10.2,1.02,26.2,4.6,10,0,0,0,"%",34,0,1,4,1.3
"Henry Ellenson","PF/CPFC","DET","vs PHX","26th",113.25,3000,0,17,11.7,0.95,22.8,6,12.3,0,0,0,"%",27,0,5,8,2.7
"Eric Moreland","PF/CPFC","DET","vs PHX","26th",113.25,3000,0,16.3,7.6,0.77,6.6,1,9.9,5,4,4,"%",19,1.3,14,19.5,6.5
"Davis Bertans","SF/PFSFPF","SAS","vs MEM","17th",101.5,3000,0,16.8,5.7,0.85,22.3,2.1,6.7,6.31,4.89,4.89,"%",0,1.6,0,0,NA
"Joseph Young","PG/SGPGSG","IND","@ HOU","5th",106.5,3000,0,6.3,4.8,0.92,33,2.6,5.2,0,0,0,"%",35,0,4,4,1.3
"Josh Hart","PG/SGPGSG","LAL","vs GSW","17th",108,3000,1.2,20.2,7.8,0.58,10.2,2.7,13.5,15.4,9.3,9.3,"%",30,3.1,12,9.25,3.1
"Andrew Bogut","C","LAL","vs GSW","10th",108,3000,0,18.9,7.4,0.99,9.4,0.9,7.5,6.4,5.49,5.49,"%",10,1.8,5,6,2
"Kevon Looney","SF/PFSFPF","GSW","@ LAL","16th",120,3000,0.4,22,10.5,0.95,13.3,2.4,11.1,9.82,9.64,9.64,"%",41,3.2,12,11,3.7
"Briante Weber","PG","HOU","vs IND","17th",117.5,3000,0,1,0.5,0.11,2.7,0,4.5,0,0,0,"%",0,0,2,4.5,1.5
