"Rank","TRank","Price","Ratio","Value","Name","Team","Game","Pos","Order","R","HR","RBI","SB","AB","1B","2B","3B","BB","HBP","CS","W","SO","IP","CG","SHO","ER","H","BB__1","HBP__1"
155,110,3100,16.1290322580645,5,"Brandon Phillips","ATL",NA,"2B",6,0,0,0,0,4,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,111,3000,16.6666666666667,5,"Mike Zunino","SEA",NA,"C",7,0,0,0,0,6,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,112,2700,18.5185185185185,5,"Chris Iannetta","ARI",NA,"C",7,1,0,0,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,113,3500,14.2857142857143,5,"Brett Gardner","NYY",NA,"OF",1,0,0,0,0,3,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,114,3000,16.6666666666667,5,"Tyler Moore","MIA",NA,"1B/OF",9,0,0,0,0,1,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,115,3500,14.2857142857143,5,"Josh Reddick","HOU",NA,"OF",8,0,0,0,0,6,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,116,4500,11.1111111111111,5,"Devon Travis","TOR",NA,"2B",1,0,0,1,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,46,4100,11.9512195121951,4.9,"Matt Belisle","MIN",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0.666666666666667,0,0,0,0,1,0
163,47,4000,11.75,4.7,"Carlos Torres","MIL",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,0,0,0,0,3,0
164,48,4100,11.4634146341463,4.7,"Daniel Coulombe","OAK",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,0,0,0,3,0,0
165,49,4200,10.1190476190476,4.25,"Josh Edgin","NYM",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0
166,50,4000,10.625,4.25,"Felipe Rivero","PIT",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0
167,51,4000,10.625,4.25,"Matt Barnes","BOS",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0
168,52,4200,10.1190476190476,4.25,"Addison Reed","NYM",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0
169,53,4000,10.625,4.25,"Bryan Shaw","CLE",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0
170,54,4000,10.625,4.25,"Fernando Rodney","ARI",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0
171,55,4400,9.65909090909091,4.25,"Ian Krol","ATL",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0
172,56,4200,10.1190476190476,4.25,"Kenley Jansen","LAD",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,0,0
173,57,4100,10.2439024390244,4.2,"Frankie Montas","OAK",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2.66666666666667,0,0,0,2,0,1
174,117,4500,8.88888888888889,4,"DJ LeMahieu","COL",NA,"2B",2,0,0,0,0,2,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,118,3200,12.5,4,"Chris Young","BOS",NA,"OF",6,0,0,0,0,3,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
176,119,3400,11.7647058823529,4,"Ender Inciarte","ATL",NA,"OF",1,1,0,0,0,5,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
177,120,3900,10.2564102564103,4,"Carlos Gomez","TEX",NA,"OF",6,0,0,0,0,2,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,121,3000,13.3333333333333,4,"Yunel Escobar","LAA",NA,"3B",1,1,0,0,0,4,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
179,122,5100,7.84313725490196,4,"Charlie Blackmon","COL",NA,"OF",1,0,0,0,0,3,0,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,123,3100,12.9032258064516,4,"Derek Dietrich","MIA",NA,"3B",7,0,0,0,0,2,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
181,124,3600,11.1111111111111,4,"Joey Gallo","TEX",NA,"1B/3B",8,1,0,0,0,3,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
182,125,2700,14.8148148148148,4,"Aaron Hill","SF",NA,"2B/3B",7,0,0,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
183,126,3500,11.4285714285714,4,"Abraham Almonte","CLE",NA,"OF",9,1,0,0,0,3,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,127,3700,10.8108108108108,4,"Pablo Sandoval","BOS",NA,"3B",8,1,0,0,0,4,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
185,58,4000,9.125,3.65,"AJ Ramos","MIA",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,1,0,0
186,59,4000,9.125,3.65,"Tony Barnette","TEX",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,1,0,0
187,60,4000,9.125,3.65,"Corey Knebel","MIL",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,0,1,0
188,61,4000,9.125,3.65,"Kyle Barraclough","MIA",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,1,0,0
189,62,4300,8.13953488372093,3.5,"Casey Fien","PHI",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.666666666666667,0,0,0,0,0,0
190,63,4000,8.75,3.5,"Nick Wittgren","MIA",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,2,0,0,1,3,2,0
191,64,4100,8.53658536585366,3.5,"Taylor Rogers","MIN",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.666666666666667,0,0,0,0,0,0
192,65,4400,7.95454545454546,3.5,"Ryan Buchter","SD",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.666666666666667,0,0,0,0,0,0
193,66,4100,8.53658536585366,3.5,"Michael Feliz","HOU",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.666666666666667,0,0,0,0,0,0
194,67,0,0,3.5,"Jose Alvarez","LAA",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.666666666666667,0,0,0,0,0,0
195,68,4200,8.33333333333333,3.5,"Jerry Blevins","NYM",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.666666666666667,0,0,0,0,0,0
196,69,4000,8.75,3.5,"Dustin McGowan","MIA",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.666666666666667,0,0,0,0,0,0
197,70,4300,7.67441860465116,3.3,"Nick Vincent","SEA",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,0,0,2,0,0
198,71,4200,7.26190476190476,3.05,"Fernando Salas","NYM",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,1,1,0
199,72,4000,7.625,3.05,"Blake Treinen","OAK",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1,0,0,1,2,0,0
200,128,4400,6.81818181818182,3,"Gary Sanchez","NYY",NA,"C",2,0,0,0,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
201,129,5100,5.88235294117647,3,"Manny Machado","BAL",NA,"3B",3,0,0,0,0,3,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
202,130,2400,12.5,3,"Matt Joyce","OAK",NA,"OF",1,0,0,0,0,2,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
203,131,5000,6,3,"Jose Bautista","TOR",NA,"OF",3,0,0,0,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
204,132,3000,10,3,"Marwin Gonzalez","HOU",NA,"3B/OF",9,0,0,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
205,133,4000,7.5,3,"Gerardo Parra","COL",NA,"OF",6,0,0,0,0,2,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
206,134,3900,7.69230769230769,3,"Kevin Pillar","TOR",NA,"OF",9,0,0,0,0,3,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
207,135,4500,6.66666666666667,3,"Maikel Franco","PHI",NA,"3B",4,0,0,0,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,136,4300,6.97674418604651,3,"Eric Hosmer","KC",NA,"1B",4,0,0,0,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
209,137,3400,8.82352941176471,3,"Cameron Rupp","PHI",NA,"C",7,0,0,0,0,3,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
210,138,5000,6,3,"Nolan Arenado","COL",NA,"3B",4,0,0,0,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
211,139,3700,8.10810810810811,3,"Welington Castillo","BAL",NA,"C",7,0,0,0,0,3,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,140,3100,9.67741935483871,3,"Francisco Cervelli","PIT",NA,"C",6,0,0,0,0,5,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,141,2800,10.7142857142857,3,"Yonder Alonso","OAK",NA,"1B",7,0,0,0,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,142,4000,7.5,3,"Andrew Benintendi","BOS",NA,"OF",2,0,0,0,0,5,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
215,143,3600,8.33333333333333,3,"Byron Buxton","MIN",NA,"OF",3,0,0,0,0,5,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,144,4700,6.38297872340426,3,"Starling Marte","PIT",NA,"OF",2,0,0,0,0,5,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
217,145,3700,8.10810810810811,3,"Aaron Altherr","PHI",NA,"OF",6,0,0,0,0,3,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,146,3000,10,3,"Travis d'Arnaud","NYM",NA,"C",8,0,0,0,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,147,4300,6.97674418604651,3,"Kendrys Morales","TOR",NA,"1B",4,0,0,0,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
220,148,3500,8.57142857142857,3,"Mike Moustakas","KC",NA,"3B",2,0,0,0,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,149,3700,8.10810810810811,3,"Josh Harrison","PIT",NA,"2B/3B",7,0,0,0,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,150,2600,11.5384615384615,3,"Adeiny Hechavarria","TB",NA,"SS",8,0,0,0,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,151,3600,8.33333333333333,3,"Matt Holliday","NYY",NA,"1B",4,0,0,0,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,152,3400,8.82352941176471,3,"Trevor Plouffe","TB",NA,"3B",6,0,0,0,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
225,153,3000,10,3,"Dansby Swanson","ATL",NA,"SS",2,0,0,0,0,6,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,154,3300,9.09090909090909,3,"Marcus Semien","OAK",NA,"SS",8,0,0,0,0,3,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,155,3100,9.67741935483871,3,"Adam Frazier","PIT",NA,"OF",9,0,0,0,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,156,5100,5.88235294117647,3,"Josh Donaldson","TOR",NA,"3B",2,0,0,0,0,4,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,73,4000,7.25,2.9,"Joe Blanton","WAS",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.666666666666667,0,0,0,1,0,0
230,74,4100,6.70731707317073,2.75,"Jumbo Diaz","TB",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.333333333333333,0,0,0,0,0,0
231,75,4200,6.54761904761905,2.75,"Josh Smoker","NYM",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.333333333333333,0,0,0,0,0,0
232,76,4000,6.875,2.75,"Neftali Feliz","KC",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.333333333333333,0,0,0,0,0,0
233,77,4000,6.875,2.75,"Robby Scott","BOS",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.333333333333333,0,0,0,0,0,0
234,78,4400,6.25,2.75,"Miguel Diaz","SD",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.333333333333333,0,0,0,0,0,0
235,79,4000,6.75,2.7,"Jordan Lyles","COL",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,2,0,0,2,3,0,0
236,80,4000,6.125,2.45,"Zach Britton","BAL",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,2,1,0
237,81,4000,6.125,2.45,"Tony Watson","PIT",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,0,2,1,0
238,82,4300,5.34883720930233,2.3,"Dan Altavilla","SEA",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.666666666666667,0,0,0,2,0,0
239,83,4000,5.625,2.25,"Craig Kimbrel","BOS",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0
240,84,4100,5.48780487804878,2.25,"Justin Haley","MIN",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0
241,85,4000,5.625,2.25,"Daniel Hudson","PIT",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0
242,86,5900,3.8135593220339,2.25,"Tyler Duffey","MIN",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0
243,87,4000,5.625,2.25,"Zach McAllister","CLE",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0
244,88,0,0,2.25,"Ryan Tepera","TOR",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0
245,89,4000,5.375,2.15,"Andrew Chafin","ARI",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0.333333333333333,0,0,0,0,1,0
246,157,3700,5.40540540540541,2,"Asdrubal Cabrera","NYM",NA,"2B/SS",2,0,0,0,0,4,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,158,3400,5.88235294117647,2,"Brandon Guyer","CLE",NA,"OF",3,0,0,0,0,2,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
248,159,2600,7.69230769230769,2,"Stephen Cardullo","COL",NA,"OF",8,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
249,160,3000,6.66666666666667,2,"Andrew Toles","LAD",NA,"OF",1,0,0,0,0,2,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,161,2800,7.14285714285714,2,"Stephen Drew","WAS",NA,"SS/3B",9,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,162,4800,4.16666666666667,2,"Edwin Encarnacion","CLE",NA,"1B",4,0,0,0,0,4,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,163,3600,5.55555555555556,2,"Cheslor Cuthbert","KC",NA,"3B",7,0,0,0,0,2,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,164,4400,4.54545454545455,2,"Robinson Cano","SEA",NA,"2B",3,0,0,0,0,5,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,165,3600,5.55555555555556,2,"Howie Kendrick","PHI",NA,"2B/OF",2,0,0,0,0,3,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
255,166,2700,7.40740740740741,2,"Travis Jankowski","SD",NA,"OF",9,0,0,0,0,2,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
256,167,3700,5.40540540540541,2,"Salvador Perez","KC",NA,"C",5,0,0,0,0,3,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
257,168,2500,8,2,"Chase d'Arnaud","SD",NA,"SS",8,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,169,3100,6.45161290322581,2,"Manuel Margot","SD",NA,"OF",1,0,0,0,0,3,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
259,170,3200,6.25,2,"Chris Herrmann","ARI",NA,"C/OF",5,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,171,3700,5.40540540540541,2,"Robbie Grossman","MIN",NA,"OF",9,0,0,0,0,3,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,172,2400,8.33333333333333,2,"Austin Hedges","SD",NA,"C",6,0,0,0,0,2,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,173,3600,5.55555555555556,2,"Lucas Duda","NYM",NA,"1B",7,0,0,0,0,4,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
263,174,4100,4.8780487804878,2,"Freddie Freeman","ATL",NA,"1B/3B",3,0,0,0,0,5,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
264,175,3700,5.40540540540541,2,"Joc Pederson","LAD",NA,"OF",6,0,0,0,0,3,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
265,176,4000,5,2,"Evan Longoria","TB",NA,"3B",3,0,0,0,0,3,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,177,2100,9.52380952380952,2,"Erick Aybar","SD",NA,"SS",7,0,0,0,0,2,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
267,178,3200,6.25,2,"Justin Bour","MIA",NA,"1B",5,0,0,0,0,3,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,179,3500,5.71428571428571,2,"Dustin Garneau","COL",NA,"C",9,0,0,0,0,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,180,4200,4.76190476190476,2,"Russell Martin","TOR",NA,"C",6,0,0,0,0,3,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
270,90,7800,2.24358974358974,1.75,"Jharel Cotton","OAK",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4.33333333333333,0,0,5,8,2,0
271,91,4400,3.75,1.65,"Arodys Vizcaino","ATL",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,0,0
272,92,4300,3.83720930232558,1.65,"Tom Layne","NYY",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0
273,93,4200,3.92857142857143,1.65,"Sergio Romo","LAD",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,0,0
274,94,5500,3,1.65,"Yusmeiro Petit","LAA",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,0,0
275,95,5200,3.17307692307692,1.65,"Mike Minor","KC",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0
276,96,4100,4.02439024390244,1.65,"Will Harris","HOU",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,0,0
277,97,4300,3.83720930232558,1.65,"Chasen Shreve","NYY",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,1,0
278,98,4000,4.125,1.65,"George Kontos","SF",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,0,0
279,99,4000,3.75,1.5,"Jeremy Jeffress","TEX",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.666666666666667,0,0,0,0,0,0
280,100,4400,2.38636363636364,1.05,"Chris Young","KC",NA,"SP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,2,0,0
281,101,0,0,1.05,"Alex Colome","TB",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,2,0,0
282,181,4300,2.32558139534884,1,"Rougned Odor","TEX",NA,"2B",5,0,0,0,0,4,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
283,182,3400,2.94117647058824,1,"Kevin Kiermaier","TB",NA,"OF",2,0,0,0,0,4,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
284,102,4000,2.25,0.9,"Heath Hembree","BOS",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.666666666666667,0,0,0,1,0,0
285,103,4000,1.875,0.75,"Tom Wilhelmsen","MIL",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.333333333333333,0,0,0,0,0,0
286,104,0,0,0.75,"Oliver Perez","WAS",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.333333333333333,0,0,0,0,0,0
287,105,4000,1.875,0.75,"Joely Rodriguez","TEX",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.333333333333333,0,0,0,0,0,0
288,106,4300,1.74418604651163,0.75,"Marc Rzepczynski","SEA",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.333333333333333,0,0,0,0,0,0
289,107,4000,1.125,0.45,"Dan Otero","CLE",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,1,2,1,0
290,108,4100,0.365853658536585,0.15,"Tony Sipp","HOU",NA,"RP",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.333333333333333,0,0,0,0,1,0
291,183,3100,0,0,"Tony Wolters","COL",NA,"C",8,0,0,0,0,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
292,184,2600,0,0,"Emilio Bonifacio","ATL",NA,"OF",9,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
293,185,2700,0,0,"Conor Gillaspie","SF",NA,"3B",7,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
294,186,3300,0,0,"Trey Mancini","BAL",NA,"1B/OF",6,0,0,0,0,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
295,187,2700,0,0,"Scott Van Slyke","LAD",NA,"1B/OF",1,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
296,188,2800,0,0,"Gorkys Hernandez","SF",NA,"OF",1,0,0,0,0,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
297,189,3200,0,0,"Wilmer Flores","NYM",NA,"1B/3B",9,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
298,190,2900,0,0,"Ryan Rua","TEX",NA,"1B/OF",2,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
299,191,2200,0,0,"Anthony Recker","ATL",NA,"C",8,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
300,192,4000,0,0,"Alex Gordon","KC",NA,"OF",1,0,0,0,0,3,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
301,193,2600,0,0,"Daniel Descalso","ARI",NA,"2B/OF",9,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
302,194,4500,0,0,"Xander Bogaerts","BOS",NA,"SS",3,0,0,0,0,5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
303,195,3200,0,0,"Adam Lind","WAS",NA,"1B",9,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
304,196,2400,0,0,"Chris Gimenez","MIN",NA,"C",4,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
305,197,3600,0,0,"Alcides Escobar","KC",NA,"SS",8,0,0,0,0,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
306,198,3900,0,0,"Anthony Rendon","WAS",NA,"3B",6,0,0,0,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
307,199,3600,0,0,"Yasmani Grandal","LAD",NA,"C",7,0,0,0,0,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
308,200,3100,0,0,"Kirk Nieuwenhuis","MIL",NA,"OF",6,0,0,0,0,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
309,201,2800,0,0,"Craig Gentry","BAL",NA,"OF",6,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
