Player Name,Likes,Inj,Pos,Salary,Team,Opp,RS,Pitcher Name,Pitcher wOBA,Pitcher wOBA Diff,Pitcher Handedness,Hitter Handedness,Hitter wOBA,Hitter wOBA Diff,Hitter ISO,Hitter ISO Diff,Batting Order (Confirmed),Batting Order (Projected),Batting Order Diff,Park Factor,Temperature Factor,Wind Factor,L10 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Abraham Almonte,,,OF,3500,CLE,@TEX,,Darvish,0.297,-5%,R,S,0.295,2%,0.147,13,9,x,0,1%,-2%,0%,0,0,0,0,0,0,0,0,0
Bobby Bradley,,,1B,3500,CLE,@TEX,,Darvish,,%,R,,,%,,,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Jay Bruce,10,,OF,3400,NYM,ATL,,Teheran,0.342,5%,R,L,0.326,4%,0.222,7,6,4,0,-2%,-4%,3%,0,0,0,0,0,7.5,2.2,0,0
Ender Inciarte,3,,OF,3400,ATL,@NYM,,Syndergaard,0.303,-4%,R,L,0.329,4%,0.108,16,1,1,0,-5%,-3%,2%,0,0,0,0,0,7.1,2.1,0,0
Martin Prado,,,2B/3B,3400,MIA,@WAS,,Strasburg,0.301,-4%,R,R,0.302,-9%,0.103,-16,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Whit Merrifield,,,2B/OF,3400,KC,@MIN,,Santana,0.297,-5%,R,R,0.286,-5%,0.098,-10,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Zack Cozart,2,,SS,3400,CIN,PHI,,Hellickson,0.323,1%,R,R,0.281,-3%,0.123,-12,7,7,0,0%,-2%,-2%,0,0,0,0,0,5.8,1.7,0,0
Eddie Rosario,,,OF,3400,MIN,KC,,Duffy,0.222,-19%,L,L,0.312,-4%,0.137,-22,9,8,0,0%,-6%,0%,0,0,0,0,0,4.6,1.4,0,0
Yasmani Grandal,18,,C,3400,LAD,SD,,Chacin,0.328,2%,R,S,0.342,2%,0.222,13,7,5,0,-2%,-1%,0%,0,0,0,0,0,7.1,2.1,0,0
Byron Buxton,2,,OF,3400,MIN,KC,,Duffy,0.323,1%,L,R,0.262,-1%,0.161,3,3,7,0,2%,-6%,0%,0,0,0,0,0,7.3,2.1,0,0
Ryan Zimmerman,2,,1B/3B,3400,WAS,MIA,,Volquez,0.311,-2%,R,R,0.295,-7%,0.158,-14,5,7,0,0%,-3%,0%,0,0,0,0,0,6.6,1.9,0,0
Orlando Arcia,2,,SS,3400,MIL,COL,,Gray,0.331,2%,R,R,0.243,-7%,0.129,-3,8,7,0,-2%,-8%,-1%,0,0,0,0,0,5.2,1.5,0,0
Tyler Saladino,,,3B/SS,3400,CWS,DET,,TBA,,%,,R,,%,,,x,1,-,0%,-6%,0%,0,0,0,0,0,0,0,0,0
Lucas Duda,6,,1B,3400,NYM,ATL,,Teheran,0.342,5%,R,L,0.368,6%,0.246,12,7,7,0,-2%,-4%,3%,0,0,0,0,0,7.8,2.3,0,0
Hyun-Soo Kim,3,,1B/OF,3400,BAL,TOR,,Estrada,0.284,-8%,R,L,0.367,4%,0.125,-3,7,1,0,2%,-4%,1%,0,0,0,0,0,6.6,1.9,0,0
Josh Bell,8,,OF,3400,PIT,@BOS,,Porcello,0.319,0%,R,S,0.356,3%,0.156,5,7,2,0,10%,-5%,0%,0,0,0,0,0,7.6,2.2,0,0
Michael Conforto,1,,OF,3400,NYM,ATL,,Teheran,0.342,5%,R,L,0.353,7%,0.238,13,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Dustin Garneau,,,C,3400,COL,@MIL,,Guerra,0.288,-8%,R,R,0.255,-4%,0.161,3,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Justin Smoak,1,,1B,3400,TOR,@BAL,,Gausman,0.298,-5%,R,S,0.313,5%,0.2,16,x,7,-,5%,-4%,1%,0,0,0,0,0,0,0,0,0
Peter O'Brien,,,OF,3400,KC,@MIN,,Santana,0.297,-5%,R,R,0.199,-5%,0.143,1,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Andre Ethier,,,OF,3400,LAD,SD,,Chacin,0.328,2%,R,L,0.351,7%,0.175,14,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Dalton Pompey,1,,OF,3400,TOR,@BAL,,Gausman,0.298,-5%,R,S,0.304,1%,0.198,10,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Rowdy Tellez,,,1B,3400,TOR,@BAL,,Gausman,,%,R,,,%,,,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Cameron Maybin,,,OF,3400,LAA,@OAK,,Graveman,0.319,0%,R,R,0.316,1%,0.093,-8,6,x,0,0%,-1%,0%,0,0,0,0,0,0,0,0,0
C.J. Cron,2,,1B,3400,LAA,@OAK,,Graveman,0.319,0%,R,R,0.339,4%,0.199,7,5,5,0,-2%,-2%,0%,0,0,0,0,0,7.6,2.2,0,0
Trevor Plouffe,,,3B,3400,OAK,LAA,,Nolasco,0.346,6%,R,R,0.316,-3%,0.172,-1,7,7,0,-2%,-2%,0%,0,0,0,0,0,6.4,1.9,0,0
Nori Aoki,1,,OF,3400,HOU,SEA,,Hernandez,0.283,-8%,R,L,0.319,-2%,0.104,20,9,9,0,-1%,1%,0%,0,0,0,0,0,5.5,1.6,0,0
Brandon Guyer,,,OF,3400,CLE,@TEX,,Darvish,0.278,-9%,R,R,0.292,-14%,0.104,-25,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Jurickson Profar,,,2B/3B,3400,TEX,CLE,,Kluber,0.309,-2%,R,S,0.322,6%,0.129,16,9,9,0,2%,-2%,0%,0,0,0,0,0,6.2,1.8,0,0
Bradley Zimmer,,,OF,3400,CLE,@TEX,,Darvish,0.297,-5%,R,L,,2%,,6,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Greg Allen,,,OF,3400,CLE,@TEX,,Darvish,0.297,-5%,R,S,,2%,,6,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Trey Mancini,,,1B,3300,BAL,TOR,,Estrada,0.304,-3%,R,R,,-1%,,2,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Cameron Rupp,3,,C,3300,PHI,@CIN,,Feldman,0.327,2%,R,R,0.282,-6%,0.14,-14,7,8,0,1%,-3%,-2%,0,0,0,0,0,5.9,1.8,0,0
Jorge Polanco,8,,2B/3B,3300,MIN,KC,,Duffy,0.323,1%,L,S,0.369,5%,0.197,12,7,2,0,2%,-5%,0%,0,0,0,0,0,6.7,2,0,0
Salvador Perez,4,,C,3300,KC,@MIN,,Santana,0.297,-5%,R,R,0.314,2%,0.17,1,5,5,0,5%,-7%,0%,0,0,0,0,0,6.8,2.1,0,0
Chase Utley,2,,2B,3300,LAD,SD,,Chacin,0.328,2%,R,L,0.32,3%,0.147,3,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Tom Murphy,1,,C,3300,COL,@MIL,,Guerra,0.288,-8%,R,R,0.505,4%,0.5,19,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Avisail Garcia,,,OF,3300,CWS,DET,,TBA,,%,,R,,%,,,x,7,-,0%,-8%,0%,0,0,0,0,0,0,0,0,0
Jordy Mercer,1,,SS,3300,PIT,@BOS,,Porcello,0.304,-3%,R,R,0.276,-8%,0.103,-14,9,8,0,11%,-5%,0%,0,0,0,0,0,5.5,1.7,0,0
Francisco Cervelli,1,,C,3300,PIT,@BOS,,Porcello,0.304,-3%,R,R,0.326,-3%,0.085,-9,6,7,0,9%,-4%,0%,0,0,0,0,0,6.3,1.9,0,0
David Freese,1,,1B/3B,3300,PIT,@BOS,,Porcello,0.304,-3%,R,R,0.312,-5%,0.128,-12,5,6,0,13%,-6%,0%,0,0,0,0,0,6.7,2,0,0
Mitch Moreland,6,,1B,3300,BOS,PIT,,Cole,0.304,-3%,R,L,0.328,3%,0.192,6,5,8,0,3%,-6%,0%,0,0,0,0,0,7,2.1,0,0
Franklin Gutierrez,,,OF,3300,LAD,SD,,Chacin,0.318,0%,R,R,0.31,-5%,0.256,2,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Adam Frazier,3,,2B/OF,3300,PIT,@BOS,,Porcello,0.319,0%,R,L,0.329,2%,0.131,1,1,x,0,14%,-4%,0%,0,0,0,0,0,0,0,0,0
Arismendy Alcantara,,,2B/SS,3300,CIN,PHI,,Hellickson,0.326,1%,R,S,0.238,-6%,0.14,1,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Jose Osuna,,,1B/OF,3300,PIT,@BOS,,Porcello,0.304,-3%,R,R,,-1%,,2,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Christian Walker,,,1B,3300,ARI,@CIN,3.84,Feldman,0.327,2%,R,R,,-1%,,2,,,,-1%,-3%,-2%,0,0,0,0,0,4.9,1.5,0,0
Ryon Healy,6,,1B/3B,3300,OAK,LAA,,Nolasco,0.346,6%,R,R,0.361,1%,0.213,6,3,3,0,-2%,-2%,0%,0,0,0,0,0,7.5,2.3,0,0
Danny Valencia,8,,3B/OF,3300,SEA,@HOU,,Keuchel,0.297,-5%,L,R,0.386,11%,0.194,9,6,7,0,6%,1%,0%,0,0,0,0,0,7.9,2.4,0,0
Marcus Semien,,,3B/SS,3300,OAK,LAA,,Nolasco,0.346,6%,R,R,0.295,-5%,0.153,-9,9,6,0,-2%,-2%,0%,0,0,0,0,0,6.2,1.9,0,0
Luis Valbuena,,,1B/3B,3300,LAA,@OAK,,Graveman,0.324,1%,R,L,0.353,5%,0.22,12,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Brian McCann,2,,C,3300,HOU,SEA,,Hernandez,0.283,-8%,R,L,0.314,-1%,0.181,2,8,6,0,1%,1%,0%,0,0,0,0,0,6.1,1.8,0,0
Ryan Schimpf,,,2B/3B,3200,SD,@LAD,,Kershaw,0.207,-25%,L,L,0.297,-8%,0.275,-18,5,6,0,-1%,-2%,0%,0,0,0,0,0,4.9,1.5,0,0
Mike Moustakas,10,,3B,3200,KC,@MIN,,Santana,0.313,-2%,R,L,0.322,2%,0.173,2,2,2,0,0%,-7%,0%,0,0,0,0,0,7.8,2.4,0,0
Nick Markakis,,,OF,3200,ATL,@NYM,,Syndergaard,0.303,-4%,R,L,0.34,6%,0.127,26,5,6,0,-3%,-3%,2%,0,0,0,0,0,6.4,2,0,0
Justin Bour,4,,1B,3200,MIA,@WAS,,Strasburg,0.276,-10%,R,L,0.355,4%,0.223,10,5,5,0,2%,-3%,0%,0,0,0,0,0,6.9,2.2,0,0
Paulo Orlando,,,OF,3200,KC,@MIN,,Santana,0.297,-5%,R,R,0.304,-3%,0.117,-12,7,x,0,2%,-5%,0%,0,0,0,0,0,0,0,0,0
Cheslor Cuthbert,,,3B,3200,KC,@MIN,,Santana,0.297,-5%,R,R,0.303,-3%,0.14,0,x,7,-,3%,-6%,0%,0,0,0,0,0,0,0,0,0
Matt Wieters,4,,C,3200,WAS,MIA,,Volquez,0.333,3%,R,S,0.326,-1%,0.169,-7,8,8,0,-1%,-3%,0%,0,0,0,0,0,6.1,1.9,0,0
Alcides Escobar,1,,SS,3200,KC,@MIN,,Santana,0.297,-5%,R,R,0.281,-1%,0.076,-7,8,1,0,1%,-5%,0%,0,0,0,0,0,5.4,1.7,0,0
Adam Lind,1,,1B,3200,WAS,MIA,,Volquez,0.333,3%,R,L,0.361,8%,0.2,13,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Steven Moya,,,OF,3200,DET,@CWS,,TBA,,%,,L,,%,,,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
John Jaso,1,,1B,3200,PIT,@BOS,,Porcello,0.319,0%,R,L,0.35,3%,0.167,9,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Ezequiel Carrera,,,OF,3200,TOR,@BAL,,Gausman,0.298,-5%,R,L,0.284,-4%,0.096,-4,9,9,0,2%,-3%,1%,0,0,0,0,0,5.6,1.7,0,0
Jordan Patterson,,,OF,3200,COL,@MIL,,Guerra,0.274,-8%,R,L,,2%,,6,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Kevin Newman,,,SS,3200,PIT,@BOS,,Porcello,,%,R,,,%,,,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Jesus Aguilar,,,1B,3200,MIL,COL,,Gray,0.331,2%,R,R,0.155,-4%,0.032,-3,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Andrew Knapp,,,C,3200,PHI,@CIN,,Feldman,0.311,-2%,R,S,,2%,,6,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Leonys Martin,,,OF,3200,SEA,@HOU,,Keuchel,0.262,-13%,L,L,0.27,-7%,0.082,-21,7,9,0,3%,1%,0%,0,0,0,0,0,5.8,1.8,0,0
Jefry Marte,,,1B/3B,3200,LAA,@OAK,,Graveman,0.319,0%,R,R,0.312,-3%,0.207,1,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Yulieski Gurriel,1,,3B,3200,HOU,SEA,,Hernandez,0.287,-7%,R,R,0.319,-1%,0.135,0,7,8,0,0%,1%,0%,0,0,0,0,0,6.5,2,0,0
Robinson Chirinos,,,C,3200,TEX,CLE,,Kluber,0.25,-15%,R,R,0.314,-2%,0.193,-4,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Yan Gomes,,,C,3200,CLE,@TEX,,Darvish,0.278,-9%,R,R,0.285,-6%,0.184,3,6,8,0,2%,-3%,0%,0,0,0,0,0,5.8,1.8,0,0
Taylor Motter,,,3B/SS,3200,SEA,@HOU,,Keuchel,0.297,-5%,L,R,,3%,,8,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Derek Fisher,,,OF,3200,HOU,SEA,,Hernandez,,%,R,,,%,,,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Yangervis Solarte,,,2B/3B,3100,SD,@LAD,,Kershaw,0.231,-19%,L,S,0.32,-2%,0.144,-1,3,4,0,-5%,-1%,0%,0,0,0,0,0,5.3,1.7,0,0
Brandon Phillips,,,2B,3100,ATL,@NYM,,Syndergaard,0.256,-14%,R,R,0.319,2%,0.118,2,6,5,0,-7%,-3%,2%,0,0,0,0,0,5.3,1.7,0,0
Mark Reynolds,3,,1B/3B,3100,COL,@MIL,,Guerra,0.288,-8%,R,R,0.331,3%,0.192,8,7,7,0,-12%,-9%,-2%,0,0,0,0,0,5.5,1.8,0,0
Manuel Margot,,,OF,3100,SD,@LAD,,Kershaw,0.231,-19%,L,R,,3%,,8,1,2,0,-7%,-1%,0%,0,0,0,0,0,5.9,1.9,0,0
Wilmer Flores,,,2B/3B,3100,NYM,ATL,,Teheran,0.254,-14%,R,R,0.291,-5%,0.122,-21,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
J.J. Hardy,,,SS,3100,BAL,TOR,,Estrada,0.304,-3%,R,R,0.292,0%,0.11,-10,9,9,0,1%,-4%,1%,0,0,0,0,0,5.3,1.7,0,0
Chris Young,,,OF,3100,BOS,PIT,,Cole,0.287,-7%,R,R,0.303,-7%,0.176,-8,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Derek Dietrich,3,,2B/3B,3100,MIA,@WAS,,Strasburg,0.276,-10%,R,L,0.363,6%,0.185,8,7,7,0,0%,-3%,0%,0,0,0,0,0,6.3,2,0,0
Billy Burns,,,OF,3100,KC,@MIN,,Santana,0.313,-2%,R,S,0.277,-4%,0.08,-4,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Michael Reed,,,OF,3100,MIL,COL,,Gray,0.331,2%,R,R,,-1%,,2,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Chris Taylor,,,2B/SS,3100,LAD,SD,,Chacin,0.318,0%,R,R,0.247,-6%,0.062,-15,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Darrell Ceciliani,,,OF,3100,TOR,@BAL,,Gausman,0.298,-5%,R,L,0.23,-3%,0.086,-2,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Jesse Winker,,,OF,3100,CIN,PHI,,Hellickson,0.326,1%,R,L,,2%,,6,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Cody Bellinger,,,1B,3100,LAD,SD,,Chacin,0.328,2%,R,L,,2%,,6,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Stephen Vogt,5,,1B/C,3100,OAK,LAA,,Nolasco,0.337,4%,R,L,0.336,4%,0.177,7,5,2,0,-3%,-2%,0%,0,0,0,0,0,7,2.3,0,0
Brett Nicholas,,,C,3100,TEX,CLE,,Kluber,0.309,-2%,R,L,0.351,2%,0.281,11,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Erik Gonzalez,,,SS,3100,CLE,@TEX,,Darvish,0.278,-9%,R,R,,-1%,,2,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Giovanny Urshela,,,3B,3100,CLE,@TEX,,Darvish,0.278,-9%,R,R,0.26,-5%,0.111,-4,x,9,-,4%,-3%,0%,0,0,0,0,0,0,0,0,0
Hunter Renfroe,,,OF,3000,SD,@LAD,,Kershaw,0.231,-19%,L,R,,3%,,8,4,5,0,-4%,-2%,0%,0,0,0,0,0,5.6,1.9,0,0
Dansby Swanson,,,SS,3000,ATL,@NYM,,Syndergaard,0.256,-14%,R,R,0.321,-1%,0.107,-5,2,2,0,-7%,-3%,2%,0,0,0,0,0,5.8,1.9,0,0
Matt Davidson,,,3B,3000,CWS,DET,,TBA,,%,,R,,%,,,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Adonis Garcia,,,3B/OF,3000,ATL,@NYM,,Syndergaard,0.256,-14%,R,R,0.3,-5%,0.154,-1,7,7,0,-8%,-4%,3%,0,0,0,0,0,4.8,1.6,0,0
Alex Dickerson,,,OF,3000,SD,@LAD,,Kershaw,0.207,-25%,L,L,0.306,-7%,0.113,-24,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Blake Swihart,,,C/OF,3000,BOS,PIT,,Cole,0.304,-3%,R,S,0.316,1%,0.128,5,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Trayce Thompson,,,OF,3000,LAD,SD,,Chacin,0.318,0%,R,R,0.332,-1%,0.205,0,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Kirk Nieuwenhuis,,,OF,3000,MIL,COL,,Gray,0.305,-3%,R,L,0.324,4%,0.196,7,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Joey Rickard,,,OF,3000,BAL,TOR,,Estrada,0.304,-3%,R,R,0.273,-5%,0.075,-15,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Bryce Brentz,,,OF,3000,BOS,PIT,,Cole,0.287,-7%,R,R,0.229,-3%,0.053,-3,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Andrew Susac,,,C,3000,MIL,COL,,Gray,0.331,2%,R,R,0.267,-6%,0.15,-2,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Tyler Goeddel,,,OF,3000,PHI,@CIN,,Feldman,0.327,2%,R,R,0.278,-2%,0.129,1,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Charlie Tilson,,,OF,3000,CWS,DET,,TBA,,%,,L,,%,,,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Pat Valaika,,,SS,3000,COL,@MIL,,Guerra,0.288,-8%,R,R,,-1%,,2,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Rymer Liriano,,,OF,3000,CWS,DET,,TBA,,%,,R,,%,,,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Scott Kingery,,,2B,3000,PHI,@CIN,,Feldman,,%,R,,,%,,,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Yunel Escobar,0,,3B/SS,3000,LAA,@OAK,,Graveman,0.319,0%,R,R,0.321,-2%,0.088,-6,1,1,0,0%,-2%,0%,0,0,0,0,0,7,2.3,0,0
Jarrod Dyson,,,OF,3000,SEA,@HOU,,Keuchel,0.262,-13%,L,L,0.291,-6%,0.066,-25,9,1,0,2%,1%,0%,0,0,0,0,0,6.2,2.1,0,0
Marwin Gonzalez,,,1B/3B,3000,HOU,SEA,,Hernandez,0.283,-8%,R,S,0.305,-3%,0.132,-8,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Ben Revere,,,OF,3000,LAA,@OAK,,Graveman,0.324,1%,R,L,0.293,-2%,0.07,0,x,8,-,3%,-1%,0%,0,0,0,0,0,0,0,0,0
Preston Tucker,,,OF,3000,HOU,SEA,,Hernandez,0.283,-8%,R,L,0.315,5%,0.211,13,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Yandy Diaz,,,3B,3000,CLE,@TEX,,Darvish,0.278,-9%,R,R,,-1%,,2,8,x,0,5%,-2%,0%,0,0,0,0,0,0,0,0,0
Sandy Leon,3,,C,2900,BOS,PIT,,Cole,0.304,-3%,R,S,0.292,-1%,0.101,-5,9,9,0,5%,-5%,0%,0,0,0,0,0,5.3,1.8,0,0
Cory Spangenberg,,,2B/3B,2900,SD,@LAD,,Kershaw,0.207,-25%,L,L,0.347,-4%,0.071,-27,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Tony Wolters,3,,C,2900,COL,@MIL,,Guerra,0.274,-8%,R,L,0.325,2%,0.152,5,8,8,0,0%,-7%,-1%,0,0,0,0,0,4.9,1.7,0,0
Danny Santana,,,OF/SS,2900,MIN,KC,,Duffy,0.323,1%,L,S,0.292,0%,0.11,2,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Andrew Toles,9,,OF,2900,LAD,SD,,Chacin,0.328,2%,R,L,0.375,4%,0.185,8,1,8,0,-3%,-1%,0%,0,0,0,0,0,8.1,2.8,0,0
Travis d'Arnaud,,,C,2900,NYM,ATL,,Teheran,0.254,-14%,R,R,0.315,1%,0.156,2,x,8,-,-4%,-4%,3%,0,0,0,0,0,0,0,0,0
Steve Selsky,,,OF,2900,BOS,PIT,,Cole,0.287,-7%,R,R,0.282,-2%,0.098,-1,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Darwin Barney,,,2B/SS,2900,TOR,@BAL,,Gausman,0.338,4%,R,R,0.279,-6%,0.109,-8,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Phil Gosselin,,,2B/3B,2900,PIT,@BOS,,Porcello,0.304,-3%,R,R,0.312,-1%,0.118,11,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Brian Goodwin,,,OF,2900,WAS,MIA,,Volquez,0.333,3%,R,L,0.321,2%,0.132,5,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Marco Hernandez,,,2B/3B,2900,BOS,PIT,,Cole,0.304,-3%,R,L,0.296,1%,0.093,2,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Elias Diaz,,,C,2900,PIT,@BOS,,Porcello,0.304,-3%,R,R,,-1%,,2,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Austin Barnes,,,2B/C,2900,LAD,SD,,Chacin,0.318,0%,R,R,0.211,-4%,0.025,-6,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Willie Calhoun,,,2B,2900,LAD,SD,,Chacin,,%,R,,,%,,,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Mike Zunino,1,,C,2900,SEA,@HOU,,Keuchel,0.297,-5%,L,R,0.295,5%,0.147,-12,8,8,0,6%,1%,0%,0,0,0,0,0,6.8,2.3,0,0
Andrelton Simmons,,,SS,2900,LAA,@OAK,,Graveman,0.319,0%,R,R,0.286,-1%,0.078,-13,7,7,0,0%,-2%,0%,0,0,0,0,0,6.2,2.1,0,0
Josh Phegley,,,C,2900,OAK,LAA,,Nolasco,0.346,6%,R,R,0.299,-3%,0.191,3,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Ryan Rua,,,1B/OF,2900,TEX,CLE,,Kluber,0.25,-15%,R,R,0.292,-4%,0.131,-6,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Mark Canha,,,1B/OF,2900,OAK,LAA,,Nolasco,0.346,6%,R,R,0.339,6%,0.21,14,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Ben Gamel,,,OF,2900,SEA,@HOU,,Keuchel,0.262,-13%,L,L,,-7%,,-22,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Andy Ibanez,,,2B,2900,TEX,CLE,,Kluber,,%,R,,,%,,,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
J.D. Davis,,,3B,2900,HOU,SEA,,Hernandez,,%,R,,,%,,,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
T.J. Rivera,,,2B/3B,2800,NYM,ATL,,Teheran,0.254,-14%,R,R,0.411,3%,0.214,8,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Alex Avila,,,C,2800,DET,@CWS,,TBA,,%,,L,,%,,,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Jason Castro,,,C,2800,MIN,KC,,Duffy,0.222,-19%,L,L,0.265,-10%,0.113,-27,6,9,0,0%,-6%,0%,0,0,0,0,0,4.3,1.5,0,0
Stephen Drew,2,,2B/SS,2800,WAS,MIA,,Volquez,0.333,3%,R,L,0.293,5%,0.197,13,7,x,0,-2%,-3%,0%,0,0,0,0,0,0,0,0,0
Manny Pina,1,,C,2800,MIL,COL,,Gray,0.331,2%,R,R,0.358,0%,0.217,6,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Andres Blanco,,,2B/SS,2800,PHI,@CIN,,Feldman,0.311,-2%,R,S,0.337,-1%,0.191,5,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Brandon Nimmo,,,OF,2800,NYM,ATL,,Teheran,0.342,5%,R,L,0.298,1%,0.061,-3,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Rob Segedin,,,3B/OF,2800,LAD,SD,,Chacin,0.318,0%,R,R,0.305,-1%,0.118,0,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Juan Graterol,,,C,2800,TOR,@BAL,,Gausman,0.338,4%,R,R,,-1%,,2,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Destin Hood,,,OF,2800,MIA,@WAS,,Strasburg,0.301,-4%,R,R,,-1%,,2,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Devin Mesoraco,2,,C,2800,CIN,PHI,,Hellickson,0.323,1%,R,R,0.35,-1%,0.227,7,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Ryan O'Hearn,,,1B,2800,KC,@MIN,,Santana,,%,R,,,%,,,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Jacob Nottingham,,,C,2800,MIL,COL,,Gray,,%,R,,,%,,,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Alex Verdugo,0,,OF,2800,LAD,SD,,Chacin,0.328,2%,R,L,,2%,,6,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
Danny Espinosa,,,2B/SS,2800,LAA,@OAK,,Graveman,0.324,1%,R,S,0.282,-4%,0.143,-10,8,6,0,-2%,-2%,0%,0,0,0,0,0,5.6,2,0,0
Joe Wendle,,,2B,2800,OAK,LAA,,Nolasco,0.337,4%,R,L,0.251,-2%,0.049,-6,x,x,-,0%,0%,0%,0,0,0,0,0,0,0,0,0
