"Rank","EntryId","EntryName","TimeRemaining","Points","Lineup","X","Player","X.Drafted","FPTS"
1865,718267886,"Hearn22",0,117.8,"P Garrett Richards P Jacob deGrom C Buster Posey 1B Eric Thames 2B Neil Walker 3B Trevor Plouffe SS Jean Segura OF Carlos González OF Jay Bruce OF Billy Hamilton",NA,"","",NA
1865,718314033,"Awesemo (23/150)",0,117.8,"P Chris Sale P Michael Pineda C Matt Wieters 1B Brandon Belt 2B Joe Panik 3B Eduardo Núñez SS Trea Turner OF Matt Joyce OF Hunter Pence OF Jayson Werth",NA,"","",NA
1865,718315523,"bquicksix (50/150)",0,117.8,"P Michael Pineda P Danny Salazar C Buster Posey 1B Brandon Belt 2B José Altuve 3B Alex Bregman SS Carlos Correa OF Chris Young OF George Springer OF Hunter Pence",NA,"","",NA
1865,718323982,"mray6288 (17/150)",0,117.8,"P Michael Pineda P Danny Salazar C J.T. Realmuto 1B Brandon Belt 2B Dee Gordon 3B Yunel Escobar SS Brandon Crawford OF Hunter Pence OF Giancarlo Stanton OF Christian Yelich",NA,"","",NA
1865,718324005,"mray6288 (40/150)",0,117.8,"P Michael Pineda P Danny Salazar C Russell Martin 1B Brandon Belt 2B Jean Segura 3B Kyle Seager SS Brandon Crawford OF Nelson Cruz OF Mitch Haniger OF Hunter Pence",NA,"","",NA
1865,718324024,"mray6288 (59/150)",0,117.8,"P Michael Pineda P Danny Salazar C Matt Wieters 1B Edwin Encarnación 2B Jean Segura 3B José Ramírez SS Francisco Lindor OF Austin Jackson OF Brandon Guyer OF Trea Turner",NA,"","",NA
1865,718354773,"ChipotleAddict (53/150)",0,117.8,"P Chris Sale P Michael Pineda C Chris Iannetta 1B Paul Goldschmidt 2B Neil Walker 3B Jake Lamb SS Asdrúbal Cabrera OF Jay Bruce OF Yasmany Tomás OF Chris Owings",NA,"","",NA
1865,718354784,"ChipotleAddict (64/150)",0,117.8,"P Chris Sale P Michael Pineda C Manny Piña 1B Brandon Belt 2B Joe Panik 3B Jonathan Villar SS Eduardo Núñez OF Kirk Nieuwenhuis OF Hunter Pence OF Hernán Pérez",NA,"","",NA
1865,718440634,"ehafner (6/150)",0,117.8,"P Chris Sale P Michael Pineda C Buster Posey 1B Travis Shaw 2B Joe Panik 3B Hernán Pérez SS Eduardo Núñez OF Hunter Pence OF Gorkys Hernández OF Eric Thames",NA,"","",NA
1865,718440742,"ehafner (114/150)",0,117.8,"P Chris Sale P Michael Pineda C Buster Posey 1B Paul Goldschmidt 2B Brandon Drury 3B Jake Lamb SS Nick Ahmed OF Hunter Pence OF Gorkys Hernández OF Chris Owings",NA,"","",NA
1865,718440768,"ehafner (140/150)",0,117.8,"P Chris Sale P Michael Pineda C Buster Posey 1B Brandon Belt 2B Anthony Rendón 3B Mark Reynolds SS Brandon Crawford OF Hunter Pence OF Gorkys Hernández OF A.J. Pollock",NA,"","",NA
1865,718760096,"thepickler (2/3)",0,117.8,"P Michael Pineda P Danny Salazar C Buster Posey 1B Brandon Belt 2B Daniel Murphy 3B Maikel Franco SS Jordy Mercer OF Hunter Pence OF A.J. Pollock OF Bryce Harper",NA,"","",NA
1865,718899246,"contopv (6/7)",0,117.8,"P Chris Sale P Michael Pineda C Yasmani Grandal 1B Brandon Belt 2B Logan Forsythe 3B Jake Lamb SS Corey Seager OF A.J. Pollock OF Andrew Toles OF Chris Owings",NA,"","",NA
1865,718946474,"Biesterfield (10/13)",0,117.8,"P Chris Sale P Michael Pineda C Evan Gattis 1B Paul Goldschmidt 2B José Altuve 3B Yuli Gurriel SS Chris Owings OF Jake Marisnick OF George Springer OF Gorkys Hernández",NA,"","",NA
1892,718001880,"windchimesRrude (26/150)",0,117.75,"P Michael Pineda P Charlie Morton C Buster Posey 1B Brandon Belt 2B Daniel Murphy 3B Eduardo Núñez SS Trea Turner OF Hunter Pence OF Bryce Harper OF Adam Eaton",NA,"","",NA
1892,718025207,"youdacao (83/150)",0,117.75,"P Michael Pineda P Charlie Morton C Matt Wieters 1B Paul Goldschmidt 2B Daniel Murphy 3B Ryan Zimmerman SS Trea Turner OF Mike Trout OF A.J. Pollock OF Bryce Harper",NA,"","",NA
1892,718078709,"scout326 (7/150)",0,117.75,"P Michael Pineda P Charlie Morton C Buster Posey 1B Brandon Belt 2B Daniel Murphy 3B Eduardo Núñez SS Trea Turner OF Hunter Pence OF Bryce Harper OF Adam Eaton",NA,"","",NA
1892,718261152,"ARaven52 (5/150)",0,117.75,"P Michael Pineda P Charlie Morton C Buster Posey 1B Brandon Belt 2B Daniel Murphy 3B Eduardo Núñez SS Trea Turner OF Hunter Pence OF Bryce Harper OF Adam Eaton",NA,"","",NA
1892,718303895,"TeeJayOrTj (59/101)",0,117.75,"P Michael Pineda P Charlie Morton C Matt Wieters 1B Brandon Belt 2B Daniel Murphy 3B Ryan Zimmerman SS Trea Turner OF Mike Trout OF Charlie Blackmon OF Bryce Harper",NA,"","",NA
1892,718373587,"ARaven52 (10/150)",0,117.75,"P Michael Pineda P Charlie Morton C Buster Posey 1B Brandon Belt 2B Daniel Murphy 3B Eduardo Núñez SS Trea Turner OF Hunter Pence OF Bryce Harper OF Adam Eaton",NA,"","",NA
1892,718373620,"ARaven52 (17/150)",0,117.75,"P Michael Pineda P Charlie Morton C Buster Posey 1B Brandon Belt 2B Daniel Murphy 3B Eduardo Núñez SS Trea Turner OF Hunter Pence OF Bryce Harper OF Adam Eaton",NA,"","",NA
1892,718373628,"ARaven52 (24/150)",0,117.75,"P Michael Pineda P Charlie Morton C Buster Posey 1B Brandon Belt 2B Daniel Murphy 3B Eduardo Núñez SS Trea Turner OF Hunter Pence OF Bryce Harper OF Adam Eaton",NA,"","",NA
1892,718373654,"ARaven52 (31/150)",0,117.75,"P Michael Pineda P Charlie Morton C Buster Posey 1B Brandon Belt 2B Daniel Murphy 3B Eduardo Núñez SS Trea Turner OF Hunter Pence OF Bryce Harper OF Adam Eaton",NA,"","",NA
1892,718373667,"ARaven52 (38/150)",0,117.75,"P Michael Pineda P Charlie Morton C Buster Posey 1B Brandon Belt 2B Daniel Murphy 3B Eduardo Núñez SS Trea Turner OF Hunter Pence OF Bryce Harper OF Adam Eaton",NA,"","",NA
1892,718373684,"ARaven52 (45/150)",0,117.75,"P Michael Pineda P Charlie Morton C Buster Posey 1B Brandon Belt 2B Daniel Murphy 3B Eduardo Núñez SS Trea Turner OF Hunter Pence OF Bryce Harper OF Adam Eaton",NA,"","",NA
1892,718373702,"ARaven52 (52/150)",0,117.75,"P Michael Pineda P Charlie Morton C Buster Posey 1B Brandon Belt 2B Daniel Murphy 3B Eduardo Núñez SS Trea Turner OF Hunter Pence OF Bryce Harper OF Adam Eaton",NA,"","",NA
1892,718373713,"ARaven52 (59/150)",0,117.75,"P Michael Pineda P Charlie Morton C Buster Posey 1B Brandon Belt 2B Daniel Murphy 3B Eduardo Núñez SS Trea Turner OF Hunter Pence OF Bryce Harper OF Adam Eaton",NA,"","",NA
1892,718373737,"ARaven52 (66/150)",0,117.75,"P Michael Pineda P Charlie Morton C Buster Posey 1B Brandon Belt 2B Daniel Murphy 3B Eduardo Núñez SS Trea Turner OF Hunter Pence OF Bryce Harper OF Adam Eaton",NA,"","",NA
1892,718373749,"ARaven52 (73/150)",0,117.75,"P Michael Pineda P Charlie Morton C Buster Posey 1B Brandon Belt 2B Daniel Murphy 3B Eduardo Núñez SS Trea Turner OF Hunter Pence OF Bryce Harper OF Adam Eaton",NA,"","",NA
1892,718373762,"ARaven52 (80/150)",0,117.75,"P Michael Pineda P Charlie Morton C Buster Posey 1B Brandon Belt 2B Daniel Murphy 3B Eduardo Núñez SS Trea Turner OF Hunter Pence OF Bryce Harper OF Adam Eaton",NA,"","",NA
1892,718380979,"ARaven52 (89/150)",0,117.75,"P Michael Pineda P Charlie Morton C Buster Posey 1B Brandon Belt 2B Daniel Murphy 3B Eduardo Núñez SS Trea Turner OF Hunter Pence OF Bryce Harper OF Adam Eaton",NA,"","",NA
1892,718380998,"ARaven52 (96/150)",0,117.75,"P Michael Pineda P Charlie Morton C Buster Posey 1B Brandon Belt 2B Daniel Murphy 3B Eduardo Núñez SS Trea Turner OF Hunter Pence OF Bryce Harper OF Adam Eaton",NA,"","",NA
1892,718381023,"ARaven52 (103/150)",0,117.75,"P Michael Pineda P Charlie Morton C Buster Posey 1B Brandon Belt 2B Daniel Murphy 3B Eduardo Núñez SS Trea Turner OF Hunter Pence OF Bryce Harper OF Adam Eaton",NA,"","",NA
1892,718381036,"ARaven52 (110/150)",0,117.75,"P Michael Pineda P Charlie Morton C Buster Posey 1B Brandon Belt 2B Daniel Murphy 3B Eduardo Núñez SS Trea Turner OF Hunter Pence OF Bryce Harper OF Adam Eaton",NA,"","",NA
1892,718381062,"ARaven52 (117/150)",0,117.75,"P Michael Pineda P Charlie Morton C Buster Posey 1B Brandon Belt 2B Daniel Murphy 3B Eduardo Núñez SS Trea Turner OF Hunter Pence OF Bryce Harper OF Adam Eaton",NA,"","",NA
1892,718381079,"ARaven52 (124/150)",0,117.75,"P Michael Pineda P Charlie Morton C Buster Posey 1B Brandon Belt 2B Daniel Murphy 3B Eduardo Núñez SS Trea Turner OF Hunter Pence OF Bryce Harper OF Adam Eaton",NA,"","",NA
1892,718381103,"ARaven52 (131/150)",0,117.75,"P Michael Pineda P Charlie Morton C Buster Posey 1B Brandon Belt 2B Daniel Murphy 3B Eduardo Núñez SS Trea Turner OF Hunter Pence OF Bryce Harper OF Adam Eaton",NA,"","",NA
1892,718381137,"ARaven52 (138/150)",0,117.75,"P Michael Pineda P Charlie Morton C Buster Posey 1B Brandon Belt 2B Daniel Murphy 3B Eduardo Núñez SS Trea Turner OF Hunter Pence OF Bryce Harper OF Adam Eaton",NA,"","",NA
1892,718381150,"ARaven52 (145/150)",0,117.75,"P Michael Pineda P Charlie Morton C Buster Posey 1B Brandon Belt 2B Daniel Murphy 3B Eduardo Núñez SS Trea Turner OF Hunter Pence OF Bryce Harper OF Adam Eaton",NA,"","",NA
1892,718432055,"rayofhope (97/125)",0,117.75,"P Michael Pineda P Charlie Morton C Buster Posey 1B Paul Goldschmidt 2B Daniel Murphy 3B Ryan Zimmerman SS Trea Turner OF A.J. Pollock OF Bryce Harper OF Eric Thames",NA,"","",NA
1892,718440657,"ehafner (29/150)",0,117.75,"P Michael Pineda P Charlie Morton C Buster Posey 1B Brandon Belt 2B Daniel Murphy 3B Eduardo Núñez SS Trea Turner OF Hunter Pence OF Bryce Harper OF Adam Eaton",NA,"","",NA
1892,718539346,"tinderella (4/100)",0,117.75,"P Michael Pineda P Charlie Morton C Buster Posey 1B Brandon Belt 2B Daniel Murphy 3B Eduardo Núñez SS Trea Turner OF Hunter Pence OF Bryce Harper OF Adam Eaton",NA,"","",NA
1892,718643431,"allornothing1 (1/2)",0,117.75,"P Michael Pineda P Charlie Morton C Buster Posey 1B Brandon Belt 2B Dee Gordon 3B Nolan Arenado SS Eduardo Núñez OF Charlie Blackmon OF A.J. Pollock OF Bryce Harper",NA,"","",NA
1921,718135941,"suidmach (13/62)",0,117.7,"P Michael Pineda P Rich Hill C Buster Posey 1B Greg Bird 2B Robinson Canó 3B Kyle Seager SS Chris Owings OF George Springer OF Hunter Pence OF Andrew Toles",NA,"","",NA
1921,718256093,"Jbarton324 (1/3)",0,117.7,"P Michael Pineda P Rich Hill C Chris Iannetta 1B Paul Goldschmidt 2B Devon Travis 3B Jake Lamb SS Chris Owings OF A.J. Pollock OF Andrew Toles OF Eric Thames",NA,"","",NA
1921,718440766,"ehafner (138/150)",0,117.7,"P Michael Pineda P Rich Hill C Buster Posey 1B Brandon Belt 2B Derek Dietrich 3B Eduardo Núñez SS Trevor Story OF Hunter Pence OF Gorkys Hernández OF Eric Thames",NA,"","",NA
1921,718774755,"PigskinABlanket (27/30)",0,117.7,"P Michael Pineda P Rich Hill C Buster Posey 1B Brandon Belt 2B Neil Walker 3B Ryan Zimmerman SS Asdrúbal Cabrera OF Jay Bruce OF Jarrett Parker OF Bryce Harper",NA,"","",NA
1921,718801155,"Mohmo (2/3)",0,117.7,"P Chris Sale P Danny Salazar C J.T. Realmuto 1B Eric Thames 2B Daniel Murphy 3B José Ramírez SS Brandon Crawford OF Curtis Granderson OF Billy Hamilton OF Andrew Toles",NA,"","",NA
1926,718783571,"alanbr (2/5)",0,117.65,"P Chris Sale P Charlie Morton C Francisco Cervelli 1B Paul Goldschmidt 2B Anthony Rendón 3B Jake Lamb SS Chris Owings OF José Bautista OF A.J. Pollock OF Yasmany Tomás",NA,"","",NA
1926,718848003,"ql81 (98/100)",0,117.65,"P Chris Sale P Cole Hamels C Chris Iannetta 1B Hanley Ramírez 2B Danny Espinosa 3B Hernán Pérez SS Manny Machado OF A.J. Pollock OF Brandon Drury OF Chris Owings",NA,"","",NA
1926,718920412,"TheDogSays (3/4)",0,117.65,"P Chris Sale P Tanner Roark C Austin Hedges 1B Ryan Zimmerman 2B Jean Segura 3B Manny Machado SS Brad Miller OF Curtis Granderson OF Jay Bruce OF Yoenis Céspedes",NA,"","",NA
1929,718019787,"drafthero2015 (33/150)",0,117.6,"P Chris Sale P Rich Hill C Stephen Vogt 1B Albert Pujols 2B Danny Espinosa 3B Yunel Escobar SS Chris Owings OF Mike Trout OF Kole Calhoun OF Gorkys Hernández",NA,"","",NA
1929,718322869,"nawmsayin (6/51)",0,117.6,"P Danny Salazar P Rich Hill C Buster Posey 1B Brandon Belt 2B Joe Panik 3B Jake Lamb SS Brandon Crawford OF A.J. Pollock OF Jarrett Parker OF Yasmany Tomás",NA,"","",NA
1929,718497172,"nontimebomala2310",0,117.6,"P Chris Sale P Rich Hill C Martín Maldonado 1B Brandon Belt 2B Starlin Castro 3B Eduardo Núñez SS Brandon Crawford OF Hunter Pence OF Gorkys Hernández OF Jayson Werth",NA,"","",NA
1929,718710989,"dahladino (147/150)",0,117.6,"P Chris Sale P Rich Hill C Derek Norris 1B Logan Morrison 2B Tim Beckham 3B Evan Longoria SS José Reyes OF Corey Dickerson OF Jay Bruce OF Yoenis Céspedes",NA,"","",NA
1929,718847981,"ql81 (76/100)",0,117.6,"P Chris Sale P Rich Hill C Travis d'Arnaud 1B Mitch Moreland 2B Brandon Drury 3B Jake Lamb SS Elvis Andrus OF Austin Jackson OF Yasmany Tomás OF Chris Owings",NA,"","",NA
1929,718947256,"tumorgroomer (13/27)",0,117.6,"P Danny Salazar P Rich Hill C J.T. Realmuto 1B Justin Bour 2B Dee Gordon 3B Derek Dietrich SS Corey Seager OF A.J. Pollock OF Christian Yelich OF José Ramírez",NA,"","",NA
1935,718019814,"drafthero2015 (60/150)",0,117.55,"P Cole Hamels P Rich Hill C J.T. Realmuto 1B Adrián González 2B Dee Gordon 3B Derek Dietrich SS Yunel Escobar OF Marcell Ozuna OF Bryce Harper OF Christian Yelich",NA,"","",NA
1935,718496903,"moklovin (99/150)",0,117.55,"P Michael Pineda P Garrett Richards C Buster Posey 1B Paul Goldschmidt 2B Devon Travis 3B Josh Donaldson SS Brandon Crawford OF Hunter Pence OF A.J. Pollock OF Chris Owings",NA,"","",NA
1935,718517850,"iller_miller (4/5)",0,117.55,"P Michael Pineda P Garrett Richards C Matt Wieters 1B Eric Thames 2B José Altuve 3B Jonathan Villar SS Trea Turner OF Andrew Benintendi OF George Springer OF Adam Eaton",NA,"","",NA
1935,718753257,"Jp1710 (1/4)",0,117.55,"P Charlie Morton P Rich Hill C Yasmani Grandal 1B Paul Goldschmidt 2B Logan Forsythe 3B Justin Turner SS Corey Seager OF A.J. Pollock OF Yasmany Tomás OF Chris Owings",NA,"","",NA
1935,718834461,"AndreGV (1/10)",0,117.55,"P Michael Pineda P Garrett Richards C Buster Posey 1B Paul Goldschmidt 2B Brandon Drury 3B Josh Donaldson SS Chris Owings OF Mike Trout OF A.J. Pollock OF Yasmany Tomás",NA,"","",NA
1940,717998268,"petteytheft89 (28/120)",0,117.45,"P Chris Sale P Garrett Richards C J.T. Realmuto 1B Justin Bour 2B Dee Gordon 3B Daniel Murphy SS Jonathan Villar OF Gorkys Hernández OF Giancarlo Stanton OF Christian Yelich",NA,"","",NA
1940,718194562,"Al_Smizzle (51/100)",0,117.45,"P Chris Sale P Garrett Richards C Yasmani Grandal 1B Paul Goldschmidt 2B Rougned Odor 3B Jake Lamb SS Chris Owings OF Gorkys Hernández OF A.J. Pollock OF Yasmany Tomás",NA,"","",NA
1940,718432013,"rayofhope (55/125)",0,117.45,"P Michael Pineda P Matt Moore C Buster Posey 1B Brandon Belt 2B Daniel Murphy 3B Eduardo Núñez SS Brandon Crawford OF Hunter Pence OF Bryce Harper OF Adam Eaton",NA,"","",NA
1940,718432031,"rayofhope (73/125)",0,117.45,"P Michael Pineda P Matt Moore C Buster Posey 1B Brandon Belt 2B Daniel Murphy 3B Ryan Zimmerman SS Eduardo Núñez OF Hunter Pence OF Bryce Harper OF Trea Turner",NA,"","",NA
1940,718674405,"eknorr20",0,117.45,"P Alex Cobb P Jacob deGrom C Sandy León 1B Trey Mancini 2B Daniel Murphy 3B Alex Bregman SS Carlos Correa OF Andrew Benintendi OF Mike Trout OF Nick Markakis",NA,"","",NA
1945,718063220,"kerry1228",0,117.4,"P Jacob deGrom P Taijuan Walker C Matt Wieters 1B Mitch Moreland 2B Joe Panik 3B Josh Donaldson SS Trevor Story OF Jackie Bradley Jr. OF Jacoby Ellsbury OF Wil Myers",NA,"","",NA
1945,718187394,"nomoreiloveyous (76/120)",0,117.4,"P Tyler Chatwood P Jacob deGrom C Buster Posey 1B Brandon Belt 2B Daniel Murphy 3B Manny Machado SS Brandon Crawford OF Hunter Pence OF Gorkys Hernández OF Bryce Harper",NA,"","",NA
1945,718710951,"dahladino (109/150)",0,117.4,"P Tyler Chatwood P James Paxton C Jonathan Lucroy 1B Ryan Zimmerman 2B Rougned Odor 3B Daniel Murphy SS Trea Turner OF Nomar Mazara OF Bryce Harper OF Adam Eaton",NA,"","",NA
1948,718194551,"Al_Smizzle (40/100)",0,117.35,"P Garrett Richards P Rich Hill C Yasmani Grandal 1B Travis Shaw 2B Rougned Odor 3B Mark Reynolds SS Jonathan Villar OF Ryan Braun OF Eric Thames OF Hernán Pérez",NA,"","",NA
1948,718200869,"boggslite (43/50)",0,117.35,"P Garrett Richards P Rich Hill C Buster Posey 1B Brandon Belt 2B Robinson Canó 3B Kyle Seager SS Jean Segura OF Nelson Cruz OF Mitch Haniger OF Gorkys Hernández",NA,"","",NA
1948,718899355,"dirtypatsfan (9/9)",0,117.35,"P Chris Sale P Matt Moore C Sandy León 1B Buster Posey 2B Dustin Pedroia 3B Daniel Murphy SS Trea Turner OF Jay Bruce OF Gorkys Hernández OF Adam Eaton",NA,"","",NA
1951,718432034,"rayofhope (76/125)",0,117.3,"P Michael Pineda P Wily Peralta C Buster Posey 1B Paul Goldschmidt 2B Dee Gordon 3B Josh Donaldson SS Manny Machado OF A.J. Pollock OF Bryce Harper OF Eric Thames",NA,"","",NA
1951,718565784,"herpaderp69 (2/6)",0,117.3,"P Chris Sale P Jameson Taillon C Matt Wieters 1B Paul Goldschmidt 2B Anthony Rendón 3B Nolan Arenado SS Trevor Story OF Steven Souza Jr. OF Corey Dickerson OF Khris Davis",NA,"","",NA
1951,718565865,"herpaderp69 (3/6)",0,117.3,"P Chris Sale P Jameson Taillon C Matt Wieters 1B Paul Goldschmidt 2B Anthony Rendón 3B Josh Donaldson SS Corey Seager OF Steven Souza Jr. OF Corey Dickerson OF Khris Davis",NA,"","",NA
1954,718000058,"rikkidee (136/150)",0,117.2,"P J.A. Happ P Michael Pineda C J.T. Realmuto 1B Ryan Zimmerman 2B Dee Gordon 3B Daniel Murphy SS Trea Turner OF Giancarlo Stanton OF Bryce Harper OF Christian Yelich",NA,"","",NA
1955,718025235,"youdacao (111/150)",0,117.15,"P Michael Pineda P Jacob deGrom C Buster Posey 1B Eric Thames 2B Dee Gordon 3B Travis Shaw SS Jonathan Villar OF Matt Joyce OF Ryan Braun OF Kirk Nieuwenhuis",NA,"","",NA
1955,718078757,"scout326 (55/150)",0,117.15,"P Michael Pineda P Jacob deGrom C Buster Posey 1B Brandon Belt 2B Neil Walker 3B Eduardo Núñez SS Asdrúbal Cabrera OF Curtis Granderson OF Jay Bruce OF Hunter Pence",NA,"","",NA
1955,718078778,"scout326 (76/150)",0,117.15,"P Michael Pineda P Jacob deGrom C Travis d'Arnaud 1B Eric Thames 2B Neil Walker 3B Travis Shaw SS Jonathan Villar OF Ryan Braun OF Curtis Granderson OF Jay Bruce",NA,"","",NA
1955,718078789,"scout326 (87/150)",0,117.15,"P Michael Pineda P Jacob deGrom C Buster Posey 1B Brandon Belt 2B Joe Panik 3B Jake Lamb SS Eduardo Núñez OF Gorkys Hernández OF A.J. Pollock OF Yasmany Tomás",NA,"","",NA
1955,718311547,"bric75 (5/20)",0,117.15,"P Michael Pineda P Jacob deGrom C Chris Iannetta 1B Paul Goldschmidt 2B Jed Lowrie 3B Eduardo Núñez SS Chris Owings OF Charlie Blackmon OF A.J. Pollock OF Yasmany Tomás",NA,"","",NA
1955,718334701,"underjones (54/150)",0,117.15,"P Michael Pineda P Jacob deGrom C Martín Maldonado 1B C.J. Cron 2B Dee Gordon 3B Jonathan Villar SS Andrelton Simmons OF Mike Trout OF Kole Calhoun OF Ryan Braun",NA,"","",NA
1955,718680175,"gregghmsr (2/3)",0,117.15,"P Michael Pineda P Jacob deGrom C Gary Sánchez 1B Paul Goldschmidt 2B Brandon Drury 3B Mark Reynolds SS Chris Owings OF A.J. Pollock OF Yasmany Tomás OF Manuel Margot",NA,"","",NA
1962,717998322,"petteytheft89 (82/120)",0,117.1,"P Garrett Richards P Matt Moore C Evan Gattis 1B Eric Thames 2B José Altuve 3B Alex Bregman SS Carlos Correa OF Mike Trout OF George Springer OF Bryce Harper",NA,"","",NA
1962,718695816,"realnicnac",0,117.1,"P J.A. Happ P Chris Sale C J.T. Realmuto 1B Paul Goldschmidt 2B Brandon Drury 3B Nolan Arenado SS Brad Miller OF Corey Dickerson OF Carlos González OF Andrew Toles",NA,"","",NA
1964,717998263,"petteytheft89 (23/120)",0,117.05,"P Jacob deGrom P Danny Salazar C J.T. Realmuto 1B Justin Bour 2B Dee Gordon 3B Derek Dietrich SS Jonathan Villar OF Andrew Toles OF Giancarlo Stanton OF Bryce Harper",NA,"","",NA
1964,718156702,"parlayman",0,117.05,"P Chris Sale P Jacob deGrom C J.T. Realmuto 1B Travis Shaw 2B Starlin Castro 3B Adeiny Hechavarria SS Brad Miller OF Gerardo Parra OF Joc Pederson OF Eric Thames",NA,"","",NA
1964,718214991,"cmetthekid",0,117.05,"P Chris Sale P Tyler Chatwood C Gary Sánchez 1B Greg Bird 2B José Altuve 3B Alex Bregman SS Carlos Correa OF Corey Dickerson OF George Springer OF A.J. Pollock",NA,"","",NA
1964,718441638,"Assani (86/150)",0,117.05,"P Chris Sale P Jacob deGrom C Gary Sánchez 1B Brandon Belt 2B Jed Lowrie 3B Eduardo Núñez SS Brandon Crawford OF Corey Dickerson OF Gorkys Hernández OF Jarrett Parker",NA,"","",NA
1964,718441719,"Assani (91/150)",0,117.05,"P Chris Sale P Jacob deGrom C Buster Posey 1B Brandon Belt 2B Jed Lowrie 3B Eduardo Núñez SS José Reyes OF Corey Dickerson OF Gorkys Hernández OF Jarrett Parker",NA,"","",NA
1964,718551665,"Uncheels233",0,117.05,"P Chris Sale P Tyler Chatwood C J.T. Realmuto 1B Adrián González 2B Robinson Canó 3B Justin Turner SS Brandon Crawford OF Corey Dickerson OF Carlos González OF Charlie Blackmon",NA,"","",NA
1964,718616736,"jmc911779",0,117.05,"P Chris Sale P Jacob deGrom C Buster Posey 1B Brandon Belt 2B Derek Dietrich 3B Trevor Plouffe SS Brandon Crawford OF Matt Joyce OF Khris Davis OF Marcell Ozuna",NA,"","",NA
1964,718664626,"Papasfishin (14/42)",0,117.05,"P Dylan Bundy P Jacob deGrom C Yasmani Grandal 1B Edwin Encarnación 2B José Altuve 3B Chase Headley SS Corey Seager OF Gregory Polanco OF A.J. Pollock OF Chris Owings",NA,"","",NA
1964,718693722,"Backnine (1/7)",0,117.05,"P Jacob deGrom P Danny Salazar C Evan Gattis 1B Adrián González 2B Dee Gordon 3B Justin Turner SS Corey Seager OF Gorkys Hernández OF A.J. Pollock OF Joc Pederson",NA,"","",NA
1964,718715414,"camjer8787 (3/4)",0,117.05,"P Chris Sale P James Paxton C Stephen Vogt 1B Paul Goldschmidt 2B Daniel Murphy 3B Josh Donaldson SS Corey Seager OF Corey Dickerson OF Matt Joyce OF Yasmany Tomás",NA,"","",NA
1964,718743621,"kevincorkrey",0,117.05,"P Chris Sale P Jacob deGrom C Buster Posey 1B Brandon Belt 2B Jed Lowrie 3B Yandy Díaz SS Trea Turner OF Matt Joyce OF A.J. Pollock OF Andrew Toles",NA,"","",NA
1964,718791225,"JDUB1010 (44/80)",0,117.05,"P Chris Sale P Jacob deGrom C Martín Maldonado 1B Tommy Joseph 2B Neil Walker 3B Ryan Zimmerman SS Brandon Crawford OF A.J. Pollock OF Manuel Margot OF Eric Thames",NA,"","",NA
1964,718791229,"JDUB1010 (48/80)",0,117.05,"P Chris Sale P Jacob deGrom C Martín Maldonado 1B Eric Thames 2B Logan Forsythe 3B Ryan Zimmerman SS Brandon Crawford OF Joey Rickard OF Corey Dickerson OF Carlos González",NA,"","",NA
1964,718791255,"JDUB1010 (74/80)",0,117.05,"P Chris Sale P Jacob deGrom C Stephen Vogt 1B Justin Bour 2B Neil Walker 3B Mark Reynolds SS Eduardo Núñez OF Corey Dickerson OF Hunter Pence OF Manuel Margot",NA,"","",NA
1964,718852675,"tinderella (72/100)",0,117.05,"P Jacob deGrom P Danny Salazar C Yasmani Grandal 1B Paul Goldschmidt 2B Logan Forsythe 3B Justin Turner SS Chris Owings OF Joc Pederson OF Eric Thames OF Brandon Drury",NA,"","",NA
1964,718885914,"cpb2012 (3/4)",0,117.05,"P Chris Sale P Jacob deGrom C Matt Wieters 1B Logan Morrison 2B Jonathan Schoop 3B Eduardo Núñez SS J.J. Hardy OF Chris Young OF A.J. Pollock OF Howie Kendrick",NA,"","",NA
1964,718910817,"GoliathPix08",0,117.05,"P Chris Sale P Jacob deGrom C Yasmani Grandal 1B Greg Bird 2B Jed Lowrie 3B Travis Shaw SS Chris Owings OF Matt Joyce OF Charlie Blackmon OF A.J. Pollock",NA,"","",NA
1964,718952179,"fredawg13 (18/20)",0,117.05,"P Chris Sale P Jacob deGrom C Buster Posey 1B Eric Thames 2B César Hernández 3B Yunel Escobar SS Brandon Crawford OF Jacoby Ellsbury OF Matt Joyce OF Gerardo Parra",NA,"","",NA
1982,717942442,"gruven (9/22)",0,117,"P Cole Hamels P James Paxton C Gary Sánchez 1B Paul Goldschmidt 2B Daniel Murphy 3B Jake Lamb SS Jonathan Villar OF A.J. Pollock OF Yasmany Tomás OF Brandon Drury",NA,"","",NA
1982,718078740,"scout326 (38/150)",0,117,"P Jacob deGrom P Charlie Morton C J.T. Realmuto 1B Justin Bour 2B Dee Gordon 3B Ryan Zimmerman SS Trea Turner OF Giancarlo Stanton OF Bryce Harper OF Adam Eaton",NA,"","",NA
1982,718228931,"LiquidSchwartz",0,117,"P Jacob deGrom P Charlie Morton C Austin Hedges 1B Paul Goldschmidt 2B José Altuve 3B Alex Bregman SS Carlos Correa OF George Springer OF A.J. Pollock OF Yasmany Tomás",NA,"","",NA
1982,718354862,"ChipotleAddict (142/150)",0,117,"P Michael Pineda P Brandon Finnegan C Gary Sánchez 1B Paul Goldschmidt 2B Dee Gordon 3B Eduardo Núñez SS Trevor Story OF Starling Marte OF Eric Thames OF Adam Duvall",NA,"","",NA
