Actual,FirstName,GameInfo,ID,LastName,Name,Name...ID,Opponent,Position,Projection,Projection_dfn,Projection_reg,Projection_reg_split,RankTargets,RollingTargetPctg,Salary,Team,TierRank,ValueWR
0.0,Erik,HOU@IND,2500,Swoope,Erik Swoope,Erik Swoope (1000000),HOU,TE,0.0,0.0,0.0,0.0,10.0,0.039473684,2500,IND,0.0,0.0
0.0,Stephen,HOU@IND,2500,Anderson,Stephen Anderson,Stephen Anderson (1000000),IND,TE,0.0,1.5,0.782196903763,0.817647392901,8.0,0.031890661,2500,HOU,0.0,0.0
1.0,Rhett,MIN@JAX,2500,Ellison,Rhett Ellison,Rhett Ellison (1000000),JAX,TE,0.0,1.7,0.886489824265,0.926667045288,8.0,0.02764977,2500,MIN,0.0,0.0
5.7,Neal,MIN@JAX,2500,Sterling,Neal Sterling,Neal Sterling (1000000),MIN,TE,0.0,3.8,1.98156548953,2.07137339535,9.0,0.022222222,2500,JAX,0.0,0.0
0.0,Alex,MIN@JAX,2500,Ellis,Alex Ellis,Alex Ellis (1000000),MIN,TE,0.0,0.0,0.0,0.0,0.0,0.0,2500,JAX,0.0,0.0
3.9,Ben,MIN@JAX,2500,Koyack,Ben Koyack,Ben Koyack (1000000),MIN,TE,0.0,5.1,2.6594694728,2.78000113586,8.0,0.028282828,2500,JAX,0.0,0.0
0.0,David,MIN@JAX,2500,Morgan,David Morgan,David Morgan (1000000),JAX,TE,0.0,0.0,0.0,0.0,0.0,0.0,2500,MIN,0.0,0.0
1.5,Garrett,NYJ@SF,2500,Celek,Garrett Celek,Garrett Celek (1000000),NYJ,TE,0.0,4.4,2.29444425104,2.39843235251,5.0,0.093333333,2500,SF,0.0,0.0
3.7,Brandon,NYJ@SF,2500,Bostick,Brandon Bostick,Brandon Bostick (1000000),SF,TE,0.0,0.0,0.0,0.0,10.0,0.01686747,2500,NYJ,0.0,0.0
4.0,Blake,NYJ@SF,2500,Bell,Blake Bell,Blake Bell (1000000),NYJ,TE,0.0,0.0,0.0,0.0,12.0,0.016,2500,SF,0.0,0.0
0.0,Je'Ron,NYJ@SF,2500,Hamm,Je'Ron Hamm,Je'Ron Hamm (1000000),NYJ,TE,0.0,0.0,0.0,0.0,0.0,0.0,2500,SF,0.0,0.0
0.0,Eric,NYJ@SF,2500,Tomlinson,Eric Tomlinson,Eric Tomlinson (1000000),SF,TE,0.0,0.0,0.0,0.0,0.0,0.0,2500,NYJ,0.0,0.0
6.5,Austin,NYJ@SF,2500,Seferian-Jenkins,Austin Seferian-Jenkins,Austin Seferian-Jenkins (1000000),SF,TE,8.85,1.4,4.64565249734,4.82416281292,9.0,0.021686747,2500,NYJ,0.0,0.0
0.0,Cory,ATL@LA,2500,Harkey,Cory Harkey,Cory Harkey (1000000),ATL,TE,0.0,0.0,0.0,0.0,0.0,0.0,2500,LA,0.0,0.0
2.9,Levine,ATL@LA,2500,Toilolo,Levine Toilolo,Levine Toilolo (1000000),LA,TE,2.04,2.0,1.94550866149,2.02629725859,10.0,0.033175355,2500,ATL,0.0,0.0
1.8,Tyler,ATL@LA,2500,Higbee,Tyler Higbee,Tyler Higbee (1000000),ATL,TE,0.0,1.2,0.625757523011,0.654117914321,6.0,0.051470588,2500,LA,0.0,0.0
0.0,Joshua,ATL@LA,2500,Perkins,Joshua Perkins,Joshua Perkins (1000000),LA,TE,0.0,1.3,0.677903983262,0.708627740515,0.0,0.0,2500,ATL,0.0,0.0
0.0,Temarrick,ATL@LA,2500,Hemingway,Temarrick Hemingway,Temarrick Hemingway (1000000),ATL,TE,0.0,0.0,0.0,0.0,0.0,0.0,2500,LA,0.0,0.0
1.5,Austin,ATL@LA,2500,Hooper,Austin Hooper,Austin Hooper (1000000),LA,TE,0.0,6.3,3.28522699581,3.43411905019,7.0,0.059241706,2500,ATL,0.0,0.0
2.1,Luke,SEA@GB,2500,Willson,Luke Willson,Luke Willson (1000000),GB,TE,6.93,1.4,3.79616595007,3.9431268273,7.0,0.033591731,2500,SEA,0.0,0.0
0.0,Brandon,SEA@GB,2500,Williams,Brandon Williams,Brandon Williams (1000000),GB,TE,0.0,0.0,0.0,0.0,13.0,0.005167959,2500,SEA,0.0,0.0
0.0,Nick,SEA@GB,2500,Vannett,Nick Vannett,Nick Vannett (1000000),GB,TE,0.0,0.0,0.0,0.0,10.0,0.010335917,2500,SEA,0.0,0.0
0.0,Larry,DAL@NYG,2500,Donnell,Larry Donnell,Larry Donnell (1000000),DAL,TE,5.71,0.0,2.52633759631,2.6201643114,7.0,0.04496788,2500,NYG,0.0,0.0
0.0,Gavin,DAL@NYG,2500,Escobar,Gavin Escobar,Gavin Escobar (1000000),NYG,TE,2.1,0.0,0.929125911079,0.96363310927,9.0,0.010840108,2500,DAL,0.0,0.0
3.1,Jerell,DAL@NYG,2500,Adams,Jerell Adams,Jerell Adams (1000000),DAL,TE,0.0,2.4,1.25151504602,1.30823582864,10.0,0.029978587,2500,NYG,0.0,0.0
7.0,Vikings,MIN@JAX,3900,,Vikings ,Vikings  (1000000),JAX,DST,,11.7,,,,,3900,MIN,,
6.0,Broncos,DEN@TEN,3800,,Broncos ,Broncos  (1000000),TEN,DST,,6.0,,,,,3800,DEN,,
5.0,Lions,CHI@DET,3600,,Lions ,Lions  (1000000),CHI,DST,,6.8,,,,,3600,DET,,
9.0,Bengals,CIN@CLE,3500,,Bengals ,Bengals  (1000000),CLE,DST,,7.2,,,,,3500,CIN,,
11.0,Titans,DEN@TEN,3300,,Titans ,Titans  (1000000),DEN,DST,,7.3,,,,,3300,TEN,,
6.0,Cardinals,ARI@MIA,3200,,Cardinals ,Cardinals  (1000000),MIA,DST,,9.0,,,,,3200,ARI,,
3.0,Jets,NYJ@SF,3100,,Jets ,Jets  (1000000),SF,DST,7.75,8.3,,,,,3100,NYJ,,
26.0,Falcons,ATL@LA,3100,,Falcons ,Falcons  (1000000),LA,DST,,9.4,,,,,3100,ATL,,
-3.0,Seahawks,SEA@GB,3000,,Seahawks ,Seahawks  (1000000),GB,DST,,7.2,,,,,3000,SEA,,
10.0,Eagles,WAS@PHI,2900,,Eagles ,Eagles  (1000000),WAS,DST,,7.7,,,,,2900,PHI,,
18.0,Panthers,SD@CAR,2900,,Panthers ,Panthers  (1000000),SD,DST,,6.5,,,,,2900,CAR,,
8.0,Texans,HOU@IND,2800,,Texans ,Texans  (1000000),IND,DST,,7.1,,,,,2800,HOU,,
8.0,Steelers,PIT@BUF,2800,,Steelers ,Steelers  (1000000),BUF,DST,,6.6,,,,,2800,PIT,,
9.0,Redskins,WAS@PHI,2700,,Redskins ,Redskins  (1000000),PHI,DST,,7.6,,,,,2700,WAS,,
12.0,Cowboys,DAL@NYG,2700,,Cowboys ,Cowboys  (1000000),NYG,DST,,9.6,,,,,2700,DAL,,
12.0,Dolphins,ARI@MIA,2600,,Dolphins ,Dolphins  (1000000),ARI,DST,,9.8,,,,,2600,MIA,,
3.0,Chargers,SD@CAR,2600,,Chargers ,Chargers  (1000000),CAR,DST,5.45,6.6,,,,,2600,SD,,
4.0,Colts,HOU@IND,2600,,Colts ,Colts  (1000000),HOU,DST,,7.5,,,,,2600,IND,,
8.0,49ers,NYJ@SF,2600,,49ers ,49ers  (1000000),NYJ,DST,5.96,6.4,,,,,2600,SF,,
19.0,Packers,SEA@GB,2600,,Packers ,Packers  (1000000),SEA,DST,9.08,5.1,,,,,2600,GB,,
15.0,Giants,DAL@NYG,2600,,Giants ,Giants  (1000000),DAL,DST,7.3,6.7,,,,,2600,NYG,,
6.0,Bills,PIT@BUF,2500,,Bills ,Bills  (1000000),PIT,DST,,7.0,,,,,2500,BUF,,
2.0,Jaguars,MIN@JAX,2500,,Jaguars ,Jaguars  (1000000),MIN,DST,,6.7,,,,,2500,JAX,,
1.0,Rams,ATL@LA,2500,,Rams ,Rams  (1000000),ATL,DST,8.97,7.5,,,,,2500,LA,,
5.0,Saints,NO@TB,2400,,Saints ,Saints  (1000000),TB,DST,6.82,8.6,,,,,2400,NO,,
11.0,Buccaneers,NO@TB,2400,,Buccaneers ,Buccaneers  (1000000),NO,DST,7.88,7.4,,,,,2400,TB,,
14.0,Bears,CHI@DET,2300,,Bears ,Bears  (1000000),DET,DST,,5.1,,,,,2300,CHI,,
4.0,Browns,CIN@CLE,2200,,Browns ,Browns  (1000000),CIN,DST,,5.9,,,,,2200,CLE,,
