"Position","Name...ID","Name","ID","Salary","GameInfo","Team","FirstName","LastName","Opponent","Projection","Projection_dfn","Projection_fc","Projection_dfn_perturbed","RankTargets","RollingTargetPctg","Projection_reg","Projection_reg_split","Name.Clean","FreqInd","Actual","ValueWR","TierRank"
"RB","Robert Turbin (7395473)","Robert Turbin",7395473,3000,"Ind@Den 04:25PM ET","Ind","Robert","Turbin","Den",3.52,1.6,3.69,1.99752193180504,7,0.0434782608695652,2.74149817271273,NA,"Robert Turbin",0,7,0,0
"RB","Jordan Todman (7395474)","Jordan Todman",7395474,3000,"Ind@Den 04:25PM ET","Ind","Jordan","Todman","Den",0,0,0,0,0,0,0,NA,"Jordan Todman",0,0,0,0
"RB","Kapri Bibbs (7395475)","Kapri Bibbs",7395475,3000,"Ind@Den 04:25PM ET","Den","Kapri","Bibbs","Ind",0,1,0,1,5,0.04,0.488319019822715,NA,"Kapri Bibbs",0,0.7,0,0
"RB","Andy Janovich (7395478)","Andy Janovich",7395478,3000,"Ind@Den 04:25PM ET","Den","Andy","Janovich","Ind",0,0,3.07,0,7,0,0,NA,"Andy Janovich",0,2.1,0,0
"RB","Devontae Booker (7395479)","Devontae Booker",7395479,3000,"Ind@Den 04:25PM ET","Den","Devontae","Booker","Ind",4.77,3.8,6.64,2.04204480727028,7,0,4.51188941298335,NA,"Devontae Booker",0,6.1,0,0
"WR","Jordan Norwood (7395620)","Jordan Norwood",7395620,3000,"Ind@Den 04:25PM ET","Den","Jordan","Norwood","Ind",4.27,2.8,3.16,2.79321859262652,5,0.04,3.74513463449638,NA,"Jordan Norwood",0,5.4,0,0
"WR","Bennie Fowler (7395624)","Bennie Fowler",7395624,3000,"Ind@Den 04:25PM ET","Den","Bennie","Fowler","Ind",0,0,3.39,0.195230181695765,7,0,0,NA,"Bennie Fowler",0,0,0,0
"WR","Jordan Taylor (7395625)","Jordan Taylor",7395625,3000,"Ind@Den 04:25PM ET","Den","Jordan","Taylor","Ind",0,0,0,0,7,0,0,NA,"Jordan Taylor",0,3,0,0
"WR","Quan Bray (7395626)","Quan Bray",7395626,3000,"Ind@Den 04:25PM ET","Ind","Quan","Bray","Den",0,2.9,0,2.9,9,0,1.41612515748587,NA,"Quan Bray",0,1.7,0,0
"WR","Cody Latimer (7395629)","Cody Latimer",7395629,3000,"Ind@Den 04:25PM ET","Den","Cody","Latimer","Ind",0,1.8,3.35,1.86997152470358,7,0,0.878974235680887,NA,"Cody Latimer",0,3.2,0,0
"WR","Chester Rogers (7395630)","Chester Rogers",7395630,3000,"Ind@Den 04:25PM ET","Ind","Chester","Rogers","Den",0,0,0,0,9,0,0,NA,"Chester Rogers",0,0,0,0
"RB","Matt Asiata (7395482)","Matt Asiata",7395482,3000,"GB@Min 08:30PM ET","Min","Matt","Asiata","GB",2.46,1.7,3.48,0,8,0,2.20004626632677,NA,"Matt Asiata",0,3.5,0,0
"RB","Zach Line (7395483)","Zach Line",7395483,3000,"GB@Min 08:30PM ET","Min","Zach","Line","GB",0,0,0,0,8,0,0,NA,"Zach Line",0,0,0,0
"RB","Aaron Ripkowski (7395486)","Aaron Ripkowski",7395486,3000,"GB@Min 08:30PM ET","GB","Aaron","Ripkowski","Min",0,0,0,0,10,0,0,NA,"Aaron Ripkowski",0,0,0,0
"RB","Jhurell Pressley (7395487)","Jhurell Pressley",7395487,3000,"GB@Min 08:30PM ET","GB","Jhurell","Pressley","Min",0,0,0,0,0,0,0,NA,"Jhurell Pressley",0,0,0,0
"WR","Charles Johnson (7395632)","Charles Johnson",7395632,3000,"GB@Min 08:30PM ET","Min","Charles","Johnson","GB",7.79,7.6,5.39,8.97090593299943,3,0.176470588235294,8.04925367064179,NA,"Charles Johnson",0,3.5,0,0
"WR","Jarius Wright (7395633)","Jarius Wright",7395633,3000,"GB@Min 08:30PM ET","Min","Jarius","Wright","GB",0,0,4.32,0,8,0,0,NA,"Jarius Wright",0,0,0,0
"WR","Jared Abbrederis (7395635)","Jared Abbrederis",7395635,3000,"GB@Min 08:30PM ET","GB","Jared","Abbrederis","Min",3.75,1.7,4.01,1.7,7,0.027027027027027,2.91841052368056,NA,"Jared Abbrederis",0,0,0,0
"WR","Ty Montgomery (7395636)","Ty Montgomery",7395636,3000,"GB@Min 08:30PM ET","GB","Ty","Montgomery","Min",0,2.2,0,2.2,7,0.027027027027027,1.07430184360997,NA,"Ty Montgomery",0,0,0,0
"WR","Trevor Davis (7395638)","Trevor Davis",7395638,3000,"GB@Min 08:30PM ET","GB","Trevor","Davis","Min",0,0,0,0,10,0,0,NA,"Trevor Davis",0,0,0,0
"WR","Cordarrelle Patterson (7395639)","Cordarrelle Patterson",7395639,3000,"GB@Min 08:30PM ET","Min","Cordarrelle","Patterson","GB",0,1.1,3.31,0,7,0.0294117647058824,0.537150921804987,NA,"Cordarrelle Patterson",0,-0.2,0,0
"TE","Jared Cook (7395737)","Jared Cook",7395737,3000,"GB@Min 08:30PM ET","GB","Jared","Cook","Min",8.84,8.5,7.25,10.6856159496796,4,0.0810810810810811,9.07345588167718,NA,"Jared Cook",0,7.1,0,6
"TE","Larry Donnell (7395666)","Larry Donnell",7395666,2900,"NO@NYG 01:00PM ET","NYG","Larry","Donnell","NO",8.46,4.7,6.73,4.7,6,0.0714285714285714,7.00623242976603,NA,"Larry Donnell",0,6.4,0,0
"TE","Will Tye (7395668)","Will Tye",7395668,2900,"NO@NYG 01:00PM ET","NYG","Will","Tye","NO",7.94,6.3,6.2,6.3,4,0.107142857142857,7.49796967247154,NA,"Will Tye",0,3,0,0
"TE","Lance Kendricks (7395702)","Lance Kendricks",7395702,2900,"Sea@LA 04:05PM ET","LA","Lance","Kendricks","Sea",4.36,5.6,4.96,5.6,5,0.0882352941176471,5.16254632655954,NA,"Lance Kendricks",0,10.1,0,0
"TE","Austin Seferian-Jenkins (7395715)","Austin Seferian-Jenkins",7395715,2900,"TB@Ari 04:05PM ET","TB","Austin","Seferian-Jenkins","Ari",5.16,4.5,5.59,4.5,7,0,5.07089261861737,NA,"Austin Seferian-Jenkins",0,3.4,0,0
"TE","Jacob Tamme (7395724)","Jacob Tamme",7395724,2900,"Atl@Oak 04:25PM ET","Atl","Jacob","Tamme","Oak",10.59,6.5,8.16,6.5,1,0.210526315789474,9.07134299735666,NA,"Jacob Tamme",1,18.5,0,0
"TE","Clive Walford (7395728)","Clive Walford",7395728,2900,"Atl@Oak 04:25PM ET","Oak","Clive","Walford","Atl",8.6,8.2,8.33,8.2,3,0.121951219512195,8.79331101157152,NA,"Clive Walford",0,17,0,6
"TE","Jordan Cameron (7395674)","Jordan Cameron",7395674,2800,"Mia@NE 01:00PM ET","Mia","Jordan","Cameron","NE",6.49,8,6,8,4,0.111111111111111,7.52064830604381,NA,"Jordan Cameron",0,15.9,0,6
"TE","Dennis Pitta (7395695)","Dennis Pitta",7395695,2800,"Bal@Cle 01:00PM ET","Bal","Dennis","Pitta","Cle",9.15,8.1,7.21,8.1,3,0.129032258064516,9.05075844411994,NA,"Dennis Pitta",0,22.2,0,6
"TE","Virgil Green (7395731)","Virgil Green",7395731,2800,"Ind@Den 04:25PM ET","Den","Virgil","Green","Ind",9.73,7.5,7.94,7.5,3,0.2,9.08075251227685,NA,"Virgil Green",0,7.6,0,7
"TE","Richard Rodgers (7395743)","Richard Rodgers",7395743,2800,"GB@Min 08:30PM ET","GB","Richard","Rodgers","Min",4.95,3,4.8,3,4,0.0810810810810811,4.22147107024431,NA,"Richard Rodgers",0,4.5,0,0
"TE","Luke Willson (7395704)","Luke Willson",7395704,2700,"Sea@LA 04:05PM ET","Sea","Luke","Willson","LA",3.24,4.2,5.14,4.2,5,0.0697674418604651,3.8552035993998,NA,"Luke Willson",0,1.6,0,0
"TE","Garrett Celek (7395647)","Garrett Celek",7395647,2600,"SF@Car 01:00PM ET","SF","Garrett","Celek","Car",5.27,3.1,5.56,3.1,4,0.102564102564103,4.44850185777171,NA,"Garrett Celek",0,2.2,0,0
"TE","Vernon Davis (7395652)","Vernon Davis",7395652,2600,"Dal@Was 01:00PM ET","Was","Vernon","Davis","Dal",3.86,1.1,3.69,1.1,6,0.0238095238095238,2.68667497869307,NA,"Vernon Davis",0,10.1,0,0
"TE","Gavin Escobar (7395654)","Gavin Escobar",7395654,2600,"Dal@Was 01:00PM ET","Dal","Gavin","Escobar","Was",0,1.4,0,1.4,10,0,0.683646627751801,NA,"Gavin Escobar",0,0,0,0
"TE","C.J. Uzomah (7395663)","C.J. Uzomah",7395663,2600,"Cin@Pit 01:00PM ET","Cin","C.J.","Uzomah","Pit",6.91,7.2,6.13,7.2,2,0.166666666666667,7.36387912746361,NA,"C.J. Uzomah",0,3.9,0,7
"TE","Darren Fells (7395710)","Darren Fells",7395710,2600,"TB@Ari 04:05PM ET","Ari","Darren","Fells","TB",3.5,4.1,2.38,4.1,9,0,3.95115829192295,NA,"Darren Fells",0,7.1,0,0
"TE","Cameron Brate (7395714)","Cameron Brate",7395714,2600,"TB@Ari 04:05PM ET","TB","Cameron","Brate","Ari",5.55,5.5,5.68,5.5,5,0.129032258064516,5.77639153019821,NA,"Cameron Brate",0,4.6,0,0
"TE","Marcedes Lewis (7395717)","Marcedes Lewis",7395717,2600,"Jax@SD 04:25PM ET","Jax","Marcedes","Lewis","SD",2.97,1.7,4.03,1.7,6,0.0512820512820513,2.48405074016432,NA,"Marcedes Lewis",0,9.7,0,0
"TE","Mychal Rivera (7395726)","Mychal Rivera",7395726,2600,"Atl@Oak 04:25PM ET","Oak","Mychal","Rivera","Atl",0,3.9,0,3.9,10,0,1.90444417730859,NA,"Mychal Rivera",0,0,0,0
"TE","Ed Dickson (7395645)","Ed Dickson",7395645,2500,"SF@Car 01:00PM ET","Car","Ed","Dickson","SF",0,2.8,3.34,2.8,9,0,1.3672932555036,NA,"Ed Dickson",0,0,0,0
"TE","Kyle Nelson (7395646)","Kyle Nelson",7395646,2500,"SF@Car 01:00PM ET","SF","Kyle","Nelson","Car",0,0,0,0,0,0,0,NA,"Kyle Nelson",0,0,0,0
"TE","Blake Bell (7395649)","Blake Bell",7395649,2500,"SF@Car 01:00PM ET","SF","Blake","Bell","Car",0,2.4,0,2.4,9,0,1.17196564757452,NA,"Blake Bell",0,1.6,0,0
"TE","Scott Simonson (7395650)","Scott Simonson",7395650,2500,"SF@Car 01:00PM ET","Car","Scott","Simonson","SF",0,0,0,0,0,0,0,NA,"Scott Simonson",0,0,0,0
"TE","Niles Paul (7395653)","Niles Paul",7395653,2500,"Dal@Was 01:00PM ET","Was","Niles","Paul","Dal",0,0,0,0,10,0,0,NA,"Niles Paul",0,2.6,0,0
"TE","Geoff Swaim (7395656)","Geoff Swaim",7395656,2500,"Dal@Was 01:00PM ET","Dal","Geoff","Swaim","Was",0,0,1.99,0,8,0.0222222222222222,0,NA,"Geoff Swaim",0,4.9,0,0
"TE","Clark Harris (7395657)","Clark Harris",7395657,2500,"Cin@Pit 01:00PM ET","Cin","Clark","Harris","Pit",0,0,0,0,0,0,0,NA,"Clark Harris",0,0,0,0
"TE","David Johnson (7395658)","David Johnson",7395658,2500,"Cin@Pit 01:00PM ET","Pit","David","Johnson","Cin",0,1.1,0,1.1,3,0.153846153846154,0.537150921804987,NA,"David Johnson",0,1.5,0,0
"TE","Ryan Hewitt (7395659)","Ryan Hewitt",7395659,2500,"Cin@Pit 01:00PM ET","Cin","Ryan","Hewitt","Pit",0,0,0,0,0,0,0,NA,"Ryan Hewitt",0,0,0,0
"TE","Xavier Grimble (7395661)","Xavier Grimble",7395661,2500,"Cin@Pit 01:00PM ET","Pit","Xavier","Grimble","Cin",0,1.3,0,1.3,6,0,0.63481472576953,NA,"Xavier Grimble",0,10.6,0,0
"TE","Tyler Kroft (7395662)","Tyler Kroft",7395662,2500,"Cin@Pit 01:00PM ET","Cin","Tyler","Kroft","Pit",3.8,3.5,4.04,3.5,7,0,3.82522833522787,NA,"Tyler Kroft",0,6.5,0,0
"TE","Josh Hill (7395667)","Josh Hill",7395667,2500,"NO@NYG 01:00PM ET","NO","Josh","Hill","NYG",0,0,0,0,9,0,0,NA,"Josh Hill",0,0,0,0
"TE","Chris Manhertz (7395669)","Chris Manhertz",7395669,2500,"NO@NYG 01:00PM ET","NO","Chris","Manhertz","NYG",0,0,0,0,0,0,0,NA,"Chris Manhertz",0,0,0,0
"TE","Jerell Adams (7395670)","Jerell Adams",7395670,2500,"NO@NYG 01:00PM ET","NYG","Jerell","Adams","NO",0,0,0,0,8,0,0,NA,"Jerell Adams",0,0,0,0
"TE","Clay Harbor (7395671)","Clay Harbor",7395671,2500,"Mia@NE 01:00PM ET","NE","Clay","Harbor","Mia",0,0,0,0,9,0,0,NA,"Clay Harbor",0,0,0,0
"TE","MarQueis Gray (7395675)","MarQueis Gray",7395675,2500,"Mia@NE 01:00PM ET","Mia","MarQueis","Gray","NE",0,0,0,0,7,0,0,NA,"MarQueis Gray",0,0,0,0
"TE","Dion Sims (7395676)","Dion Sims",7395676,2500,"Mia@NE 01:00PM ET","Mia","Dion","Sims","NE",0,1.2,2.04,1.2,7,0,0.585982823787258,NA,"Dion Sims",0,3.1,0,0
"TE","A.J. Derby (7395677)","A.J. Derby",7395677,2500,"Mia@NE 01:00PM ET","NE","A.J.","Derby","Mia",0,2.3,0,2.3,7,0,1.12313374559224,NA,"A.J. Derby",0,0,0,0
"TE","Ryan Griffin (7395679)","Ryan Griffin",7395679,2500,"KC@Hou 01:00PM ET","Hou","Ryan","Griffin","KC",5.73,5.3,4.99,5.3,6,0.0571428571428571,5.7789645993528,NA,"Ryan Griffin",0,1.5,0,0
"TE","James Winchester (7395680)","James Winchester",7395680,2500,"KC@Hou 01:00PM ET","KC","James","Winchester","Hou",0,0,0,0,0,0,0,NA,"James Winchester",0,0,0,0
"TE","James O'Shaughnessy (7395681)","James O'Shaughnessy",7395681,2500,"KC@Hou 01:00PM ET","KC","James","O'Shaughnessy","Hou",0,0,0,0,11,0,0,NA,"James OShaughnessy",0,0,0,0
"TE","C.J. Fiedorowicz (7395682)","C.J. Fiedorowicz",7395682,2500,"KC@Hou 01:00PM ET","Hou","C.J.","Fiedorowicz","KC",2.61,2.1,0,2.1,6,0.0571428571428571,2.47890460185514,NA,"C.J. Fiedorowicz",0,1.1,0,0
"TE","Ross Travis (7395683)","Ross Travis",7395683,2500,"KC@Hou 01:00PM ET","KC","Ross","Travis","Hou",0,0,0,0,8,0.0222222222222222,0,NA,"Ross Travis",0,0,0,0
"TE","Demetrius Harris (7395684)","Demetrius Harris",7395684,2500,"KC@Hou 01:00PM ET","KC","Demetrius","Harris","Hou",2.97,0,3.51,0,7,0.0666666666666667,1.6539084064657,NA,"Demetrius Harris",0,0,0,0
"TE","Stephen Anderson (7395685)","Stephen Anderson",7395685,2500,"KC@Hou 01:00PM ET","Hou","Stephen","Anderson","KC",3.07,0,4.08,0,4,0.0857142857142857,1.70959555819855,NA,"Stephen Anderson",0,3.5,0,0
"TE","Anthony Fasano (7395686)","Anthony Fasano",7395686,2500,"Ten@Det 01:00PM ET","Ten","Anthony","Fasano","Det",0,1.5,0,1.5,8,0,0.732478529734073,NA,"Anthony Fasano",0,1.1,0,0
"TE","Beau Brinkley (7395688)","Beau Brinkley",7395688,2500,"Ten@Det 01:00PM ET","Ten","Beau","Brinkley","Det",0,0,0,0,0,0,0,NA,"Beau Brinkley",0,0,0,0
"TE","Orson Charles (7395689)","Orson Charles",7395689,2500,"Ten@Det 01:00PM ET","Det","Orson","Charles","Ten",0,0,0,0,0,0,0,NA,"Orson Charles",0,0,0,0
"TE","Jace Amaro (7395690)","Jace Amaro",7395690,2500,"Ten@Det 01:00PM ET","Ten","Jace","Amaro","Det",0,0,0,0,8,0,0,NA,"Jace Amaro",0,0,0,0
"TE","Phillip Supernaw (7395692)","Phillip Supernaw",7395692,2500,"Ten@Det 01:00PM ET","Ten","Phillip","Supernaw","Det",0,0,0,0,8,0,0,NA,"Phillip Supernaw",0,1.7,0,0
"TE","Cole Wick (7395693)","Cole Wick",7395693,2500,"Ten@Det 01:00PM ET","Det","Cole","Wick","Ten",0,0,0,0,7,0.0263157894736842,0,NA,"Cole Wick",0,0,0,0
"TE","Khari Lee (7395694)","Khari Lee",7395694,2500,"Ten@Det 01:00PM ET","Det","Khari","Lee","Ten",0,1.7,0,1.7,9,0,0.830142333698616,NA,"Khari Lee",0,0,0,0
"TE","Crockett Gillmore (7395697)","Crockett Gillmore",7395697,2500,"Bal@Cle 01:00PM ET","Bal","Crockett","Gillmore","Cle",5.21,5.4,3.36,5.4,9,0.032258064516129,5.53822331232424,NA,"Crockett Gillmore",0,3.2,0,0
"TE","Randall Telfer (7395698)","Randall Telfer",7395698,2500,"Bal@Cle 01:00PM ET","Cle","Randall","Telfer","Bal",0,0,0,0,8,0,0,NA,"Randall Telfer",0,0,0,0
"TE","Seth DeValve (7395699)","Seth DeValve",7395699,2500,"Bal@Cle 01:00PM ET","Cle","Seth","DeValve","Bal",0,0,0,0,8,0,0,NA,"Seth DeValve",0,0,0,0
"TE","Maxx Williams (7395700)","Maxx Williams",7395700,2500,"Bal@Cle 01:00PM ET","Bal","Maxx","Williams","Cle",0,2,0,2,0,0,0.97663803964543,NA,"Maxx Williams",0,0,0,0
"TE","Cory Harkey (7395703)","Cory Harkey",7395703,2500,"Sea@LA 04:05PM ET","LA","Cory","Harkey","Sea",0,0,0,0,0,0,0,NA,"Cory Harkey",0,0,0,0
"TE","Brandon Williams (7395705)","Brandon Williams",7395705,2500,"Sea@LA 04:05PM ET","Sea","Brandon","Williams","LA",0,0,0,0,10,0,0,NA,"Brandon Williams",0,0,0,0
"TE","Tyler Higbee (7395706)","Tyler Higbee",7395706,2500,"Sea@LA 04:05PM ET","LA","Tyler","Higbee","Sea",4.98,2.4,3.04,2.4,4,0.117647058823529,3.94518580387054,NA,"Tyler Higbee",0,0,0,0
"TE","Nick Vannett (7395707)","Nick Vannett",7395707,2500,"Sea@LA 04:05PM ET","Sea","Nick","Vannett","LA",0,1.4,0,1.4,10,0,0.683646627751801,NA,"Nick Vannett",0,0,0,0
"TE","Temarrick Hemingway (7395708)","Temarrick Hemingway",7395708,2500,"Sea@LA 04:05PM ET","LA","Temarrick","Hemingway","Sea",0,0,0,0,0,0,0,NA,"Temarrick Hemingway",0,0,0,0
"TE","Brandon Myers (7395709)","Brandon Myers",7395709,2500,"TB@Ari 04:05PM ET","TB","Brandon","Myers","Ari",0,0,0,0,7,0.032258064516129,0,NA,"Brandon Myers",0,0,0,0
"TE","Andrew DePaola (7395711)","Andrew DePaola",7395711,2500,"TB@Ari 04:05PM ET","TB","Andrew","DePaola","Ari",0,0,0,0,0,0,0,NA,"Andrew DePaola",0,0,0,0
"TE","Jermaine Gresham (7395712)","Jermaine Gresham",7395712,2500,"TB@Ari 04:05PM ET","Ari","Jermaine","Gresham","TB",4.28,3.1,5.2,3.1,5,0.102564102564103,3.89719905561648,NA,"Jermaine Gresham",0,0,0,0
"TE","Luke Stocker (7395713)","Luke Stocker",7395713,2500,"TB@Ari 04:05PM ET","TB","Luke","Stocker","Ari",0,0,0,0,8,0,0,NA,"Luke Stocker",0,0,0,0
"TE","Troy Niklas (7395716)","Troy Niklas",7395716,2500,"TB@Ari 04:05PM ET","Ari","Troy","Niklas","TB",0,0,0,0,9,0,0,NA,"Troy Niklas",0,0,0,0
"TE","Sean McGrath (7395719)","Sean McGrath",7395719,2500,"Jax@SD 04:25PM ET","SD","Sean","McGrath","Jax",0,0,0,0,8,0,0,NA,"Sean McGrath",0,0,0,0
"TE","Ben Koyack (7395722)","Ben Koyack",7395722,2500,"Jax@SD 04:25PM ET","Jax","Ben","Koyack","SD",0,0,0,0,8,0,0,NA,"Ben Koyack",0,0,0,0
"TE","Hunter Henry (7395723)","Hunter Henry",7395723,2500,"Jax@SD 04:25PM ET","SD","Hunter","Henry","Jax",3.18,3.9,6.23,3.9,7,0.0512820512820513,3.67529560241328,NA,"Hunter Henry",0,0,0,0
"TE","Lee Smith (7395725)","Lee Smith",7395725,2500,"Atl@Oak 04:25PM ET","Oak","Lee","Smith","Atl",0,0,3.06,0,10,0,0,NA,"Lee Smith",0,6.4,0,0
"TE","Levine Toilolo (7395727)","Levine Toilolo",7395727,2500,"Atl@Oak 04:25PM ET","Atl","Levine","Toilolo","Oak",0,0,0,0,9,0,0,NA,"Levine Toilolo",0,4.1,0,0
"TE","Joshua Perkins (7395729)","Joshua Perkins",7395729,2500,"Atl@Oak 04:25PM ET","Atl","Joshua","Perkins","Oak",0,0,0,0,0,0,0,NA,"Joshua Perkins",0,0,0,0
"TE","Austin Hooper (7395730)","Austin Hooper",7395730,2500,"Atl@Oak 04:25PM ET","Atl","Austin","Hooper","Oak",0,2.3,3.73,2.3,7,0.0263157894736842,1.12313374559224,NA,"Austin Hooper",0,11.4,0,0
"TE","John Phillips (7395732)","John Phillips",7395732,2500,"Ind@Den 04:25PM ET","Den","John","Phillips","Ind",0,0,0,0,0,0,0,NA,"John Phillips",0,0,0,0
"TE","Jack Doyle (7395734)","Jack Doyle",7395734,2500,"Ind@Den 04:25PM ET","Ind","Jack","Doyle","Den",3.66,2.7,4.24,2.7,6,0.0869565217391304,3.35661110694371,NA,"Jack Doyle",1,7.7,0,0
"TE","Erik Swoope (7395735)","Erik Swoope",7395735,2500,"Ind@Den 04:25PM ET","Ind","Erik","Swoope","Den",0,0,0,0,9,0,0,NA,"Erik Swoope",0,0,0,0
"TE","Jeff Heuerman (7395736)","Jeff Heuerman",7395736,2500,"Ind@Den 04:25PM ET","Den","Jeff","Heuerman","Ind",0,2.5,0,2.5,7,0,1.22079754955679,NA,"Jeff Heuerman",0,0,0,0
"TE","Rhett Ellison (7395738)","Rhett Ellison",7395738,2500,"GB@Min 08:30PM ET","Min","Rhett","Ellison","GB",0,0,0,0,8,0,0,NA,"Rhett Ellison",0,0,0,0
"TE","Kevin McDermott (7395739)","Kevin McDermott",7395739,2500,"GB@Min 08:30PM ET","Min","Kevin","McDermott","GB",0,0,0,0,0,0,0,NA,"Kevin McDermott",0,0,0,0
"TE","Justin Perillo (7395741)","Justin Perillo",7395741,2500,"GB@Min 08:30PM ET","GB","Justin","Perillo","Min",0,0,0,0,10,0,0,NA,"Justin Perillo",0,0,0,0
"TE","MyCole Pruitt (7395742)","MyCole Pruitt",7395742,2500,"GB@Min 08:30PM ET","Min","MyCole","Pruitt","GB",0,2.4,0,2.4,8,0,1.17196564757452,NA,"MyCole Pruitt",0,0,0,0
"TE","David Morgan (7395744)","David Morgan",7395744,2500,"GB@Min 08:30PM ET","Min","David","Morgan","GB",0,0,0,0,0,0,0,NA,"David Morgan",0,0,0,0
