"VBR","Player","Team","Positions","Opp","AB","R","HR","RBI","SB","AVG","OBP","H","2B","3B","BB","SO","Own"
" ","Matt Carpenter","STL","1B,2B,3B","PIT","3.52","0.53","0.24","0.51","0.01",".312",".400","1.1","0.45","0.03","0.51","0.61",""
" ","Mark Hamilton","ATL","1B","SD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Pete Kozma","NYY","2B,SS","CWS","0.19","0.02","0","0.01","0",".221",".268","0.04","0.01","0","0.01","0.03",""
" ","Adron Chambers","HOU","LF,CF","LAA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Shane Robinson","LAA","LF,CF","@HOU","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Paul Goldschmidt","ARI","1B","@LAD","3.72","0.48","0.12","0.59","0.28",".221",".395","0.82","0.22","0.01","1.06","1.15",""
" ","David Winfree","ARI","CF","@LAD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Tommy Field","MIN","2B,SS","CLE","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Ivan De Jesus","MIL","1B,2B,3B,SS,LF","@CHC","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Justin Sellers","SD","2B,SS","@ATL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Scott Van Slyke","LAD","LF,RF","ARI","0.33","0.05","0.01","0.03","0.01",".219",".322","0.07","0.02","0","0.05","0.09",""
" ","Yasmani Grandal","LAD","C","ARI","2.72","0.26","0.15","0.4","0.01",".232",".374","0.63","0.07","0.01","0.61","0.86",""
" ","James Darnell","TB","LF","@BOS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Logan Forsythe","LAD","2B","ARI","3.94","0.69","0.16","0.49","0.05",".265",".332","1.04","0.19","0.03","0.33","1.23",""
" ","Andy Parrino","CWS","SS","@NYY","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Josmil Pinto","MIL","C","@CHC","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Rymer Liriano","CWS","RF","@NYY","3.47","0.39","0.09","0.33","0.09",".220",".292","0.76","0.15","0","0.32","1.11",""
" ","Hector Sanchez","SD","C","@ATL","0.38","0.04","0.01","0.05","0",".265",".308","0.1","0.02","0","0.02","0.08",""
" ","Chris Stewart","PIT","C","@STL","0.09","0.01","0","0.01","0",".202",".284","0.02","0","0","0.01","0.01",""
" ","Domingo Santana","MIL","RF","@CHC","3.02","0.28","0.17","0.34","0.06",".200",".278","0.6","0.12","0.01","0.3","1.54",""
" ","Charlie Culberson","LAD","2B,3B,SS","ARI","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Justin Christian","TB","LF","@BOS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Norichika Aoki","HOU","LF,CF","LAA","2.96","0.45","0.04","0.23","0.06",".286",".355","0.85","0.16","0.04","0.29","0.28",""
" ","Jason Pridie","ARI","LF,RF,CF","@LAD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Aaron Hicks","NYY","LF,CF,RF","CWS","4.14","0.51","0.15","0.41","0.06",".208",".268","0.86","0.16","0.01","0.35","0.7",""
" ","Kolten Wong","STL","2B,CF","PIT","3.29","0.36","0.08","0.28","0.05",".235",".299","0.77","0.17","0.04","0.25","0.39",""
" ","Xavier Avery","ATL","LF","SD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Brock Holt","BOS","3B,LF","TB","0.68","0.05","0.01","0.05","0.02",".256",".356","0.17","0.03","0.01","0.1","0.24",""
" ","Dorssys Paulino","CLE","LF,SS","@MIN","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Luis Sardinas","SD","SS","@ATL","0.47","0.06","0.01","0.05","0.02",".272",".304","0.13","0.02","0","0.02","0.11",""
" ","Tim Beckham","TB","1B,2B,SS","@BOS","3.11","0.4","0.07","0.26","0.06",".225",".270","0.7","0.16","0.05","0.18","0.97",""
" ","Delino DeShields","TEX","LF,CF","@OAK","0.27","0.05","0","0.02","0.01",".210",".299","0.06","0.01","0","0.03","0.09",""
" ","Yan Gomes","CLE","C","@MIN","3.99","0.33","0.18","0.53","0.01",".198",".234","0.79","0.15","0.01","0.16","0.9",""
" ","Matt Davidson","CWS","3B,DH","@NYY","3.64","0.53","0.18","0.62","0.01",".249",".314","0.91","0.12","0.01","0.32","1.61",""
" ","Quintin Berry","MIN","CF,LF","CLE","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Leury Garcia","CWS","CF","@NYY","2.79","0.24","0.05","0.24","0.11",".261",".306","0.73","0.16","0.02","0.16","0.81",""
" ","Marcus Semien","OAK","SS","TEX","3.75","0.38","0.16","0.51","0.07",".212",".296","0.8","0.15","0.02","0.43","0.96",""
" ","Chris Herrmann","ARI","C","@LAD","0.47","0.07","0.01","0.08","0.01",".207",".306","0.1","0.01","0","0.06","0.21",""
" ","Brian Dozier","MIN","2B","CLE","4.24","0.57","0.24","0.7","0.1",".265",".359","1.12","0.21","0.02","0.6","1.16",""
" ","Mason Williams","NYY","RF","CWS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Kole Calhoun","LAA","RF","@HOU","3.47","0.59","0.12","0.4","0.01",".260",".342","0.9","0.2","0.04","0.42","0.67",""
" ","Eddie Rosario","MIN","LF,CF","CLE","3.66","0.43","0.11","0.37","0.05",".226",".250","0.83","0.22","0.02","0.11","1.57",""
" ","Jake Marisnick","HOU","LF,CF","LAA","0.11","0.02","0","0.01","0.01",".198",".237","0.02","0.01","0","0","0.04",""
" ","Hiroyuki Nakajima","OAK","SS","TEX","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jackie Bradley","BOS","CF","TB","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Francisco Lindor","CLE","SS","@MIN","4.09","0.86","0.09","0.51","0.25",".396",".448","1.62","0.21","0.04","0.39","0.44",""
" ","Andrew Lambo","OAK","RF,LF","TEX","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Mike Olt","BOS","3B","TB","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jurickson Profar","TEX","1B,2B,3B,SS,LF","@OAK","3.42","0.44","0.06","0.33","0.03",".229",".321","0.78","0.13","0.04","0.44","0.75",""
" ","Chris Colabello","CLE","1B,LF,RF","@MIN","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Andrelton Simmons","LAA","SS","@HOU","3.41","0.34","0.04","0.35","0.05",".275",".320","0.94","0.16","0.02","0.22","0.33",""
" ","Ed Lucas","ARI","2B,SS,3B","@LAD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Donovan Solano","NYY","2B","CWS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Yasiel Puig","LAD","RF","ARI","3.75","0.43","0.21","0.61","0.06",".281",".349","1.05","0.2","0.03","0.36","1.12",""
" ","Jose Abreu","CWS","1B","@NYY","4.14","0.6","0.26","0.7","0.01",".241",".315","1","0.16","0.01","0.38","0.92",""
" ","Christian Yelich","MIA","LF,CF","@SEA","4.01","0.44","0.11","0.7","0.07",".304",".361","1.22","0.18","0.01","0.35","1.1",""
" ","Josh Rutledge","BOS","3B","TB","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Javier Baez","CHC","2B,3B,SS","MIL","0.48","0.06","0.03","0.06","0.01",".299",".331","0.14","0.03","0","0.02","0.12",""
" ","Evan Gattis","HOU","C,DH","LAA","4.1","0.49","0.52","0.68","0.01",".259",".317","1.06","0.13","0.02","0.32","1.52",""
" ","Alen Hanson","PIT","2B","@STL","0.28","0.03","0","0.02","0.02",".282",".336","0.08","0.01","0","0.02","0.06",""
" ","George Springer","HOU","CF,RF","LAA","4.14","0.71","0.31","0.46","0.06",".261",".340","1.08","0.16","0.06","0.44","1.38",""
" ","Sandy Leon","BOS","C","TB","3.41","0.45","0.07","0.48","0",".327",".400","1.11","0.21","0.01","0.41","0.77",""
" ","Wilfredo Tovar","STL","2B,SS","PIT","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Corey Brown","LAD","RF,LF","ARI","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Matt Adams","STL","1B,LF","PIT","0.53","0.05","0.04","0.08","0",".282",".332","0.15","0.05","0","0.04","0.11",""
" ","Jedd Gyorko","STL","1B,2B,3B,SS","PIT","3.31","0.34","0.16","0.53","0.01",".195",".246","0.65","0.11","0.02","0.21","1.06",""
" ","Nick Franklin","MIL","1B,2B,SS,LF,RF","@CHC","0.37","0.03","0.01","0.06","0.01",".252",".315","0.09","0.02","0","0.03","0.1",""
" ","Miguel Sano","MIN","3B,RF,DH","CLE","3.69","0.38","0.19","0.58","0.01",".255",".353","0.94","0.17","0.02","0.55","1.96",""
" ","A.J. Pollock","ARI","CF","@LAD","3.79","0.59","0.12","0.46","0.39",".251",".347","0.95","0.25","0.02","0.55","0.68",""
" ","Andrew Brown","LAA","LF,RF","@HOU","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jonathan Singleton","HOU","1B","LAA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Munenori Kawasaki","CHC","2B","MIL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Mike Zunino","SEA","C","MIA","3.5","0.32","0.16","0.56","0",".192",".272","0.67","0.17","0.01","0.32","1.06",""
" ","Josh Bell","PIT","1B,RF","@STL","2.67","0.35","0.06","0.41","0.02",".275",".365","0.73","0.17","0.02","0.38","0.38",""
" ","Kensuke Tanaka","TEX","LF","@OAK","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Addison Russell","CHC","SS","MIL","4.21","0.49","0.2","0.71","0.04",".279",".344","1.17","0.31","0.04","0.38","0.92",""
" ","Albert Almora","CHC","CF","MIL","0.14","0.02","0","0.02","0",".318",".350","0.04","0.01","0","0.01","0.03",""
" ","Gary Sanchez","NYY","C","CWS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Byron Buxton","MIN","CF","CLE","3.45","0.44","0.12","0.45","0.11",".225",".295","0.77","0.19","0.03","0.32","1.73",""
" ","Carlos Correa","HOU","SS","LAA","3.92","0.5","0.24","0.63","0.08",".268",".335","1.05","0.23","0.04","0.37","1.14",""
" ","Austin Hedges","SD","C","@ATL","3.33","0.42","0.12","0.4","0.01",".281",".318","0.94","0.2","0.01","0.16","0.68",""
" ","Blake Swihart","BOS","C,LF","TB","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Bobby Borchering","HOU","1B","LAA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Brad Miller","TB","1B,2B,SS","@BOS","3.78","0.52","0.1","0.59","0.03",".214",".268","0.81","0.24","0.05","0.27","1",""
" ","Bryce Brentz","BOS","LF","TB","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","C.J. Cron","LAA","1B","@HOU","3.01","0.42","0.15","0.53","0.02",".289",".338","0.87","0.19","0.02","0.21","0.56",""
" ","Carlos Sanchez","CWS","2B","@NYY","3.84","0.28","0.11","0.38","0.04",".218",".252","0.84","0.19","0","0.16","0.95",""
" ","Cory Spangenberg","SD","2B","@ATL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Courtney Hawkins","CWS","LF","@NYY","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Dan Vogelbach","SEA","1B","MIA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Gregory Polanco","PIT","LF,RF","@STL","3.9","0.63","0.14","0.62","0.15",".265",".332","1.03","0.26","0.04","0.39","0.8",""
" ","Jeremy Barfield","OAK","RF","TEX","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Joey Gallo","TEX","3B","@OAK","3.27","0.34","0.11","0.43","0.07",".188",".304","0.61","0.16","0.03","0.54","1.66",""
" ","Jonathan Galvez","NYY","SS,3B","CWS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Kaleb Cowart","LAA","2B,3B","@HOU","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Kolbrin Vitek","BOS","CF,3B","TB","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Marcell Ozuna","MIA","LF,CF,RF","@SEA","4.14","0.57","0.22","0.63","0.01",".249",".293","1.03","0.15","0.02","0.25","0.81",""
" ","Miles Head","OAK","3B","TEX","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Nate Freiman","BOS","1B","TB","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Richie Shaffer","CLE","1B","@MIN","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Tyler Austin","NYY","1B","CWS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Brandon Jacobs","ARI","LF","@LAD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Christian Bethancourt","SD","C","@ATL","0.13","0.01","0","0.01","0",".240",".280","0.03","0.01","0","0.01","0.04",""
" ","Jeremy Hazelbaker","ARI","LF,CF","@LAD","0.33","0.07","0.01","0.05","0.02",".183",".308","0.06","0.01","0","0.06","0.14",""
" ","Joc Pederson","LAD","CF","ARI","0.45","0.05","0.02","0.07","0.01",".183",".282","0.08","0.02","0","0.06","0.26",""
" ","Jonathan Villar","MIL","2B,3B,SS","@CHC","3.43","0.32","0.05","0.29","0.49",".252",".340","0.87","0.18","0.02","0.45","1.08",""
" ","Nick Delmonico","MIL","1B,3B","@CHC","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Reymond Fuentes","ARI","CF,RF","@LAD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Rougned Odor","TEX","2B","@OAK","4.07","0.53","0.17","0.63","0.09",".257",".288","1.04","0.28","0.04","0.14","0.92",""
" ","Trayce Thompson","LAD","LF,CF,RF","ARI","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Tyler Saladino","CWS","2B,3B,SS","@NYY","4.14","0.35","0.08","0.53","0.16",".282",".331","1.17","0.2","0.01","0.26","0.74",""
" ","Vincent Catricala","MIL","3B","@CHC","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Leon Landry","SEA","LF,3B","MIA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Drew Vettleson","TB","RF","@BOS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Deven Marrero","BOS","2B","TB","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Robbie Grossman","MIN","LF","CLE","2.89","0.29","0.06","0.26","0.02",".198",".316","0.57","0.14","0.01","0.49","1.45",""
" ","Greg Garcia","STL","2B,3B,SS","PIT","0.29","0.03","0.01","0.02","0",".286",".376","0.08","0.02","0","0.04","0.04",""
" ","A.J. Jimenez","TEX","C","@OAK","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Khris Davis","OAK","LF,DH","TEX","4.07","0.52","0.35","0.72","0.02",".229",".302","0.93","0.13","0.02","0.39","1.25",""
" ","Cody Asche","CWS","LF,DH","@NYY","3.07","0.44","0.1","0.24","0.02",".220",".293","0.67","0.19","0.01","0.3","0.99",""
" ","Jaff Decker","OAK","RF","TEX","0.09","0.01","0","0.01","0",".235",".288","0.02","0","0","0.01","0.03",""
" ","Wilkin Ramirez","MIN","LF,CF,RF","CLE","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Corey Seager","LAD","SS","ARI","3.64","0.45","0.09","0.39","0.03",".250",".298","0.91","0.24","0.04","0.24","1.58",""
" ","Stryker Trahan","ARI","C,RF","@LAD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Ronald Torreyes","NYY","2B,3B,SS","CWS","2.82","0.35","0.06","0.27","0.03",".226",".270","0.64","0.11","0.02","0.15","0.35",""
" ","Stetson Allie","PIT","RF,1B","@STL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Nick Noonan","MIL","SS","@CHC","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Derek Dietrich","MIA","1B,2B,3B,LF","@SEA","0.27","0.02","0.01","0.03","0",".218",".321","0.06","0.02","0","0.03","0.07",""
" ","Lewis Brinson","MIL","CF","@CHC","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Josh Phegley","OAK","C","TEX","3.29","0.39","0.09","0.49","0.01",".230",".295","0.76","0.17","0","0.27","0.55",""
" ","Teoscar Hernandez","HOU","LF,CF,RF","LAA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Mallex Smith","TB","LF,CF","@BOS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Lee Orr","SD","LF,RF","@ATL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Heiker Meneses","BOS","2B","TB","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Orlando Arcia","MIL","SS","@CHC","3.35","0.22","0.09","0.25","0.22",".172",".202","0.57","0.11","0.05","0.12","1.05",""
" ","Roderick Shoulders","CHC","1B","MIL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Alex Glenn","ARI","LF,CF","@LAD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Nathan Hanson","MIN","3B","CLE","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Logan Vick","CLE","LF","@MIN","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Zane Chavez","PIT","C","@STL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Brian Hernandez","LAA","3B","@HOU","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Renato Nunez","OAK","DH","TEX","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Robert Kral","SD","C","@ATL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jason Rogers","PIT","1B","@STL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jabari Henry","SEA","LF","MIA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Chris Taylor","LAD","2B,3B,SS","ARI","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Michael Snyder","LAA","1B","@HOU","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Ryan Court","ARI","3B","@LAD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Chris Bostick","PIT","2B","@STL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Zach Borenstein","ARI","LF","@LAD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jacob Wilson","STL","2B,3B","PIT","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Gioskar Amaya","CHC","SS,C","MIL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Chad Oberacker","OAK","LF","TEX","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Michael Reed","MIL","CF","@CHC","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","J.D. Williams","MIN","LF","CLE","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Mookie Betts","BOS","RF","TB","4.1","0.7","0.15","0.68","0.08",".281",".336","1.15","0.29","0.02","0.34","0.53",""
" ","Robby Hefflinger","ATL","RF","SD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Nick Buss","SD","LF","@ATL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Brandon Bantz","SEA","C","MIA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Kris Bryant","CHC","1B,3B,LF,RF","MIL","4.15","0.84","0.36","0.66","0.05",".346",".425","1.44","0.39","0.04","0.51","0.97",""
" ","Clint Frazier","NYY","CF,LF","CWS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Austin Meadows","PIT","CF","@STL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Colin Moran","HOU","3B","LAA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","D.J. Peterson","SEA","3B,1B","MIA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Nick Ciuffo","TB","C","@BOS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Aaron Judge","NYY","RF","CWS","4.05","0.67","0.26","0.62","0.03",".227",".310","0.92","0.18","0.01","0.46","1.23",""
" ","Tim Anderson","CWS","SS","@NYY","4.16","0.46","0.11","0.32","0.14",".292",".313","1.21","0.16","0.04","0.11","1.2",""
" ","Hunter Renfroe","SD","RF","@ATL","3.8","0.56","0.24","0.4","0.06",".258",".300","0.98","0.26","0.02","0.21","0.68",""
" ","Billy McKinney","NYY","CF,RF","CWS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Oscar Mercado","STL","SS","PIT","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Eric Jagielo","NYY","3B","CWS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Chad Pinder","OAK","2B","TEX","0.1","0.01","0","0.01","0",".164",".218","0.02","0","0","0.01","0.03",""
" ","Travis Demeritte","ATL","2B,SS","SD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Dustin Peterson","ATL","LF,SS","SD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jordan Paroubeck","SD","LF","@ATL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Michael O'Neill","NYY","LF","CWS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Chris Rivera","STL","2B","PIT","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jeremy Martinez","STL","C","PIT","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Justin Williams","TB","RF,LF","@BOS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Zack Collins","CWS","C","@NYY","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Riley Unroe","TB","2B","@BOS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Matt Duffy","TB","3B,SS","@BOS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Yu-Cheng Chang","CLE","SS","@MIN","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Dalton Hicks","MIN","1B","CLE","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Tucker Neuhaus","MIL","SS","@CHC","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Tyler O'Neill","SEA","LF,RF","MIA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jacob Hannemann","CHC","CF","MIL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Daniel Palka","MIN","1B,RF","CLE","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jacob May","CWS","CF","@NYY","3.41","0.36","0.06","0.32","0.14",".211",".261","0.72","0.13","0.01","0.2","0.85",""
" ","Thomas Milone","TB","CF","@BOS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Ryon Healy","OAK","3B,DH","TEX","4.03","0.46","0.2","0.63","0.01",".268",".312","1.08","0.22","0.01","0.25","0.97",""
" ","Victor Caratini","CHC","C","MIL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Gosuke Katoh","NYY","2B","CWS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Mason Smith","SD","CF","@ATL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Josh Van Meter","SD","SS","@ATL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jake Bauers","TB","1B,RF","@BOS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Mason Katz","STL","2B","PIT","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Steve Rodriguez","ARI","C","@LAD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Ryan Rua","TEX","1B,LF","@OAK","0.18","0.03","0.01","0.02","0",".246",".321","0.04","0.01","0","0.02","0.06",""
" ","Kevin Rivers","SEA","OF","MIA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Preston Tucker","HOU","LF,DH","LAA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","David Denson","MIL","OF","@CHC","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Kevin Kiermaier","TB","CF","@BOS","3.99","0.59","0.06","0.39","0.16",".226",".297","0.9","0.23","0.05","0.37","0.71",""
" ","Micah Johnson","ATL","2B","SD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Gleyber Torres","NYY","SS","CWS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Micker Zapata","CWS","OF","@NYY","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Carlos Talavera","STL","OF","PIT","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Hector Linares","STL","SS","PIT","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Lewin Diaz","MIN","1B","CLE","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Ron Tapia","MIN","3B","CLE","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Eloy Jimenez","CHC","LF,RF","MIL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Tyler Heineman","HOU","C","LAA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jake Lowery","CLE","C","@MIN","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jabari Blash","SD","RF","@ATL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Wilson Amador","HOU","SS","LAA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Juan Herrera","LAD","2B","ARI","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Joe Wendle","OAK","2B","TEX","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Daniel Lockhart","CHC","SS,2B","MIL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Evan Marzilli","ARI","LF,CF","@LAD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Rafael Devers","BOS","3B","TB","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Ketel Marte","ARI","SS","@LAD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Starlin Rodriguez","STL","2B","PIT","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jeremy Rathjen","LAD","LF","ARI","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","O'Koyea Dickson","LAD","LF,1B","ARI","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Brad Boyer","MIN","2B","CLE","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Josh Elander","ATL","C","SD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Andrew Aplin","HOU","CF","LAA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jesus Solorzano","MIA","OF","@SEA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jose Rondon","SD","SS","@ATL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Anthony Aliotti","OAK","1B","TEX","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Juan Centeno","HOU","C","LAA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Max Muncy","OAK","1B,2B,3B,RF","TEX","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Lane Adams","ATL","CF,RF","SD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Erik Gonzalez","CLE","SS","@MIN","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","C.J. Ziegler","MIN","C","CLE","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jonathan Roof","BOS","SS","TB","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Dae-Ho Lee","SEA","1B","MIA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Dawel Lugo","ARI","SS,3B","@LAD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
