"VBR","Player","Team","Positions","Opp","IP","K","W","SV","ERA","WHIP","ER","H","BB","HR","G","GS","L","CG","Own"
" ","Dan Coulombe","OAK","RP","LAA","0.3","0.29","0.01","0","3.67","1.31","0.12","0.26","0.13","0.03","0","0","0.01","0",""
" ","Raisel Iglesias","CIN","SP,RP","PHI","0.42","0.48","0.02","0.14","3.27","1.14","0.15","0.35","0.13","0.05","0","0","0.02","0",""
" ","Ryan Tepera","TOR","RP","@BAL","0.22","0.21","0.01","0","4.41","1.34","0.11","0.21","0.08","0.05","0","0","0.01","0",""
" ","Shawn Armstrong","CLE","RP","@TEX","0.18","0.21","0.01","0","3.75","1.37","0.08","0.15","0.09","0.03","0","0","0.01","0",""
" ","A.J. Schugel","PIT","RP","@BOS","0.25","0.22","0.01","0","4.28","1.34","0.12","0.26","0.07","0.02","0","0","0.01","0",""
" ","Derek Law","SF","RP","@ARI","0.31","0.29","0.01","0.01","3.73","1.26","0.13","0.3","0.09","0.03","0","0","0.01","0",""
" ","Hansel Robles","NYM","RP","ATL","0.37","0.42","0.01","0","3.27","1.17","0.13","0.29","0.14","0.04","0","0","0.01","0",""
" ","Jerad Eickhoff","PHI","SP","@CIN","6.23","6.09","0.25","0","4.17","1.25","2.89","6.11","1.65","1.12","0","0","0.5","0",""
" ","Michael Feliz","HOU","RP","SEA","0.34","0.39","0.01","0","3.88","1.24","0.15","0.3","0.13","0.05","0","0","0.01","0",""
" ","Jandel Francisco Gustave","HOU","RP","SEA","0.15","0.13","0.01","0","4.20","1.39","0.07","0.15","0.06","0.03","0","0","0.01","0",""
" ","Logan Verrett","BAL","SP,RP","TOR","0.37","0.25","0.01","0","5.19","1.46","0.21","0.39","0.15","0.06","0","0","0.01","0",""
" ","Matthew Wisler","ATL","SP,RP","@NYM","0.73","0.55","0.03","0","4.18","1.29","0.34","0.7","0.25","0.15","0","0","0.06","0",""
" ","Mychal Antonio Givens","BAL","RP","TOR","0.4","0.47","0.03","0.02","3.30","1.25","0.15","0.33","0.17","0.05","0","0","0.02","0",""
" ","Keone Kela","TEX","RP","CLE","0.31","0.36","0.02","0","3.94","1.32","0.14","0.27","0.14","0.04","0","0","0.01","0",""
" ","Tyler Wilson","BAL","SP,RP","TOR","0.55","0.34","0.02","0","5.17","1.43","0.32","0.63","0.16","0.11","0","0","0.05","0",""
" ","Nick Goody","NYY","RP","@TB","0.1","0.12","0","0","4.06","1.20","0.05","0.08","0.04","0.03","0","0","0","0",""
" ","Brian Ellington","MIA","RP","@WSH","0.25","0.25","0.01","0","4.13","1.52","0.11","0.23","0.15","0.02","0","0","0.01","0",""
" ","Kyle Barraclough","MIA","RP","@WSH","0.41","0.52","0.02","0.03","3.24","1.39","0.15","0.31","0.26","0.03","0","0","0.02","0",""
" ","Alec Asher","PHI","SP","@CIN","0.32","0.24","0.01","0","4.85","1.30","0.17","0.34","0.08","0.08","0","0","0.03","0",""
" ","James Pazos","SEA","RP","@HOU","0.26","0.26","0.01","0","4.07","1.39","0.12","0.23","0.13","0.04","0","0","0.01","0",""
" ","Ryan Dull","OAK","RP","LAA","0.34","0.31","0.01","0.01","3.90","1.18","0.15","0.3","0.1","0.05","0","0","0.01","0",""
" ","Joshua Smoker","NYM","RP","ATL","0.27","0.35","0.01","0","3.20","1.17","0.1","0.22","0.1","0.03","0","0","0.01","0",""
" ","Jacob Barnes","MIL","RP","COL","0.3","0.3","0.01","0","3.66","1.26","0.12","0.29","0.09","0.04","0","0","0.01","0",""
" ","German Marquez","COL","SP","@MIL","0.75","0.66","0.03","0","4.20","1.30","0.35","0.75","0.23","0.14","0","0","0.06","0",""
" ","Matthew Strahm","KC","SP,RP","@MIN","0.48","0.53","0.02","0","4.11","1.31","0.22","0.44","0.19","0.07","0","0","0.02","0",""
" ","Taylor Rogers","MIN","RP","KC","0.36","0.3","0.01","0","3.90","1.33","0.16","0.38","0.1","0.04","0","0","0.01","0",""
" ","Jose Torres","SD","RP","@LAD","0.25","0.24","0.01","0","4.48","2.32","0.12","0.24","0.13","0.05","0","0","0.01","0",""
" ","Jharel Cotton","OAK","SP","LAA","5.6","4.81","0.22","0","4.04","1.29","2.51","5.29","1.95","0.65","0","0","0.22","0",""
" ","Carlos Estevez","COL","RP","@MIL","0.29","0.33","0.02","0.01","3.67","1.28","0.12","0.24","0.13","0.05","0","0","0.01","0",""
" ","Edubray Ramos","PHI","RP","@CIN","0.36","0.38","0.01","0.01","3.66","1.19","0.15","0.32","0.11","0.06","0","0","0.01","0",""
" ","Nick Wittgren","MIA","RP","@WSH","0.26","0.21","0.01","0","3.97","1.32","0.11","0.27","0.07","0.04","0","0","0.01","0",""
" ","Joe Biagini","TOR","RP","@BAL","0.4","0.35","0.02","0","3.79","1.30","0.17","0.41","0.11","0.06","0","0","0.02","0",""
" ","Cesar Vargas","SD","SP,RP","@LAD","0.24","0.21","0.01","0","3.88","1.35","0.1","0.23","0.1","0.03","0","0","0.01","0",""
" ","Tony Barnette","TEX","RP","CLE","0.34","0.28","0.03","0","3.81","1.32","0.14","0.34","0.11","0.04","0","0","0.01","0",""
" ","Edwin Diaz","SEA","RP","@HOU","0.42","0.54","0.02","0.21","3.20","1.17","0.15","0.36","0.13","0.07","0","0","0.02","0",""
" ","Jaime Schultz","TB","SP,RP","NYY","0.37","0.38","0.01","0","4.59","1.54","0.19","0.32","0.25","0.09","0","0","0.01","0",""
" ","Chase De Jong","SEA","SP,RP","@HOU","0.41","0.34","0.03","0","5.21","1.39","0.24","0.43","0.14","0.18","0","0","0.03","0",""
" ","Timothy Adleman","CIN","SP","PHI","0.48","0.39","0.02","0","4.70","1.37","0.25","0.51","0.15","0.09","0","0","0.04","0",""
" ","Chris Devenski","HOU","SP,RP","SEA","0.37","0.34","0.01","0","3.25","1.11","0.13","0.32","0.09","0.06","0","0","0.01","0",""
" ","Hunter Cervenka","MIA","RP","@WSH","0.22","0.21","0.01","0","4.06","1.51","0.1","0.2","0.13","0.02","0","0","0.01","0",""
" ","Ryan Garton","TB","RP","NYY","0.26","0.22","0.01","0","3.99","1.40","0.12","0.25","0.11","0.03","0","0","0.01","0",""
" ","Steven Brault","PIT","SP","@BOS","0.51","0.45","0.02","0","4.68","1.45","0.27","0.55","0.19","0.05","0","0","0.02","0",""
" ","Donnie Hart","BAL","RP","TOR","0.22","0.17","0.01","0","3.81","1.33","0.09","0.22","0.08","0.03","0","0","0.01","0",""
" ","Koda Glover","WSH","RP","MIA","0.38","0.33","0.01","0.1","3.88","1.25","0.16","0.35","0.12","0.04","0","0","0.01","0",""
" ","Ben Heller","NYY","RP","@TB","0.21","0.23","0.01","0","4.30","1.33","0.1","0.19","0.09","0.03","0","0","0.01","0",""
" ","James Hoyt","HOU","RP","SEA","0.21","0.26","0.02","0","3.34","1.19","0.08","0.17","0.08","0.03","0","0","0.01","0",""
" ","Brent Suter","MIL","RP","COL","0.3","0.22","0.01","0","4.29","1.36","0.14","0.33","0.08","0.07","0","0","0.01","0",""
" ","Dan Altavilla","SEA","RP","@HOU","0.35","0.31","0.01","0.01","3.88","1.34","0.15","0.34","0.12","0.07","0","0","0.01","0",""
" ","Jonathan Holder","NYY","RP","@TB","0.22","0.26","0.01","0","3.90","1.28","0.1","0.22","0.07","0.03","0","0","0.01","0",""
" ","Wandy Peralta","CIN","RP","PHI","0.28","0.24","0.01","0","4.67","1.46","0.15","0.29","0.12","0.04","0","0","0.01","0",""
" ","Jose Alvarado","TB","RP","NYY","0.23","0.22","0.01","0","5.66","2.02","0.14","0.21","0.25","0.05","0","0","0.01","0",""
" ","Walker Lockett","SD","P","@LAD","0.35","0.23","0.01","0","4.64","1.36","0.18","0.37","0.1","0.08","0","0","0.03","0",""
" ","Austin Pruitt","TB","SP,RP","NYY","0.46","0.32","0.02","0","4.72","1.36","0.24","0.5","0.12","0.13","0","0","0.04","0",""
" ","Tyler Jones","NYY","RP","@TB","0.27","0.29","0.01","0","3.89","1.30","0.12","0.24","0.11","0.03","0","0","0.01","0",""
""
""
