"VBR","Player","Team","Positions","Opp","IP","K","W","SV","ERA","WHIP","ER","H","BB","HR","G","GS","L","CG","Own"
" ","Ryan Garton","TB","RP","@NYY","0.23","0.2","0.01","0","4.06","1.43","0.1","0.23","0.1","0.03","0","0","0.01","0",""
" ","Chad Kuhl","PIT","SP","@BOS","5.52","4.16","0.44","0","4.56","1.41","2.8","6.09","1.66","0.64","0","0","0.44","0",""
" ","Steven Brault","PIT","SP","@BOS","0.4","0.39","0.03","0","4.76","1.48","0.21","0.43","0.16","0.03","0","0","0.02","0",""
" ","Donnie Hart","BAL","RP","@TOR","0.22","0.17","0.02","0","3.31","1.30","0.08","0.21","0.08","0.03","0","0","0.01","0",""
" ","Ben Heller","NYY","RP","TB","0.16","0.18","0.01","0","4.19","1.27","0.07","0.14","0.06","0.03","0","0","0.01","0",""
" ","Jonathan Holder","NYY","RP","TB","0.2","0.22","0.01","0","3.95","1.38","0.09","0.21","0.06","0.04","0","0","0.01","0",""
" ","Wandy Peralta","CIN","RP","MIL","0.25","0.24","0.01","0","4.35","1.37","0.12","0.23","0.11","0.04","0","0","0.01","0",""
" ","Sandy Baez","DET","SP,RP","MIN","0.12","0.06","0","0","6.17","1.64","0.08","0.14","0.06","0.03","0","0","0.01","0",""
" ","Austin Pruitt","TB","SP,RP","@NYY","0.08","0.06","0","0","7.33","1.97","0.07","0.12","0.03","0.03","0","0","0","0",""
" ","Jake Junis","KC","SP,RP","OAK","0.14","0.11","0.01","0","4.83","1.48","0.08","0.15","0.06","0.02","0","0","0.01","0",""
""
""
