"VBR","Player","Team","Positions","Opp","AB","R","HR","RBI","SB","AVG","OBP","H","2B","3B","BB","SO","Own"
" ","Avisail Garcia","CWS","LF,RF,DH","DET","3.68","0.75","0.18","0.56","0.04",".240",".297","0.88","0.18","0.02","0.27","0.66",""
" ","Salvador Perez","KC","C","@MIN","3.56","0.39","0.15","0.57","0",".305",".346","1.08","0.26","0.01","0.21","0.65",""
" ","Manny Pina","MIL","C","COL","0.7","0.07","0.02","0.09","0",".234",".291","0.16","0.04","0","0.05","0.14",""
" ","Clint Robinson","WSH","1B","MIA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","David Lough","DET","LF,CF,RF","@CWS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Chris Parmelee","OAK","1B,RF","LAA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Oswaldo Arcia","ARI","LF,RF","SF","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Alexi Amarista","COL","2B,SS","@MIL","0.7","0.05","0.02","0.07","0.02",".244",".305","0.17","0.02","0","0.06","0.11",""
" ","Andrew Romine","DET","1B,2B,3B,SS,CF","@CWS","0.7","0.06","0.01","0.05","0.02",".223",".289","0.16","0.03","0.01","0.06","0.18",""
" ","Jean Segura","SEA","2B,SS","@HOU","4.09","0.62","0.09","0.44","0.14",".332",".376","1.36","0.25","0.06","0.26","0.53",""
" ","Jeremy Moore","TB","RF","TOR","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Derek Norris","TB","C","TOR","3.34","0.26","0.08","0.3","0.08",".226",".270","0.76","0.24","0.01","0.18","0.83",""
" ","Anthony Recker","ATL","C","@NYM","0.09","0.01","0","0.01","0",".206",".275","0.02","0","0","0.01","0.03",""
" ","Jemile Weeks","CHC","2B","@STL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Collin Cowgill","SD","LF,RF","@LAD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jermaine Mitchell","MIN","RF,CF","KC","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Chris Gimenez","MIN","C","KC","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Kyle Seager","SEA","3B","@HOU","3.69","0.67","0.23","0.68","0.02",".282",".371","1.04","0.22","0.03","0.49","0.58",""
" ","Johermyn Chavez","KC","RF","@MIN","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Brandon Hicks","LAD","2B","SD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Ryan Jackson","MIA","2B,SS","@WSH","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Kevin Mattison","MIL","LF,CF","COL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Wilmer Flores","NYM","1B,2B,3B","ATL","0.09","0.01","0","0.01","0",".318",".363","0.03","0","0","0.01","0.01",""
" ","Chris Owings","ARI","SS,CF","SF","3.75","0.26","0.04","0.31","0.16",".313",".347","1.17","0.16","0.14","0.19","0.81",""
" ","Zach Lutz","MIA","1B,3B","@WSH","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Josh Satin","SD","1B","@LAD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Justin Turner","LAD","3B","SD","0.68","0.07","0.04","0.11","0.01",".297",".357","0.2","0.04","0","0.05","0.1",""
" ","Juan Lagares","NYM","CF","ATL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Kirk Nieuwenhuis","MIL","CF,RF","COL","0.66","0.07","0.02","0.07","0.02",".239",".339","0.16","0.04","0","0.1","0.24",""
" ","Sebastian Valle","SEA","C","@HOU","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Freddy Galvis","PHI","SS","@CIN","3.33","0.37","0.12","0.38","0.06",".215",".258","0.71","0.13","0.02","0.19","0.79",""
" ","Arismendy Alcantara","CIN","CF","PHI","0.7","0.12","0.02","0.08","0.03",".292",".343","0.2","0.06","0.01","0.05","0.16",""
" ","Cesar Hernandez","PHI","2B","@CIN","4.05","0.4","0.06","0.32","0.1",".257",".314","1.04","0.11","0.06","0.33","0.85",""
" ","Jhonatan Solano","WSH","C","MIA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Chris Marrero","SF","1B","@ARI","0.09","0.01","0","0.01","0",".285",".304","0.03","0","0","0.01","0.02",""
" ","Tyler Moore","MIA","1B,LF","@WSH","0.69","0.08","0.02","0.08","0",".258",".311","0.18","0.03","0","0.05","0.27",""
" ","Anthony Rendon","WSH","3B","MIA","3.6","0.42","0.09","0.39","0.06",".222",".302","0.8","0.13","0.01","0.39","0.69",""
" ","Bryce Harper","WSH","RF","MIA","3.49","0.67","0.17","0.58","0.09",".268",".445","0.93","0.25","0.01","1.12","0.61",""
" ","Anthony Rizzo","CHC","1B","@STL","3.74","0.69","0.23","0.86","0.04",".267",".384","1","0.21","0.03","0.6","0.56",""
" ","Tony Campana","CWS","CF","DET","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Matthew Szczur","CHC","LF,CF,RF","@STL","0.7","0.1","0.02","0.09","0.02",".298",".339","0.21","0.03","0","0.04","0.12",""
" ","Devin Mesoraco","CIN","C","PHI","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Kristopher Negron","ARI","2B,3B,SS,LF","SF","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Denis Phipps","CWS","RF","DET","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jose Altuve","HOU","2B","SEA","4.14","0.64","0.12","0.39","0.16",".315",".374","1.31","0.29","0.04","0.36","0.51",""
" ","Matt Downs","MIA","3B,1B","@WSH","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Marwin Gonzalez","HOU","1B,2B,3B,SS,LF","SEA","0.1","0.01","0","0.01","0",".245",".288","0.02","0.01","0","0.01","0.02",""
" ","Jimmy Paredes","PHI","2B,LF,RF","@CIN","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","J.D. Martinez","DET","RF","@CWS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","J.B. Shuck","MIN","LF,CF,RF","KC","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Nolan Arenado","COL","3B","@MIL","3.87","0.68","0.5","0.88","0.01",".331",".376","1.28","0.26","0.02","0.27","0.41",""
" ","Martin Maldonado","LAA","C","@OAK","0.66","0.05","0.02","0.06","0",".181",".294","0.12","0.03","0","0.1","0.13",""
" ","Jeff Bianchi","COL","3B,SS","@MIL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Eric Farris","MIN","2B","KC","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Caleb Gindl","CWS","RF,LF","DET","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Brock Kjeldgaard","MIL","LF,1B","COL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Michael McKenry","TB","C","TOR","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Chase d'Arnaud","ATL","2B,3B,SS,LF","@NYM","0.09","0.01","0","0.01","0",".276",".326","0.02","0","0","0.01","0.02",""
" ","Matt Hague","MIN","1B","KC","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Gorkys Hernandez","SF","CF","@ARI","0.09","0.01","0","0.01","0",".310",".379","0.03","0","0","0.01","0.03",""
" ","Alex Presley","DET","LF,RF","@CWS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Tony Cruz","SD","C","@LAD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Matt Carpenter","STL","1B,2B,3B","CHC","3.66","0.53","0.12","0.63","0.01",".266",".367","0.97","0.36","0.06","0.56","0.87",""
" ","Zack Cox","DET","3B","@CWS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Mark Hamilton","ATL","1B","@NYM","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Adron Chambers","HOU","LF,CF","SEA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Erik Komatsu","WSH","RF","MIA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Shane Robinson","LAA","LF,CF","@OAK","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Paul Goldschmidt","ARI","1B","SF","3.57","0.45","0.15","0.59","0.11",".252",".362","0.9","0.13","0.04","0.61","1.01",""
" ","David Winfree","ARI","CF","SF","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Tommy Field","MIN","2B,SS","KC","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Hector Gomez","PHI","2B,3B,SS","@CIN","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","DJ LeMahieu","COL","2B","@MIL","4.1","0.73","0.09","0.36","0.09",".286",".338","1.17","0.34","0.06","0.32","0.44",""
" ","Charlie Blackmon","COL","CF","@MIL","4.42","0.61","0.34","0.62","0.11",".266",".336","1.18","0.19","0.03","0.39","0.77",""
" ","Tim Federowicz","SF","C","@ARI","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Ivan De Jesus","MIL","1B,2B,3B,SS,LF","COL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Justin Sellers","SD","2B,SS","@LAD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Scott Van Slyke","LAD","LF,RF","SD","0.68","0.05","0.03","0.07","0.02",".264",".310","0.18","0.06","0","0.04","0.12",""
" ","Yasmani Grandal","LAD","C","SD","0.65","0.07","0.05","0.1","0",".237",".327","0.15","0.03","0","0.09","0.14",""
" ","James Darnell","TB","LF","TOR","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Logan Forsythe","LAD","2B","SD","3.87","0.37","0.12","0.33","0.11",".312",".376","1.21","0.3","0.03","0.33","0.71",""
" ","Andy Parrino","CWS","SS","DET","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Josmil Pinto","MIL","C","COL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Rymer Liriano","CWS","RF","DET","0.68","0.13","0.03","0.07","0.02",".304",".356","0.21","0.06","0.01","0.05","0.16",""
" ","Hector Sanchez","SD","C","@LAD","3.26","0.31","0.13","0.53","0.01",".259",".318","0.84","0.17","0","0.27","0.62",""
" ","Domingo Santana","MIL","RF","COL","3.74","0.52","0.14","0.41","0.05",".207",".315","0.77","0.21","0.01","0.55","1.63",""
" ","Brandon Crawford","SF","SS","@ARI","3.56","0.3","0.1","0.4","0.03",".261",".305","0.93","0.14","0.06","0.2","1.15",""
" ","Charlie Culberson","LAD","2B,3B,SS","SD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Conor Gillaspie","SF","3B","@ARI","0.09","0.01","0","0.01","0",".289",".325","0.03","0","0","0","0.03",""
" ","Brett Pill","DET","1B,LF","@CWS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Justin Christian","TB","LF","TOR","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Tyler Graham","SF","LF,RF","@ARI","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Matt Murton","DET","LF","@CWS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Brandon Snyder","WSH","3B","MIA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Norichika Aoki","HOU","LF,CF","SEA","3.73","0.47","0.04","0.22","0.09",".232",".302","0.86","0.14","0.04","0.33","0.5",""
" ","Jason Pridie","ARI","LF,RF,CF","SF","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Kolten Wong","STL","2B,CF","CHC","2.99","0.26","0.05","0.25","0.05",".254",".321","0.76","0.11","0.08","0.25","0.61",""
" ","Xavier Avery","ATL","LF","@NYM","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jorge Soler","KC","LF,RF","@MIN","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Kyle Skipworth","CIN","C","PHI","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Luis Sardinas","SD","SS","@LAD","0.71","0.08","0.01","0.05","0.02",".194",".230","0.14","0.03","0","0.03","0.17",""
" ","Bubba Starling","KC","CF","@MIN","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Tim Beckham","TB","1B,2B,SS","TOR","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Anthony Gose","DET","CF","@CWS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Matt Davidson","CWS","DH","DET","3.64","0.64","0.24","0.41","0.01",".272",".329","0.99","0.24","0","0.27","1.01",""
" ","Quintin Berry","MIN","CF,LF","KC","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Wilkin Castillo","TOR","LF,C","@TB","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Irving Falu","WSH","2B","MIA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Leury Garcia","CWS","CF","DET","0.71","0.13","0.02","0.07","0.03",".311",".345","0.22","0.05","0.01","0.03","0.13",""
" ","Christian Colon","KC","2B,3B","@MIN","0.69","0.05","0.01","0.05","0.01",".300",".370","0.21","0.04","0","0.08","0.07",""
" ","Marcus Semien","OAK","SS","LAA","3.64","0.55","0.17","0.52","0.08",".289",".349","1.05","0.19","0.02","0.33","0.68",""
" ","Chris Herrmann","ARI","C","SF","0.09","0.01","0","0.01","0",".241",".297","0.02","0.01","0","0.01","0.03",""
" ","Brian Dozier","MIN","2B","KC","4.05","0.39","0.12","0.49","0.17",".194",".266","0.78","0.15","0.03","0.36","0.83",""
" ","Pedro Florimon","PHI","SS,2B","@CIN","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Kole Calhoun","LAA","RF","@OAK","3.64","0.55","0.09","0.46","0.02",".258",".340","0.94","0.22","0.05","0.44","0.77",""
" ","Jake Marisnick","HOU","LF,CF","SEA","0.09","0.01","0","0.01","0",".220",".275","0.02","0.01","0","0.01","0.02",""
" ","Grant Green","WSH","2B","MIA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Brandon Moss","KC","1B,LF,RF","@MIN","3.38","0.59","0.22","0.61","0.01",".212",".304","0.72","0.13","0.02","0.41","1.09",""
" ","Hiroyuki Nakajima","OAK","SS","LAA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Andrew Lambo","OAK","RF,LF","LAA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Andrelton Simmons","LAA","SS","@OAK","3.72","0.32","0.04","0.33","0.05",".232",".271","0.86","0.15","0.02","0.19","0.33",""
" ","Rob Brantly","CIN","C","PHI","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Ed Lucas","ARI","2B,SS,3B","SF","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Yasiel Puig","LAD","RF","SD","3.19","0.33","0.12","0.4","0.09",".318",".361","1.02","0.17","0.04","0.18","0.55",""
" ","Jose Abreu","CWS","1B","DET","3.68","0.9","0.26","0.47","0.01",".307",".366","1.13","0.23","0.01","0.28","0.65",""
" ","Christian Yelich","MIA","LF,CF","@WSH","3.78","0.32","0.11","0.66","0.07",".276",".358","1.04","0.21","0.02","0.48","1",""
" ","Javier Baez","CHC","2B,3B,SS","@STL","0.71","0.09","0.02","0.09","0.02",".251",".287","0.18","0.04","0","0.03","0.16",""
" ","Evan Gattis","HOU","C,DH","SEA","0.09","0.02","0.01","0.02","0",".268",".337","0.02","0","0","0.01","0.02",""
" ","George Springer","HOU","RF","SEA","3.74","0.61","0.17","0.66","0.06",".246",".356","0.92","0.17","0.04","0.59","0.94",""
" ","Willy Taveras","NYM","CF,RF","ATL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Wilfredo Tovar","STL","2B,SS","CHC","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Corey Brown","LAD","RF,LF","SD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Matt Adams","STL","1B","CHC","3.91","0.41","0.14","0.74","0.01",".254",".311","0.99","0.3","0.02","0.31","1.27",""
" ","Jedd Gyorko","STL","1B,2B,3B,SS","CHC","3.22","0.32","0.18","0.53","0.01",".199",".252","0.64","0.07","0.01","0.22","1.23",""
" ","Nick Castellanos","DET","3B","@CWS","4.19","0.59","0.22","0.67","0.03",".291",".332","1.22","0.21","0.03","0.25","1.16",""
" ","Jacob Elmore","TOR","1B,2B,3B,LF","@TB","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Nick Franklin","MIL","1B,2B,SS,LF,RF","COL","0.68","0.08","0.02","0.08","0.02",".259",".333","0.18","0.03","0","0.07","0.19",""
" ","Miguel Sano","MIN","3B,RF,DH","KC","3.3","0.3","0.14","0.48","0.03",".201",".275","0.66","0.12","0.03","0.33","1.46",""
" ","Adam Eaton","WSH","CF,RF","MIA","3.87","0.45","0.04","0.29","0.07",".255",".364","0.99","0.27","0.05","0.6","0.66",""
" ","Billy Hamilton","CIN","CF","PHI","4.14","0.9","0.04","0.21","0.43",".284",".329","1.18","0.36","0.03","0.29","0.8",""
" ","A.J. Pollock","ARI","CF","SF","4.05","0.53","0.1","0.48","0.18",".298",".341","1.21","0.21","0.09","0.26","0.64",""
" ","Andrew Brown","LAA","LF,RF","@OAK","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jonathan Singleton","HOU","1B","SEA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Munenori Kawasaki","CHC","2B","@STL","0.68","0.07","0","0.05","0.02",".374",".433","0.25","0.03","0","0.07","0.14",""
" ","Mike Zunino","SEA","C","@HOU","3.54","0.43","0.2","0.48","0",".243",".311","0.86","0.18","0.01","0.27","1.16",""
" ","Addison Russell","CHC","SS","@STL","3.87","0.43","0.09","0.7","0.05",".269",".348","1.04","0.19","0.02","0.43","1.13",""
" ","Albert Almora","CHC","CF","@STL","0.71","0.1","0.01","0.1","0.01",".349",".377","0.25","0.06","0","0.03","0.15",""
" ","Byron Buxton","MIN","CF","KC","4.19","0.42","0.08","0.37","0.29",".198",".234","0.83","0.21","0.12","0.17","1.92",""
" ","Carlos Correa","HOU","SS","SEA","3.78","0.42","0.17","0.51","0.12",".268",".360","1.01","0.22","0.03","0.54","0.98",""
" ","Alfredo Marte","PHI","LF,RF","@CIN","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Austin Hedges","SD","C","@LAD","0.71","0.07","0.02","0.09","0",".227",".268","0.16","0.04","0","0.04","0.15",""
" ","Bobby Borchering","HOU","1B","SEA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Brad Miller","TB","1B,SS","TOR","3.94","0.62","0.18","0.42","0.08",".252",".297","0.99","0.3","0.03","0.25","0.68",""
" ","Brandon Nimmo","NYM","LF","ATL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Brian Goodwin","WSH","RF","MIA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","C.J. Cron","LAA","1B","@OAK","3.76","0.44","0.11","0.54","0.02",".291",".339","1.09","0.25","0.02","0.24","0.6",""
" ","Carlos Sanchez","CWS","2B","DET","0.71","0.14","0.03","0.08","0.01",".317",".348","0.22","0.05","0","0.03","0.16",""
" ","Cory Spangenberg","SD","2B","@LAD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Courtney Hawkins","CWS","LF","DET","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Dan Vogelbach","SEA","1B","@HOU","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","David Dahl","COL","LF,CF","@MIL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Garin Cecchini","KC","1B","@MIN","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jeremy Barfield","OAK","RF","LAA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jorge Alfaro","PHI","C","@CIN","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Kaleb Cowart","LAA","2B,3B","@OAK","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Kyle Parker","CIN","LF,RF","PHI","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Maikel Franco","PHI","3B","@CIN","3.72","0.37","0.15","0.5","0.01",".273",".316","1.02","0.16","0.01","0.22","0.71",""
" ","Marcell Ozuna","MIA","LF,CF,RF","@WSH","3.68","0.62","0.14","0.63","0.01",".358",".403","1.32","0.11","0.02","0.28","1.01",""
" ","Miles Head","OAK","3B","LAA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Scooter Gennett","MIL","2B","COL","0.71","0.1","0.02","0.07","0.01",".284",".333","0.2","0.04","0","0.05","0.17",""
" ","Slade Heathcott","SF","CF,RF","@ARI","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Tim Wheeler","COL","CF","@MIL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Trevor Story","COL","SS","@MIL","3.87","0.6","0.44","0.77","0.06",".312",".353","1.21","0.34","0.06","0.22","1.11",""
" ","Yorman Rodriguez","CIN","CF,RF","PHI","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Zachary Walters","CIN","LF,1B","PHI","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Tommy Joseph","PHI","1B","@CIN","0.7","0.07","0.04","0.09","0",".217",".270","0.15","0.03","0","0.04","0.19",""
" ","Jim Negrych","PHI","2B","@CIN","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Brandon Jacobs","ARI","LF","SF","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Christian Bethancourt","SD","C","@LAD","0.71","0.08","0.03","0.1","0.01",".254",".280","0.18","0.04","0","0.03","0.17",""
" ","Jeremy Hazelbaker","ARI","LF,CF","SF","0.09","0.01","0","0.01","0",".280",".323","0.03","0.01","0","0.01","0.03",""
" ","Joc Pederson","LAD","CF","SD","3.44","0.59","0.42","0.51","0.05",".297",".363","1.02","0.21","0.01","0.33","0.81",""
" ","Joe Panik","SF","2B","@ARI","3.78","0.35","0.07","0.49","0.03",".278",".317","1.05","0.15","0.07","0.2","0.71",""
" ","Jonathan Villar","MIL","2B,3B,SS","COL","4.23","0.53","0.11","0.44","0.35",".308",".389","1.3","0.24","0.03","0.56","1.14",""
" ","Jorge Bonifacio","KC","RF","@MIN","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Mikie Mahtook","DET","LF,CF,RF","@CWS","0.71","0.07","0.02","0.05","0.02",".195",".260","0.14","0.03","0.01","0.05","0.26",""
" ","Nick Delmonico","MIL","1B,3B","COL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Reymond Fuentes","ARI","CF,RF","SF","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Trayce Thompson","LAD","LF,CF,RF","SD","0.68","0.09","0.05","0.1","0.02",".284",".338","0.19","0.04","0","0.06","0.13",""
" ","Tyler Saladino","CWS","2B,3B,SS","DET","4.7","0.65","0.2","0.61","0.21",".315",".351","1.48","0.23","0.03","0.25","0.91",""
" ","Vincent Catricala","MIL","3B","COL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Leon Landry","SEA","LF,3B","@HOU","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Drew Vettleson","TB","RF","TOR","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Robbie Grossman","MIN","LF","KC","0.65","0.08","0.02","0.09","0.02",".225",".353","0.15","0.06","0","0.13","0.17",""
" ","Greg Garcia","STL","2B,3B,SS","CHC","0.65","0.07","0.01","0.07","0.01",".255",".354","0.17","0.03","0","0.09","0.14",""
" ","Khris Davis","OAK","LF,DH","LAA","3.68","0.65","0.28","0.8","0.02",".259",".310","0.95","0.21","0.02","0.24","0.96",""
" ","Cody Asche","CWS","LF","DET","0.69","0.1","0.02","0.08","0.01",".216",".291","0.15","0.04","0","0.07","0.21",""
" ","Jaff Decker","OAK","RF","LAA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Wilkin Ramirez","MIN","LF,CF,RF","KC","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Corey Seager","LAD","SS","SD","3.91","0.78","0.36","0.44","0.02",".339",".386","1.32","0.25","0.02","0.29","0.52",""
" ","Stryker Trahan","ARI","C,RF","SF","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Nick Noonan","MIL","SS","COL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Roman Quinn","PHI","LF","@CIN","0.69","0.1","0.01","0.06","0.05",".217",".282","0.15","0.02","0.01","0.06","0.19",""
" ","Derek Dietrich","MIA","1B,2B,3B,LF","@WSH","0.69","0.05","0.02","0.08","0",".206",".293","0.14","0.03","0.01","0.05","0.15",""
" ","Lewis Brinson","MIL","CF","COL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Josh Phegley","OAK","C","LAA","3.76","0.38","0.12","0.39","0.01",".290",".348","1.09","0.27","0.01","0.28","0.65",""
" ","Teoscar Hernandez","HOU","LF,CF,RF","SEA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Tucker Barnhart","CIN","C","PHI","0.68","0.07","0.01","0.06","0",".280",".357","0.19","0.06","0","0.08","0.12",""
" ","Mallex Smith","TB","LF,CF","TOR","0.09","0.02","0","0.01","0.01",".282",".336","0.03","0.01","0","0.01","0.02",""
" ","Christian Lopes","TOR","SS","@TB","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Lee Orr","SD","LF,RF","@LAD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Danry Vazquez","DET","OF","@CWS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Dalton Pompey","TOR","LF,DH","@TB","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Alonzo Harris","NYM","SS","ATL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Orlando Arcia","MIL","SS","COL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Roderick Shoulders","CHC","1B","@STL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Alex Glenn","ARI","LF,CF","SF","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Julian Yan","COL","OF","@MIL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Nathan Hanson","MIN","3B","KC","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Brian Hernandez","LAA","3B","@OAK","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Renato Nunez","OAK","DH","LAA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Robert Kral","SD","C","@LAD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jabari Henry","SEA","LF","@HOU","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Chris Taylor","LAD","2B,3B,SS","SD","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Michael Snyder","LAA","1B","@OAK","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Mike O'Neill","DET","LF","@CWS","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Kyle Johnson","NYM","CF","ATL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Ryan Court","ARI","3B","SF","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Christian Walker","CIN","1B","PHI","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Zach Borenstein","ARI","LF","SF","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Jacob Wilson","STL","2B,3B","CHC","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Gioskar Amaya","CHC","SS,C","@STL","0","0","0","0","0",".000",".000","0","0","0","0","0",""
" ","Chad Oberacker","OAK","LF","LAA","0","0","0","0","0",".000",".000","0","0","0","0","0",""
