"VBR","Player","Team","Positions","Opp","IP","K","W","SV","ERA","WHIP","ER","H","BB","HR","G","GS","L","CG","Own"
" ","Alex Wilson","DET","RP","BOS","0.42","0.31","0.02","0","4.07","1.88","0.19","0.43","0.12","0.05","0","0","0.02","0",""
" ","Ryan Buchter","SD","RP","SF","0.36","0.43","0.01","0.01","3.29","1.21","0.13","0.26","0.18","0.04","0","0","0.01","0",""
" ","Shane Greene","DET","SP,RP","BOS","0.43","0.38","0.02","0","4.60","2.51","0.22","0.45","0.13","0.05","0","0","0.02","0",""
" ","Bryan Mitchell","NYY","SP","@BAL","0.64","0.51","0.03","0","4.75","1.46","0.34","0.67","0.26","0.11","0","0","0.05","0",""
" ","Jose Ramirez","ATL","RP","@PIT","0.29","0.27","0.01","0","3.54","1.39","0.11","0.26","0.15","0.02","0","0","0.01","0",""
" ","Kevin Chapman","ATL","RP","@PIT","0.21","0.21","0.01","0","4.00","1.55","0.09","0.23","0.1","0.02","0","0","0.01","0",""
" ","Felipe Rivero","PIT","RP","ATL","0.41","0.47","0.02","0","3.05","1.19","0.14","0.34","0.15","0.03","0","0","0.02","0",""
" ","Sammy Solis","WSH","RP","@PHI","0.36","0.39","0.01","0","3.50","1.21","0.14","0.3","0.13","0.04","0","0","0.01","0",""
" ","Blake Treinen","WSH","RP","@PHI","0.39","0.4","0.01","0.16","3.52","1.23","0.15","0.34","0.14","0.05","0","0","0.01","0",""
" ","Kevin Quackenbush","SD","RP","SF","0.33","0.31","0.01","0.03","3.80","1.33","0.14","0.32","0.12","0.04","0","0","0.01","0",""
" ","Mike Morin","LAA","RP","SEA","0.32","0.3","0.01","0","3.76","1.25","0.13","0.31","0.09","0.04","0","0","0.01","0",""
" ","Chase Whitley","TB","P,RP","TOR","0.26","0.22","0.01","0","3.91","1.25","0.11","0.24","0.08","0.04","0","0","0.01","0",""
" ","Kyle Crockett","CLE","RP","@ARI","0.15","0.13","0.01","0","3.98","1.31","0.07","0.14","0.05","0.02","0","0","0.01","0",""
" ","Cameron Bedrosian","LAA","RP","SEA","0.36","0.43","0.01","0.14","2.77","1.23","0.11","0.3","0.14","0.03","0","0","0.01","0",""
" ","Eddie Butler","CHC","SP,RP","@MIL","0.36","0.24","0.02","0","5.33","1.49","0.21","0.4","0.13","0.08","0","0","0.03","0",""
" ","Kenneth Giles","HOU","RP","KC","0.41","0.54","0.02","0.22","3.12","1.44","0.14","0.34","0.14","0.04","0","0","0.02","0",""
" ","Jose Diaz","TB","RP","TOR","0.32","0.3","0.01","0","3.65","1.22","0.13","0.27","0.12","0.04","0","0","0.01","0",""
" ","Chasen Shreve","NYY","RP","@BAL","0.25","0.26","0.02","0","3.96","1.33","0.11","0.22","0.11","0.05","0","0","0.01","0",""
" ","Hector Neris","PHI","RP","WSH","0.44","0.47","0.02","0.07","3.52","1.24","0.17","0.37","0.18","0.06","0","0","0.02","0",""
" ","Carlos Frias","CLE","RP","@ARI","0.22","0.17","0.01","0","4.59","1.42","0.11","0.25","0.06","0.03","0","0","0.01","0",""
" ","Alexander Claudio","TEX","RP","OAK","0.35","0.23","0.01","0","3.56","1.25","0.14","0.33","0.1","0.04","0","0","0.01","0",""
" ","Kyle Ryan","DET","RP","BOS","0.32","0.22","0.01","0","4.08","1.37","0.14","0.33","0.11","0.04","0","0","0.01","0",""
" ","Sam Tuivailala","STL","RP","CIN","0.19","0.23","0.01","0","3.80","1.34","0.08","0.17","0.09","0.03","0","0","0.01","0",""
" ","Dan Coulombe","OAK","RP","@TEX","0.31","0.31","0.01","0","3.87","1.32","0.13","0.28","0.12","0.03","0","0","0.01","0",""
" ","Raisel Iglesias","CIN","SP,RP","@STL","0.43","0.45","0.02","0.15","3.01","1.16","0.14","0.35","0.14","0.03","0","0","0.02","0",""
" ","Ryan Tepera","TOR","RP","@TB","0.23","0.23","0.01","0","3.94","1.21","0.1","0.2","0.08","0.03","0","0","0.01","0",""
" ","Shawn Armstrong","CLE","RP","@ARI","0.18","0.2","0.01","0","4.70","1.45","0.09","0.16","0.1","0.02","0","0","0.01","0",""
" ","A.J. Schugel","PIT","RP","ATL","0.26","0.23","0.01","0","3.54","1.23","0.1","0.25","0.07","0.02","0","0","0.01","0",""
" ","Derek Law","SF","RP","@SD","0.32","0.27","0.01","0.01","2.84","1.11","0.1","0.27","0.08","0.03","0","0","0.01","0",""
" ","Hansel Robles","NYM","RP","MIA","0.36","0.36","0.01","0","3.70","1.62","0.15","0.31","0.16","0.04","0","0","0.01","0",""
" ","Tyler Anderson","COL","SP","LAD","6.44","5.62","0.52","0","5.21","1.55","3.73","7.67","2.33","0.88","0","0","0.26","0",""
" ","Michael Feliz","HOU","RP","KC","0.36","0.38","0.01","0","3.63","1.14","0.15","0.3","0.11","0.04","0","0","0.01","0",""
" ","Jandel Francisco Gustave","HOU","RP","KC","0.15","0.12","0.01","0","4.92","1.56","0.08","0.16","0.07","0.02","0","0","0.01","0",""
" ","Logan Verrett","BAL","SP,RP","NYY","0.38","0.26","0.02","0","5.07","1.46","0.21","0.4","0.16","0.06","0","0","0.02","0",""
" ","Matthew Wisler","ATL","SP,RP","@PIT","0.75","0.55","0.03","0","4.40","1.40","0.37","0.82","0.23","0.08","0","0","0.06","0",""
" ","Mychal Antonio Givens","BAL","RP","NYY","0.4","0.48","0.03","0.02","3.27","1.27","0.15","0.33","0.18","0.05","0","0","0.02","0",""
" ","Keone Kela","TEX","RP","OAK","0.32","0.38","0.02","0","3.77","1.28","0.13","0.27","0.14","0.04","0","0","0.01","0",""
" ","Miguel Socolovich","STL","RP","CIN","0.25","0.27","0.02","0","3.15","1.63","0.09","0.2","0.08","0.03","0","0","0.01","0",""
" ","Tyler Wilson","BAL","SP,RP","NYY","0.56","0.34","0.02","0","5.10","1.44","0.32","0.64","0.17","0.11","0","0","0.05","0",""
" ","Noe Ramirez","BOS","RP","@DET","0.2","0.18","0.01","0","3.61","1.25","0.08","0.18","0.06","0.02","0","0","0.01","0",""
" ","Nick Goody","NYY","RP","@BAL","0.1","0.11","0","0","4.50","1.30","0.05","0.09","0.04","0.04","0","0","0","0",""
" ","Brian Ellington","MIA","RP","@NYM","0.26","0.27","0.01","0","3.43","1.35","0.1","0.2","0.15","0.03","0","0","0.01","0",""
" ","Kyle Barraclough","MIA","RP","@NYM","0.42","0.56","0.02","0.03","2.70","1.26","0.13","0.27","0.26","0.05","0","0","0.02","0",""
" ","Alec Asher","PHI","SP","WSH","0.33","0.2","0.01","0","4.88","1.32","0.18","0.35","0.09","0.08","0","0","0.03","0",""
" ","James Pazos","SEA","RP","@LAA","0.27","0.25","0.01","0","3.27","1.32","0.1","0.22","0.14","0.02","0","0","0.01","0",""
" ","Ryan Dull","OAK","RP","@TEX","0.35","0.35","0.01","0.01","4.34","1.20","0.17","0.32","0.09","0.06","0","0","0.01","0",""
" ","Zach Davies","MIL","SP","CHC","6.09","4.91","0.24","0","4.63","1.38","3.13","6.34","2.07","0.86","0","0","0.24","0",""
" ","Joshua Smoker","NYM","RP","MIA","0.28","0.31","0.01","0","3.46","1.27","0.11","0.24","0.12","0.03","0","0","0.01","0",""
" ","Jacob Barnes","MIL","RP","CHC","0.3","0.3","0.01","0","3.80","1.33","0.13","0.28","0.12","0.04","0","0","0.01","0",""
" ","German Marquez","COL","SP","LAD","0.77","0.62","0.03","0","6.05","1.65","0.52","0.98","0.29","0.14","0","0","0.06","0",""
" ","Matthew Strahm","KC","SP,RP","@HOU","0.49","0.47","0.02","0","4.27","1.29","0.23","0.44","0.19","0.11","0","0","0.02","0",""
" ","Taylor Rogers","MIN","RP","@CWS","0.37","0.38","0.01","0","3.60","1.22","0.15","0.35","0.11","0.05","0","0","0.01","0",""
" ","Jose Torres","SD","RP","SF","0.26","0.27","0.02","0","3.98","1.68","0.11","0.25","0.11","0.04","0","0","0.01","0",""
" ","Steven Okert","SF","RP","@SD","0.23","0.23","0.01","0","3.18","1.23","0.08","0.21","0.07","0.03","0","0","0.01","0",""
" ","Carlos Estevez","COL","RP","LAD","0.3","0.31","0.01","0.01","5.04","1.59","0.17","0.31","0.16","0.05","0","0","0.01","0",""
" ","Edubray Ramos","PHI","RP","WSH","0.37","0.33","0.01","0.01","3.52","1.20","0.14","0.33","0.11","0.05","0","0","0.01","0",""
" ","Nick Wittgren","MIA","RP","@NYM","0.27","0.23","0.01","0","3.36","1.19","0.1","0.24","0.08","0.06","0","0","0.01","0",""
" ","Kenta Maeda","LAD","SP","@COL","5.82","5.33","0.45","0","5.26","1.46","3.4","7.13","1.39","0.85","0","0","0.22","0",""
" ","Seung-Hwan Oh","STL","RP","CIN","0.41","0.55","0.02","0.22","3.02","1.88","0.14","0.32","0.1","0.05","0","0","0.02","0",""
" ","Joe Biagini","TOR","RP","@TB","0.41","0.36","0.02","0","3.41","1.22","0.16","0.38","0.12","0.04","0","0","0.02","0",""
" ","Matthew Bowman","STL","RP","CIN","0.29","0.25","0.01","0","3.39","1.18","0.11","0.26","0.08","0.03","0","0","0.01","0",""
" ","Tony Barnette","TEX","RP","OAK","0.34","0.3","0.03","0","3.56","1.27","0.13","0.32","0.11","0.04","0","0","0.01","0",""
" ","Edwin Diaz","SEA","RP","@LAA","0.43","0.54","0.02","0.22","2.73","1.14","0.13","0.35","0.14","0.04","0","0","0.02","0",""
" ","Jaime Schultz","TB","SP,RP","TOR","0.38","0.39","0.01","0","4.66","1.52","0.2","0.33","0.25","0.1","0","0","0.01","0",""
" ","Timothy Adleman","CIN","SP","@STL","0.5","0.36","0.02","0","4.45","1.39","0.25","0.53","0.16","0.06","0","0","0.04","0",""
" ","Chris Devenski","HOU","SP,RP","KC","0.38","0.36","0.01","0","3.07","1.05","0.13","0.32","0.08","0.05","0","0","0.01","0",""
" ","Hunter Cervenka","MIA","RP","@NYM","0.22","0.22","0.01","0","3.50","1.40","0.09","0.17","0.14","0.03","0","0","0.01","0",""
" ","Ryan Garton","TB","RP","TOR","0.27","0.23","0.01","0","4.00","1.37","0.12","0.26","0.11","0.03","0","0","0.01","0",""
" ","Steven Brault","PIT","SP","ATL","0.52","0.47","0.02","0","3.95","1.37","0.23","0.52","0.19","0.05","0","0","0.02","0",""
" ","Donnie Hart","BAL","RP","NYY","0.22","0.17","0.02","0","3.76","1.37","0.09","0.22","0.08","0.03","0","0","0.01","0",""
" ","Koda Glover","WSH","RP","@PHI","0.39","0.39","0.01","0.1","3.76","1.12","0.16","0.33","0.11","0.07","0","0","0.01","0",""
" ","Ben Heller","NYY","RP","@BAL","0.21","0.22","0.01","0","4.77","1.44","0.11","0.21","0.09","0.04","0","0","0.01","0",""
" ","James Hoyt","HOU","RP","KC","0.22","0.26","0.02","0","3.28","1.15","0.08","0.18","0.07","0.02","0","0","0.01","0",""
" ","Brent Suter","MIL","RP","CHC","0.3","0.22","0.01","0","5.20","1.51","0.17","0.34","0.11","0.06","0","0","0.01","0",""
" ","Dan Altavilla","SEA","RP","@LAA","0.36","0.32","0.01","0.01","3.31","1.32","0.13","0.35","0.13","0.04","0","0","0.01","0",""
" ","Jonathan Holder","NYY","RP","@BAL","0.23","0.25","0.01","0","3.95","1.31","0.1","0.24","0.06","0.04","0","0","0.01","0",""
" ","Wandy Peralta","CIN","RP","@STL","0.29","0.22","0.01","0","4.25","1.45","0.14","0.28","0.14","0.03","0","0","0.01","0",""
" ","Casey Lawrence","TOR","SP,RP","@TB","0.36","0.23","0.01","0","5.01","1.40","0.2","0.4","0.11","0.06","0","0","0.03","0",""
" ","Sandy Baez","DET","SP,RP","BOS","0.31","0.18","0.01","0","6.41","1.63","0.22","0.38","0.12","0.11","0","0","0.03","0",""
" ","Jose Alvarado","TB","RP","TOR","0.24","0.23","0.01","0","5.65","1.94","0.15","0.22","0.25","0.05","0","0","0.01","0",""
" ","Walker Lockett","SD","P","SF","0.35","0.24","0.01","0","4.49","1.36","0.17","0.39","0.09","0.06","0","0","0.03","0",""
" ","Austin Pruitt","TB","SP,RP","TOR","0.47","0.32","0.02","0","4.98","1.38","0.26","0.52","0.13","0.13","0","0","0.04","0",""
" ","Tyler Jones","NYY","RP","@BAL","0.28","0.28","0.01","0","4.16","1.36","0.13","0.27","0.11","0.04","0","0","0.01","0",""
" ","Ben Taylor","BOS","P","@DET","2.22","3.99","0","0","0.00","0.84","0","0","1.86","0","0","0","0","0",""
""
""
